;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,82%;1,83%;2,19%;2,33%;-%;60,15%;-%;-%;-%
Div;;0.5;0.5;0.5;;12.52;;;
P/L;26.28;27.8;10.9;69.61;-0.79;-39.26;12.17;-0.51;-0.13
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;7,45;7,89;6,61;8,22;-0,06;-2,82;-0,23;-0,09;-0,07
EV/EBITDA;-;15,39;15,56;36,84;9,71;26,35;5,52;6,99;-9,73
EV/EBIT;-;22,07;19,89;46,95;46,51;126,19;9,10;24,36;-4,44
P/EBITDA;8,34;10,54;9,61;22,43;0,34;16,98;0,57;0,39;-0,34
P/EBIT;10,52;15,12;12,28;28,59;1,64;81,32;0,94;1,35;-0,15
VPA;-;3,47;3,45;2,61;-7,36;-7,36;-7,01;-13,14;-11,43
P/Ativo;1,09;1,07;0,91;0,88;0,01;0,57;0,04;0,03;0,02
LPA;;0.98;2.09;0.31;-0.53;-0.53;0.13;-2.31;-6.1
P/SR;4,29;4,44;4,38;4,22;0,01;0,59;0,04;0,02;0,01
P/Cap. Giro;-12,01;-12,33;-9,00;-11,60;-0,02;-0,78;-0,73;-3,29;1,78
P/Ativo Circ. Liq.;-1,20;-1,17;-0,99;-0,98;-0,01;-0,72;-0,05;-0,04;-0,02
Dív. líquida/PL;-;3,63;4,10;5,28;-;-;-;-;-
Dív. líquida/EBITDA;-;4,85;5,96;14,40;9,37;9,37;4,95;6,60;-9,39
Dív. líquida/EBIT;-;6,95;7,61;18,36;44,87;44,87;8,17;23,01;-4,28
PL/Ativos;-;0,14;0,14;0,11;-0,20;-0,20;-0,16;-0,31;-0,23
Passivos/Ativos;-;0,86;0,86;0,89;1,20;1,20;1,16;1,31;1,23
Liq. corrente;-;0,50;0,43;0,57;0,23;0,23;0,77;0,96;1,05
M. Bruta;-%;80,76%;82,24%;93,23%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;-%;42,13%;45,61%;18,81%;3,49%;3,49%;6,85%;6,22%;-3,99%
M. EBIT;-%;29,37%;35,69%;14,76%;0,73%;0,73%;4,15%;1,79%;-8,75%
M. Líquida;-%;15,97%;40,22%;6,06%;-1,51%;-1,51%;0,32%;-4,73%;-10,77%
ROE;-%;28,36%;60,64%;11,81%;-7,19%;-7,19%;-1,92%;-17,56%;-53,40%
ROA;-%;3,84%;8,37%;1,26%;-1,45%;-1,45%;0,31%;-5,52%;-12,09%
ROIC;-%;8,90%;5,29%;2,60%;3,28%;3,28%;21,00%;10,34%;-47,08%
Giro ativos;-;0,24;0,21;0,21;0,96;0,96;0,98;1,17;1,12
CAGR Receitas 5 anos;-%;-7,79%;-77,96%;-7,01%;-7,01%;-0,86%;1,11%;44,33%;46,42%
CAGR Lucros 5 anos;-%;-%;-%;-%;-%;-%;-%;-%;-%
