;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,47%;3,57%;3,68%;3,22%;5,70%;8,44%;4,92%;4,74%;4,56%
Div;2.97;3.84;3.68;3.55;3.49;3.48;3.43;3.23;3.81
P/L;16.93;13.9;11.03;8.08;11.26;-7.77;20.59;13.85;17.98
PEG Ratio;1,14;-;-;-;-;-;-;-;-
P/VP;1,95;1,78;1,94;2,31;1,54;1,11;1,54;1,51;1,89
EV/EBITDA;15,34;6,66;5,50;4,52;5,74;13,17;8,60;6,50;10,17
EV/EBIT;53,05;9,79;7,62;5,91;9,42;-8,69;16,43;10,34;20,67
P/EBITDA;14,50;6,39;5,35;4,39;4,91;9,53;7,40;5,72;9,05
P/EBIT;50,15;9,39;7,40;5,73;8,06;-6,29;14,14;9,10;18,39
VPA;61,79;60,58;51,57;47,78;39,77;37,17;45,30;45,30;44,30
P/Ativo;1,12;1,03;1,06;1,22;0,77;0,52;0,81;0,83;1,02
LPA;7.1;7.74;9.07;13.66;5.44;-5.31;3.39;4.92;4.65
P/SR;1,53;1,38;1,19;1,13;0,94;0,98;1,16;1,03;1,49
P/Cap. Giro;47,59;21,60;12,69;15,75;103,30;-15,20;-21,18;-31,50;-33,32
P/Ativo Circ. Liq.;-1,39;-1,30;-1,42;-1,66;-0,93;-0,61;-0,94;-0,97;-1,18
Dív. líquida/PL;0,11;0,08;0,06;0,07;0,26;0,42;0,25;0,20;0,23
Dív. líquida/EBITDA;0,84;0,27;0,16;0,14;0,83;3,64;1,20;0,78;1,12
Dív. líquida/EBIT;2,90;0,40;0,22;0,18;1,36;-2,40;2,29;1,23;2,28
PL/Ativos;0,57;0,58;0,54;0,53;0,50;0,47;0,53;0,55;0,54
Passivos/Ativos;0,43;0,42;0,46;0,47;0,50;0,53;0,47;0,45;0,46
Liq. corrente;1,14;1,31;1,48;1,41;1,04;0,80;0,78;0,84;0,82
M. Bruta;7,20%;29,53%;31,31%;31,88%;30,90%;30,32%;29,33%;30,96%;32,15%
M. EBITDA;10,57%;21,61%;22,19%;25,73%;19,08%;10,24%;15,61%;18,07%;16,52%
M. EBIT;3,05%;14,70%;16,02%;19,70%;11,63%;-15,53%;8,17%;11,36%;8,13%
M. Líquida;9,05%;9,93%;10,76%;13,98%;8,33%;-12,57%;5,61%;7,46%;8,31%
ROE;11,50%;12,77%;17,58%;28,58%;13,67%;-14,28%;7,48%;10,87%;10,50%
ROA;6,59%;7,43%;9,57%;15,10%;6,80%;-6,74%;3,95%;6,02%;5,65%
ROIC;-0,60%;11,75%;15,39%;24,47%;11,20%;-14,63%;6,43%;9,48%;7,71%
Giro ativos;0,73;0,75;0,89;1,08;0,82;0,54;0,70;0,81;0,68
CAGR Receitas 5 anos;5,83%;3,68%;10,95%;6,64%;-6,45%;-9,11%;-8,61%;-13,18%;-16,23%
CAGR Lucros 5 anos;18,62%;11,56%;23,11%;24,06%;-%;-15,11%;-8,55%;-15,17%;-28,19%
