;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;6,05%;8,58%;4,60%;3,43%;3,75%;3,06%;4,16%;4,30%
Div;;4.59;4.34;5.17;3.86;3.74;3.66;3.58;3.49
P/L;22.95;30.86;9.14;43.07;20.41;14.4;19.22;19.06;35.64
PEG Ratio;7,72;-;-;-;-;-;-;-;-
P/VP;2,48;2,14;1,46;3,64;1,95;1,82;2,33;1,83;1,84
EV/EBITDA;21,75;11,91;9,60;17,68;11,20;-;10,60;12,83;8,14
EV/EBIT;98,63;22,92;17,53;37,06;22,76;19,89;22,81;56,91;18,25
P/EBITDA;12,82;6,40;4,34;11,34;5,17;-;5,85;6,14;3,91
P/EBIT;58,12;12,31;7,92;23,78;10,50;9,42;12,58;27,24;8,76
VPA;37,52;35,35;34,63;30,93;57,76;54,74;51,52;47,05;44,34
P/Ativo;0,59;0,50;0,36;0,81;0,38;0,34;0,46;0,34;0,31
LPA;4.05;2.46;5.54;2.61;5.52;6.93;6.23;4.51;2.28
P/SR;3,26;2,74;1,77;3,45;1,94;1,98;2,19;1,47;1,32
P/Cap. Giro;-18,59;-18,99;-7,87;-20,89;-8,89;-7,99;-9,27;-6,51;-8,38
P/Ativo Circ. Liq.;-0,65;-0,54;-0,38;-0,87;-0,41;-0,37;-0,49;-0,36;-0,34
Dív. líquida/PL;1,73;1,85;1,77;2,03;2,28;2,03;1,89;1,99;1,99
Dív. líquida/EBITDA;8,94;5,51;5,26;6,34;6,03;-;4,76;6,69;4,23
Dív. líquida/EBIT;40,51;10,61;9,61;13,28;12,25;10,47;10,23;29,68;9,49
PL/Ativos;0,24;0,23;0,25;0,22;0,20;0,19;0,20;0,18;0,17
Passivos/Ativos;0,76;0,76;0,75;0,77;0,80;0,81;0,80;0,81;0,82
Liq. corrente;0,71;0,72;0,57;0,64;0,59;0,65;0,54;0,54;0,65
M. Bruta;9,85%;48,30%;43,87%;38,33%;41,49%;44,08%;38,41%;33,63%;37,75%
M. EBITDA;25,43%;42,84%;40,85%;30,43%;37,61%;-%;37,49%;23,93%;33,90%
M. EBIT;5,61%;22,27%;22,37%;14,52%;18,51%;20,99%;17,43%;5,40%;15,13%
M. Líquida;14,21%;8,89%;19,40%;8,01%;9,52%;13,73%;11,41%;7,71%;3,72%
ROE;10,80%;6,95%;15,98%;8,44%;9,56%;12,67%;12,10%;9,60%;5,15%
ROA;2,59%;1,63%;3,95%;1,88%;1,88%;2,38%;2,40%;1,76%;0,88%
ROIC;0,34%;5,14%;4,95%;4,92%;5,11%;5,73%;5,74%;-1,64%;4,59%
Giro ativos;0,18;0,18;0,20;0,23;0,20;0,17;0,21;0,23;0,24
CAGR Receitas 5 anos;1,78%;1,99%;4,44%;1,60%;-2,56%;-2,73%;-0,68%;1,46%;-0,69%
CAGR Lucros 5 anos;-3,35%;22,32%;20,87%;-%;-%;5,99%;3,91%;-12,86%;-%
