;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,33%;7,69%;3,02%;4,44%;3,37%;4,36%;4,04%;13,32%;1,92%
Div;0.32;1.57;0.9;1.17;1.13;1.09;1.05;3.95;0.83
P/L;23.87;22.87;16.69;10.22;9.19;15.82;10.85;19.88;14.17
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;1,04;0,85;1,24;1,15;1,50;1,25;1,31;1,53;1,91
EV/EBITDA;12,64;11,14;9,91;6,87;6,08;9,34;3,35;3,14;5,45
EV/EBIT;21,41;17,39;13,27;8,53;7,01;11,19;3,71;3,35;5,77
P/EBITDA;8,39;7,40;7,53;5,81;5,77;10,03;7,01;6,28;8,73
P/EBIT;14,21;11,55;10,08;7,22;6,65;12,03;7,76;6,72;9,25
VPA;23,18;23,87;24,09;22,94;22,33;19,99;19,85;19,32;22,74
P/Ativo;0,39;0,33;0,49;0,47;0,70;0,63;0,89;1,06;1,37
LPA;1.01;0.89;1.78;2.58;3.64;1.58;2.4;1.49;3.06
P/SR;1,44;1,27;1,91;1,61;2,02;2,28;2,30;2,47;3,79
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,39;-0,33;-0,49;-0,47;-0,70;-0,63;-0,89;-1,06;-1,37
Dív. líquida/PL;0,53;0,43;0,39;0,21;0,08;-0,09;-0,68;-0,77;-0,72
Dív. líquida/EBITDA;4,25;3,74;2,38;1,06;0,31;-0,70;-3,66;-3,15;-3,29
Dív. líquida/EBIT;7,20;5,84;3,19;1,31;0,36;-0,83;-4,05;-3,36;-3,48
PL/Ativos;0,37;0,39;0,40;0,41;0,46;0,50;0,68;0,69;0,72
Passivos/Ativos;0,59;0,57;0,57;0,54;0,50;0,47;0,27;0,24;0,17
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;17,21%;17,15%;25,33%;27,76%;34,99%;22,77%;32,75%;39,27%;43,42%
M. EBIT;10,16%;10,98%;18,92%;22,35%;30,33%;19,00%;29,58%;36,72%;41,01%
M. Líquida;6,05%;5,55%;11,43%;15,80%;21,96%;14,44%;21,17%;12,41%;26,76%
ROE;4,35%;3,72%;7,41%;11,26%;16,32%;7,90%;12,07%;7,72%;13,44%
ROA;1,62%;1,43%;2,93%;4,60%;7,58%;3,95%;8,23%;5,31%;9,68%
ROIC;2,64%;2,86%;4,95%;7,05%;11,92%;5,67%;11,53%;7,42%;13,42%
Giro ativos;0,27;0,26;0,26;0,29;0,35;0,27;0,39;0,43;0,36
CAGR Receitas 5 anos;8,22%;4,64%;5,22%;4,73%;-6,99%;-7,83%;-5,06%;-2,24%;-1,51%
CAGR Lucros 5 anos;-17,22%;2,92%;-5,31%;1,31%;-16,96%;-12,79%;-18,58%;-2,44%;-2,17%
