;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,48%;1,91%;2,54%;2,51%;2,75%;1,96%;1,78%;2,23%;1,41%
Div;1.01;3.68;3.57;3.4;3.23;2.15;2.0;1.84;1.48
P/L;6.64;11.23;-195.45;-27.67;22.26;6.12;7.79;14.15;10.93
PEG Ratio;0,03;-;-;-;-;-;-;-;-
P/VP;1,99;2,38;2,07;2,04;1,31;1,11;1,40;1,34;1,67
EV/EBITDA;17,32;8,03;52,82;-59,75;4,61;-;5,45;9,04;7,71
EV/EBIT;20,88;8,75;1.252,27;-25,90;5,35;4,55;6,00;10,60;8,47
P/EBITDA;17,83;7,61;49,99;-55,04;4,21;-;5,16;8,20;7,00
P/EBIT;21,51;8,29;1.185,30;-23,85;4,88;4,59;5,68;9,62;7,69
VPA;105,11;80,92;67,70;66,49;89,60;99,38;80,25;61,87;62,85
P/Ativo;0,46;0,46;0,36;0,36;0,33;0,27;0,30;0,25;0,33
LPA;31.57;17.17;-0.72;-4.9;5.28;17.96;14.44;5.84;9.58
P/SR;0,82;0,80;0,64;0,69;0,65;0,75;0,82;0,71;0,95
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,46;-0,46;-0,36;-0,36;-0,33;-0,27;-0,30;-0,25;-0,33
Dív. líquida/PL;-0,06;0,13;0,12;0,17;0,13;-0,01;0,08;0,14;0,17
Dív. líquida/EBITDA;-0,52;0,42;2,82;-4,71;0,41;-;0,29;0,84;0,71
Dív. líquida/EBIT;-0,62;0,46;66,97;-2,04;0,47;-0,05;0,32;0,99;0,78
PL/Ativos;0,23;0,19;0,17;0,18;0,25;0,24;0,22;0,19;0,20
Passivos/Ativos;0,77;0,81;0,83;0,82;0,75;0,76;0,78;0,81;0,80
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;10,69%;36,08%;26,19%;25,49%;40,04%;45,87%;41,77%;37,83%;39,68%
M. EBITDA;4,60%;10,48%;1,29%;-1,26%;15,54%;-%;15,81%;8,72%;13,62%
M. EBIT;3,81%;9,61%;0,05%;-2,91%;13,40%;16,25%;14,36%;7,43%;12,39%
M. Líquida;12,36%;7,10%;-0,33%;-2,51%;2,94%;12,19%;10,47%;5,05%;8,72%
ROE;30,03%;21,22%;-1,06%;-7,37%;5,90%;18,07%;17,99%;9,44%;15,25%
ROA;6,86%;4,08%;-0,18%;-1,32%;1,49%;4,33%;3,90%;1,79%;3,06%
ROIC;0,53%;16,93%;-0,40%;-7,79%;16,56%;15,49%;15,86%;8,98%;13,46%
Giro ativos;0,56;0,57;0,55;0,52;0,51;0,36;0,37;0,35;0,35
CAGR Receitas 5 anos;7,49%;7,48%;5,46%;6,23%;4,67%;4,86%;2,90%;3,42%;2,75%
CAGR Lucros 5 anos;-0,75%;-%;-%;-3,16%;22,10%;12,04%;-0,93%;9,04%;18,99%
