;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%
Div;;;;;;;;;
P/L;15.35;12.43;51.32;-2.27;-1.92;-2.0;13.36;9.77;16.01
PEG Ratio;-0,15;-;-;-;-;-;-;-;-
P/VP;4,64;7,94;28,35;75,20;3,55;1,84;1,91;1,56;2,12
EV/EBITDA;18,63;9,72;12,51;-26,81;-11,59;-5,95;10,36;8,66;11,73
EV/EBIT;86,69;15,94;24,91;-12,09;-7,97;-4,70;16,02;12,63;17,62
P/EBITDA;7,73;4,54;4,81;-7,75;-5,18;-2,89;6,79;5,16;7,80
P/EBIT;35,98;7,45;9,57;-3,50;-3,56;-2,28;10,49;7,52;11,72
VPA;4,82;3,24;0,71;0,16;5,84;13,79;30,62;27,11;25,17
P/Ativo;0,46;0,57;0,44;0,28;0,46;0,44;0,74;0,61;0,86
LPA;1.46;2.07;0.39;-5.39;-10.81;-12.71;4.37;4.34;3.33
P/SR;4,83;1,19;1,00;1,06;13,34;6,27;1,92;1,54;2,25
P/Cap. Giro;-2,36;-2,37;-1,80;-1,62;-20,16;4,88;-4,35;-3,59;-6,17
P/Ativo Circ. Liq.;-0,48;-0,60;-0,47;-0,31;-0,56;-0,54;-0,78;-0,64;-0,90
Dív. líquida/PL;6,55;9,06;45,40;184,78;4,40;1,95;1,01;1,06;1,07
Dív. líquida/EBITDA;10,90;5,18;7,70;-19,06;-6,41;-3,06;3,58;3,50;3,93
Dív. líquida/EBIT;50,71;8,49;15,33;-8,59;-4,41;-2,42;5,53;5,10;5,90
PL/Ativos;0,10;0,07;0,02;0,00;0,13;0,24;0,39;0,39;0,41
Passivos/Ativos;0,90;0,93;0,98;1,00;0,87;0,76;0,61;0,61;0,59
Liq. corrente;0,19;0,17;0,22;0,37;0,89;1,86;0,20;0,17;0,21
M. Bruta;38,01%;39,99%;36,04%;11,91%;-148,16%;-32,28%;43,31%;44,23%;43,23%
M. EBITDA;62,46%;26,31%;20,75%;-13,73%;-257,69%;-217,06%;28,34%;29,84%;28,91%
M. EBIT;13,42%;16,04%;10,42%;-30,46%;-374,76%;-274,84%;18,33%;20,47%;19,24%
M. Líquida;31,46%;9,60%;1,94%;-46,86%;-695,48%;-313,50%;14,39%;15,77%;14,08%
ROE;30,26%;63,86%;55,24%;-3.309,34%;-185,25%;-92,15%;14,28%;16,01%;13,22%
ROA;2,99%;4,56%;0,85%;-12,23%;-24,06%;-21,81%;5,58%;6,28%;5,39%
ROIC;0,90%;9,52%;6,18%;-10,83%;-16,36%;-21,85%;8,75%;9,84%;8,52%
Giro ativos;0,09;0,47;0,44;0,26;0,03;0,07;0,39;0,40;0,38
CAGR Receitas 5 anos;7,96%;7,14%;-2,14%;-33,21%;-21,69%;15,63%;18,69%;18,84%;17,04%
CAGR Lucros 5 anos;-0,43%;-29,51%;-%;-%;-%;22,42%;56,50%;35,14%;37,92%
