;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;2,55%;2,70%;2,33%;2,33%;3,42%;4,21%;3,94%;3,78%
Div;;0.81;0.77;0.7;0.65;0.74;1.15;1.1;1.07
P/L;24.23;20.29;20.8;18.73;12.62;-15.25;20.32;42.49;6.82
PEG Ratio;3,20;-;-;-;-;-;-;-;-
P/VP;2,27;1,94;1,87;1,88;1,86;1,41;1,64;1,76;2,61
EV/EBITDA;18,88;11,94;11,49;11,07;12,54;28,50;10,12;8,66;8,17
EV/EBIT;46,00;20,31;20,48;18,41;25,17;-74,90;19,18;20,63;14,13
P/EBITDA;9,99;5,92;5,66;5,85;6,69;13,35;4,83;6,36;4,86
P/EBIT;24,35;10,08;10,09;9,73;13,43;-35,09;9,16;15,15;8,41
VPA;16,90;16,37;15,31;15,95;14,97;15,32;16,64;16,08;10,88
P/Ativo;0,56;0,47;0,45;0,49;0,47;0,35;0,39;0,52;0,54
LPA;1.59;1.56;1.37;1.6;2.21;-1.42;1.34;0.66;4.16
P/SR;2,75;2,39;2,07;2,03;2,10;1,59;1,11;1,34;1,27
P/Cap. Giro;-8,98;61,55;-21,55;-45,60;5,72;-6,19;-334,05;3,80;37,50
P/Ativo Circ. Liq.;-0,60;-0,53;-0,49;-0,56;-0,58;-0,39;-0,43;-0,71;-0,63
Dív. líquida/PL;2,02;1,97;1,92;1,68;1,63;1,60;1,79;0,64;1,77
Dív. líquida/EBITDA;8,89;6,01;5,83;5,22;5,85;15,15;5,29;2,30;3,31
Dív. líquida/EBIT;21,65;10,23;10,40;8,68;11,74;-39,82;10,02;5,48;5,72
PL/Ativos;0,24;0,24;0,24;0,26;0,25;0,25;0,24;0,30;0,21
Passivos/Ativos;0,76;0,76;0,76;0,74;0,75;0,75;0,76;0,70;0,79
Liq. corrente;0,51;1,08;0,78;0,92;1,72;0,61;0,99;2,13;1,11
M. Bruta;21,98%;46,00%;42,39%;36,44%;38,40%;39,49%;24,71%;23,42%;26,66%
M. EBITDA;27,56%;40,39%;36,67%;34,64%;31,41%;11,90%;23,06%;21,01%;26,14%
M. EBIT;11,31%;23,74%;20,56%;20,82%;15,65%;-4,53%;12,16%;8,82%;15,11%
M. Líquida;11,37%;11,79%;9,97%;10,81%;16,65%;-10,42%;5,48%;3,14%;18,64%
ROE;9,39%;9,55%;8,97%;10,04%;14,77%;-9,26%;8,06%;4,13%;38,23%
ROA;2,30%;2,33%;2,18%;2,62%;3,69%;-2,31%;1,90%;1,23%;7,88%
ROIC;2,56%;5,76%;5,60%;5,75%;4,53%;-2,68%;5,56%;4,39%;5,09%
Giro ativos;0,20;0,20;0,22;0,24;0,22;0,22;0,35;0,39;0,42
CAGR Receitas 5 anos;-6,82%;-3,86%;-0,62%;2,10%;0,09%;5,92%;5,49%;5,23%;-2,28%
CAGR Lucros 5 anos;5,20%;20,03%;-10,02%;28,03%;-%;5,30%;3,42%;33,86%;-20,46%
