;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%
Div;;;;;;;;;
P/L;50.93;71.08;53.97;103.3;61.48;-627.78;13.41;29.27;327.32
PEG Ratio;0,44;-;-;-;-;-;-;-;-
P/VP;6,08;6,05;4,39;3,77;3,64;3,36;4,54;5,60;4,85
EV/EBITDA;69,50;36,36;26,93;26,75;26,61;40,25;32,85;21,78;19,58
EV/EBIT;229,29;54,91;41,32;46,14;47,77;208,82;62,78;33,56;33,97
P/EBITDA;64,79;33,71;24,55;23,87;23,80;35,19;28,43;19,08;16,89
P/EBIT;213,76;50,91;37,66;41,17;42,74;182,54;54,34;29,41;29,30
VPA;15,78;14,76;13,16;12,26;11,66;10,70;9,96;6,31;5,11
P/Ativo;3,33;3,34;2,41;2,04;1,88;1,67;2,06;2,33;1,79
LPA;1.88;1.26;1.07;0.45;0.69;-0.06;3.37;1.21;0.08
P/SR;7,35;7,86;5,95;5,23;5,09;5,19;5,87;4,98;3,76
P/Cap. Giro;52,51;252,80;53,59;33,89;29,64;17,09;-377,42;-38,90;-18,58
P/Ativo Circ. Liq.;-4,10;-4,06;-2,96;-2,48;-2,34;-2,14;-2,44;-2,88;-2,24
Dív. líquida/PL;0,44;0,47;0,43;0,46;0,43;0,48;0,71;0,79;0,77
Dív. líquida/EBITDA;4,71;2,64;2,39;2,88;2,81;5,06;4,42;2,70;2,69
Dív. líquida/EBIT;15,53;3,99;3,66;4,97;5,04;26,27;8,44;4,16;4,67
PL/Ativos;0,55;0,55;0,55;0,54;0,52;0,50;0,45;0,42;0,37
Passivos/Ativos;0,45;0,45;0,45;0,46;0,48;0,50;0,55;0,58;0,63
Liq. corrente;1,51;1,08;1,32;1,51;1,48;1,82;0,97;0,76;0,68
M. Bruta;68,58%;68,61%;69,49%;68,81%;68,78%;65,05%;70,98%;71,37%;71,34%
M. EBITDA;11,34%;23,33%;24,24%;21,91%;21,40%;14,76%;20,65%;26,09%;22,28%
M. EBIT;3,44%;15,45%;15,80%;12,70%;11,92%;2,84%;10,81%;16,93%;12,84%
M. Líquida;14,42%;11,06%;11,03%;5,06%;8,29%;-0,83%;43,78%;17,01%;1,15%
ROE;11,93%;8,51%;8,14%;3,65%;5,93%;-0,54%;33,87%;19,15%;1,48%
ROA;6,54%;4,70%;4,47%;1,98%;3,06%;-0,27%;15,38%;7,96%;0,55%
ROIC;0,51%;6,62%;6,54%;4,41%;5,38%;1,14%;-11,94%;8,96%;2,64%
Giro ativos;0,45;0,43;0,41;0,39;0,37;0,32;0,35;0,47;0,48
CAGR Receitas 5 anos;9,30%;7,71%;6,99%;7,23%;5,80%;7,78%;6,58%;4,53%;1,93%
CAGR Lucros 5 anos;-16,98%;-0,95%;46,34%;24,57%;-%;-%;-%;-%;-4,68%
