;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,99%;6,98%;5,11%;5,56%;4,94%;5,05%;3,84%;-%;-%
Div;0.7;2.81;2.81;2.8;2.8;2.8;2.1;;
P/L;-14.05;25.3;65.39;7.75;6.61;33.61;-29.86;;
PEG Ratio;0,07;-;-;-;-;-;-;-;-
P/VP;0,95;1,63;2,07;1,71;2,30;3,31;2,88;-;-
EV/EBITDA;9,15;7,99;12,61;4,95;4,56;9,21;24,90;2,35;4,00
EV/EBIT;69,67;17,58;36,10;6,97;6,01;18,35;-71,12;4,03;16,06
P/EBITDA;5,03;5,32;9,60;3,73;3,56;7,13;18,65;-;-
P/EBIT;38,30;11,71;27,47;5,26;4,70;14,21;-53,26;-;-
VPA;24,68;24,67;26,49;29,39;24,71;16,76;19,01;-;-
P/Ativo;0,27;0,49;0,66;0,59;0,66;0,67;0,67;-;-
LPA;-1.67;1.59;0.84;6.5;8.58;1.65;-1.83;;
P/SR;0,41;0,66;0,86;0,62;0,76;1,07;0,94;-;-
P/Cap. Giro;1,75;4,48;5,03;3,88;5,47;5,16;6,61;-;-
P/Ativo Circ. Liq.;-0,40;-0,69;-0,95;-0,89;-0,99;-0,97;-0,93;-;-
Dív. líquida/PL;0,78;0,82;0,65;0,56;0,64;0,97;0,97;0,49;0,50
Dív. líquida/EBITDA;4,12;2,67;3,01;1,21;1,00;2,08;6,25;2,35;4,00
Dív. líquida/EBIT;31,37;5,87;8,63;1,71;1,32;4,14;-17,86;4,03;16,06
PL/Ativos;0,29;0,30;0,32;0,34;0,29;0,20;0,23;0,40;0,34
Passivos/Ativos;0,71;0,70;0,68;0,66;0,71;0,80;0,77;0,60;0,66
Liq. corrente;1,94;1,61;1,77;1,81;1,58;1,72;1,57;2,53;1,89
M. Bruta;2,29%;10,72%;10,94%;15,05%;19,61%;13,48%;14,65%;17,20%;16,88%
M. EBITDA;8,10%;12,35%;8,99%;16,71%;21,32%;14,98%;5,07%;14,09%;7,75%
M. EBIT;1,06%;5,61%;3,14%;11,87%;16,15%;7,52%;-1,77%;8,22%;1,93%
M. Líquida;-2,90%;2,60%;1,32%;8,05%;11,48%;3,18%;-3,16%;9,36%;1,06%
ROE;-6,76%;6,43%;3,17%;22,12%;34,74%;9,85%;-9,64%;13,80%;1,72%
ROA;-1,94%;1,95%;1,02%;7,56%;10,02%;1,99%;-2,25%;5,54%;0,58%
ROIC;0,49%;5,97%;4,15%;14,67%;21,73%;7,18%;-4,10%;6,18%;-1,45%
Giro ativos;0,67;0,75;0,77;0,94;0,87;0,63;0,71;0,59;0,55
CAGR Receitas 5 anos;0,01%;-2,09%;5,41%;2,68%;-%;-%;-%;-%;-%
CAGR Lucros 5 anos;-%;-36,74%;59,83%;8,20%;-%;-%;-%;-%;-%
