;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,83%;3,51%;5,14%;5,17%;6,30%;7,98%;6,41%;6,17%;3,94%
Div;0.5;1.9;1.79;1.7;1.65;1.59;1.52;1.37;1.2
P/L;31.03;29.69;13.34;19.59;20.9;116.98;33.94;-171.11;11.6
PEG Ratio;-1,76;-;-;-;-;-;-;-;-
P/VP;5,87;5,31;3,42;3,49;2,77;2,07;1,76;1,67;1,56
EV/EBITDA;30,16;13,95;8,57;10,94;10,36;14,44;13,17;19,19;16,32
EV/EBIT;107,27;21,38;11,84;17,12;16,49;32,11;25,30;63,66;48,27
P/EBITDA;21,83;9,89;5,44;6,94;6,11;7,55;7,79;10,48;9,20
P/EBIT;77,65;15,17;7,51;10,86;9,73;16,79;14,97;34,76;27,19
VPA;10,25;10,20;10,19;9,43;9,40;9,70;13,50;13,21;19,56
P/Ativo;1,32;1,21;0,81;0,83;0,66;0,55;0,62;0,59;0,54
LPA;1.94;1.82;2.61;1.68;1.25;0.17;0.7;-0.13;2.63
P/SR;6,39;6,28;3,88;3,65;2,98;3,15;3,51;3,07;3,14
P/Cap. Giro;-23,65;-24,89;-32,17;-36,66;-74,80;-27,34;-12,04;-76,92;-53,98
P/Ativo Circ. Liq.;-1,37;-1,27;-0,88;-0,90;-0,73;-0,57;-0,65;-0,61;-0,57
Dív. líquida/PL;2,24;2,17;1,97;2,01;1,93;1,89;1,21;1,39;1,21
Dív. líquida/EBITDA;8,33;4,05;3,13;4,00;4,25;6,89;5,38;8,71;7,13
Dív. líquida/EBIT;29,62;6,21;4,32;6,25;6,76;15,32;10,34;28,90;21,07
PL/Ativos;0,22;0,23;0,24;0,24;0,24;0,27;0,36;0,35;0,35
Passivos/Ativos;0,78;0,77;0,76;0,76;0,76;0,73;0,64;0,65;0,65
Liq. corrente;0,42;0,50;0,77;0,78;0,91;0,62;0,40;0,81;0,82
M. Bruta;13,53%;59,09%;63,15%;51,90%;47,49%;61,93%;76,09%;68,83%;71,36%
M. EBITDA;29,27%;63,49%;71,41%;52,63%;48,70%;41,74%;45,02%;29,33%;34,13%
M. EBIT;8,23%;41,42%;51,72%;33,64%;30,60%;18,77%;23,42%;8,84%;11,54%
M. Líquida;20,59%;21,16%;29,12%;18,66%;14,25%;2,69%;10,33%;-1,80%;27,07%
ROE;18,91%;17,87%;25,61%;17,81%;13,25%;1,77%;5,18%;-0,98%;13,44%
ROA;4,25%;4,07%;6,03%;4,22%;3,18%;0,47%;1,84%;-0,34%;4,69%
ROIC;0,60%;9,39%;11,90%;9,40%;7,81%;4,02%;4,34%;1,64%;-2,86%
Giro ativos;0,21;0,19;0,21;0,23;0,22;0,17;0,18;0,19;0,17
CAGR Receitas 5 anos;5,07%;4,66%;6,43%;7,22%;0,96%;1,44%;4,83%;1,42%;-1,11%
CAGR Lucros 5 anos;21,31%;-%;-1,18%;-%;-%;-16,72%;-%;20,41%;-%
