;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,48%;1,60%;2,13%;2,40%;1,20%;1,24%;1,03%;1,49%;0,92%
Div;0.31;1.16;1.43;1.12;0.84;0.68;0.49;0.44;0.4
P/L;16.06;18.76;16.27;12.46;41.31;11.69;14.21;12.07;25.68
PEG Ratio;-33,37;-;-;-;-;-;-;-;-
P/VP;-170,31;-55,27;-117,27;-21,91;-94,62;73,38;-56,53;-79,84;-258,25
EV/EBITDA;55,58;12,58;11,45;9,14;16,98;11,19;12,35;9,10;13,56
EV/EBIT;55,58;14,08;12,72;10,16;19,64;12,38;14,31;10,62;15,63
P/EBITDA;47,11;10,94;9,90;7,27;15,16;10,15;10,68;7,15;11,91
P/EBIT;47,11;12,24;10,99;8,08;17,53;11,22;12,38;8,34;13,73
VPA;-0,38;-1,31;-0,57;-2,13;-0,74;0,75;-0,85;-0,37;-0,17
P/Ativo;2,50;3,07;2,76;2,03;3,04;2,48;2,64;1,64;2,47
LPA;3.98;3.87;4.12;3.75;1.7;4.7;3.38;2.42;1.71
P/SR;1,75;1,97;1,85;1,21;2,02;1,99;1,98;1,33;2,28
P/Cap. Giro;9,61;13,18;12,73;9,95;11,42;9,20;11,42;8,19;8,58
P/Ativo Circ. Liq.;-5,65;-6,75;-5,89;-4,69;-7,87;-6,25;-5,74;-3,37;-6,03
Dív. líquida/PL;-;-;-;-;-;7,53;-;-;-
Dív. líquida/EBITDA;8,47;1,64;1,55;1,87;1,82;1,04;1,67;1,96;1,65
Dív. líquida/EBIT;8,47;1,84;1,72;2,07;2,10;1,15;1,93;2,28;1,90
PL/Ativos;-0,01;-0,06;-0,02;-0,09;-0,03;0,03;-0,05;-0,02;-0,01
Passivos/Ativos;1,01;1,06;1,02;1,09;1,03;0,97;1,05;1,02;1,01
Liq. corrente;1,88;1,75;1,68;1,56;1,76;1,80;1,75;1,64;1,96
M. Bruta;35,65%;36,17%;35,60%;31,26%;34,19%;35,99%;35,35%;34,97%;36,91%
M. EBITDA;3,71%;18,01%;18,74%;16,66%;13,34%;19,62%;18,55%;18,64%;19,11%
M. EBIT;3,71%;16,10%;16,87%;14,99%;11,53%;17,74%;16,00%;15,98%;16,58%
M. Líquida;10,89%;10,50%;11,40%;9,72%;4,90%;17,03%;13,94%;11,03%;8,86%
ROE;-1.060,26%;-294,62%;-720,63%;-175,83%;-229,05%;627,69%;-397,87%;-661,26%;-1.005,66%
ROA;15,57%;16,39%;16,93%;16,27%;7,35%;21,19%;18,60%;13,61%;9,63%
ROIC;-0,35%;36,46%;37,77%;37,93%;27,19%;33,65%;33,22%;29,36%;24,80%
Giro ativos;1,43;1,56;1,49;1,67;1,50;1,24;1,33;1,23;1,09
CAGR Receitas 5 anos;3,14%;3,67%;7,61%;2,61%;0,13%;-0,87%;-0,32%;-4,31%;0,53%
CAGR Lucros 5 anos;-2,54%;4,35%;9,63%;-3,62%;28,45%;2,19%;21,08%;-%;-%
