;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;1,29%;1,16%;1,02%;0,90%;1,00%;1,12%;1,31%;1,10%
Div;;2.7;2.52;2.33;2.13;1.99;1.92;1.65;1.45
P/L;27.99;31.46;27.58;29.42;40.07;39.92;30.74;23.59;29.9
PEG Ratio;-0,42;-;-;-;-;-;-;-;-
P/VP;3,34;4,19;4,64;5,68;6,42;5,94;5,78;4,86;5,34
EV/EBITDA;39,53;20,04;17,87;20,12;25,28;25,15;20,29;15,44;18,04
EV/EBIT;87,49;25,19;21,22;23,17;29,54;29,31;23,04;17,57;21,12
P/EBITDA;36,01;18,48;17,05;18,98;24,82;25,12;19,96;14,86;17,21
P/EBIT;79,70;23,23;20,25;21,85;29,01;29,28;22,66;16,90;20,16
VPA;53,59;50,00;46,76;40,19;36,79;33,55;29,76;26,00;24,69
P/Ativo;1,92;2,36;2,80;3,13;3,66;3,42;3,43;2,79;2,97
LPA;6.39;6.65;7.87;7.76;5.9;4.99;5.59;5.35;4.41
P/SR;3,91;4,86;5,02;5,43;6,51;6,41;5,24;3,90;4,41
P/Cap. Giro;12,27;16,50;17,38;20,18;15,03;11,99;14,48;13,31;15,68
P/Ativo Circ. Liq.;-2,52;-3,08;-3,72;-4,20;-5,56;-5,47;-5,13;-4,07;-4,21
Dív. líquida/PL;0,33;0,35;0,22;0,34;0,12;0,01;0,10;0,19;0,26
Dív. líquida/EBITDA;3,52;1,56;0,82;1,14;0,46;0,03;0,33;0,59;0,82
Dív. líquida/EBIT;7,79;1,96;0,97;1,31;0,54;0,04;0,38;0,67;0,97
PL/Ativos;0,58;0,56;0,60;0,55;0,57;0,58;0,59;0,57;0,55
Passivos/Ativos;0,42;0,44;0,40;0,45;0,43;0,42;0,41;0,43;0,45
Liq. corrente;2,93;2,53;2,89;2,57;3,50;4,15;3,52;3,00;2,78
M. Bruta;44,39%;44,21%;44,19%;44,84%;44,29%;43,69%;45,10%;45,01%;44,89%
M. EBITDA;10,86%;26,29%;29,45%;28,59%;26,24%;25,53%;26,28%;26,25%;25,61%
M. EBIT;4,91%;20,92%;24,80%;24,83%;22,45%;21,90%;23,14%;23,07%;21,87%
M. Líquida;13,97%;15,45%;18,21%;18,44%;16,25%;16,06%;17,06%;16,53%;14,74%
ROE;11,92%;13,31%;16,83%;19,31%;16,03%;14,87%;18,80%;20,58%;17,88%
ROA;6,86%;7,49%;10,16%;10,65%;9,14%;8,56%;11,16%;11,82%;9,92%
ROIC;0,49%;9,54%;13,30%;13,92%;12,28%;11,79%;15,10%;15,99%;13,92%
Giro ativos;0,49;0,48;0,56;0,58;0,56;0,53;0,65;0,71;0,67
CAGR Receitas 5 anos;5,55%;5,68%;6,82%;5,52%;3,08%;3,04%;4,18%;3,20%;2,82%
CAGR Lucros 5 anos;3,48%;7,74%;11,72%;10,64%;5,96%;8,78%;9,98%;55,05%;6,94%
