;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,24%;0,87%;0,95%;0,77%;0,60%;0,70%;0,76%;1,03%;0,91%
Div;0.32;1.16;1.04;0.92;0.83;0.76;0.68;0.6;0.6
P/L;54.73;20.31;20.58;23.62;37.7;28.8;14.12;50.91;27.06
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;4,35;3,60;2,09;2,51;3,01;2,42;2,09;1,42;1,80
EV/EBITDA;19,93;14,45;17,70;22,51;-;16,63;23,91;20,13;24,61
EV/EBIT;24,43;17,65;22,94;30,25;28,79;27,30;28,26;24,12;29,05
P/EBITDA;18,74;14,16;15,35;19,59;-;16,10;23,29;17,03;26,39
P/EBIT;22,97;17,30;19,89;26,33;26,13;26,42;27,53;20,41;31,15
VPA;30,66;37,01;52,12;47,84;46,26;45,05;42,89;41,13;36,74
P/Ativo;1,41;1,39;0,94;1,04;1,23;1,15;1,04;0,66;1,08
LPA;2.44;6.56;5.3;5.08;3.69;3.78;6.36;1.15;2.44
P/SR;1,32;1,42;1,26;1,55;1,28;1,04;0,94;0,79;1,26
P/Cap. Giro;15,70;20,06;10,81;10,34;16,62;8,86;11,53;5,90;7,43
P/Ativo Circ. Liq.;-2,30;-2,38;-1,38;-1,53;-1,74;-1,81;-1,63;-1,03;-1,81
Dív. líquida/PL;0,27;0,07;0,32;0,37;0,31;0,08;0,06;0,26;-0,12
Dív. líquida/EBITDA;1,18;0,29;2,36;2,92;-;0,53;0,62;3,10;-1,78
Dív. líquida/EBIT;1,45;0,35;3,05;3,92;2,65;0,87;0,73;3,71;-2,10
PL/Ativos;0,32;0,39;0,45;0,41;0,41;0,47;0,50;0,46;0,60
Passivos/Ativos;0,59;0,54;0,51;0,54;0,59;0,53;0,50;0,54;0,40
Liq. corrente;1,30;1,20;1,37;1,45;1,34;1,54;1,34;1,45;1,56
M. Bruta;24,81%;24,63%;24,98%;26,37%;21,60%;19,07%;19,45%;20,40%;19,91%
M. EBITDA;7,02%;10,05%;8,23%;7,93%;-%;6,49%;4,03%;4,62%;4,76%
M. EBIT;5,73%;8,23%;6,35%;5,90%;4,88%;3,95%;3,41%;3,85%;4,03%
M. Líquida;2,41%;7,01%;6,14%;6,58%;3,38%;3,63%;6,66%;1,54%;4,64%
ROE;7,95%;17,72%;10,17%;10,63%;7,98%;8,40%;14,84%;2,79%;6,63%
ROA;2,57%;6,86%;4,55%;4,39%;3,26%;3,98%;7,40%;1,29%;3,98%
ROIC;8,06%;12,03%;6,24%;5,40%;4,69%;6,38%;5,59%;1,03%;3,90%
Giro ativos;1,07;0,98;0,74;0,67;0,96;1,10;1,11;0,84;0,86
CAGR Receitas 5 anos;-2,02%;0,51%;9,10%;5,15%;2,29%;0,07%;-2,19%;-10,29%;1,10%
CAGR Lucros 5 anos;-1,01%;32,43%;17,00%;17,78%;10,18%;20,91%;-17,32%;-4,97%;-8,66%
