;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,29%;1,92%;1,34%;1,01%;0,60%;0,66%;0,31%;-%;-%
Div;4.45;3.91;3.4;2.83;2.33;;0.75;;
P/L;24.16;29.25;54.62;65.61;178.37;;184.61;386.62;185.25
PEG Ratio;-0,24;-;-;-;-;-;-;-;-
P/VP;-4,20;-4,29;-5,30;-5,74;-8,02;-6,50;-7,40;-5,43;-7,39
EV/EBITDA;57,88;22,88;22,94;25,98;39,54;37,69;28,77;25,03;25,63
EV/EBIT;121,59;28,43;40,10;46,40;83,14;112,28;64,35;65,29;64,06
P/EBITDA;36,37;14,70;15,92;18,31;30,89;28,06;20,91;16,34;17,32
P/EBIT;76,40;18,27;27,84;32,70;64,95;83,60;46,78;42,61;43,29
VPA;-46,30;-47,51;-47,86;-48,86;-48,49;-43,42;-32,57;-29,80;-22,11
P/Ativo;1,84;1,92;2,69;2,86;4,32;3,42;2,78;2,54;2,62
LPA;8.04;6.97;4.64;4.27;2.18;0.22;1.31;0.42;0.88
P/SR;7,42;8,18;10,11;11,50;18,36;15,05;13,47;9,83;11,11
P/Cap. Giro;-25,93;121,25;-31,18;-141,44;-22.485,98;-221,06;-38,00;-22,04;-991,21
P/Ativo Circ. Liq.;-1,98;-2,32;-2,83;-3,00;-4,61;-3,61;-2,88;-2,68;-2,72
Dív. líquida/PL;-;-;-;-;-;-;-;-;-
Dív. líquida/EBITDA;21,51;8,18;7,02;7,67;8,65;9,63;7,86;8,69;8,31
Dív. líquida/EBIT;45,19;10,16;12,26;13,70;18,19;28,68;17,58;22,68;20,76
PL/Ativos;-0,44;-0,45;-0,51;-0,50;-0,54;-0,53;-0,38;-0,47;-0,36
Passivos/Ativos;1,43;1,44;1,50;1,50;1,54;1,53;1,37;1,47;1,36
Liq. corrente;0,50;1,10;0,36;0,69;1,00;0,77;0,32;0,31;0,93
M. Bruta;76,06%;78,29%;77,41%;74,61%;76,37%;77,12%;75,53%;74,87%;74,17%
M. EBITDA;20,41%;55,64%;63,48%;62,77%;59,44%;53,62%;64,41%;60,19%;64,16%
M. EBIT;9,71%;44,79%;36,32%;35,15%;28,26%;18,00%;28,80%;23,08%;25,67%
M. Líquida;30,72%;27,97%;18,51%;17,52%;10,29%;1,16%;7,30%;2,54%;6,00%
ROE;-17,37%;-14,67%;-9,70%;-8,75%;-4,50%;-0,50%;-4,01%;-1,41%;-3,99%
ROA;7,61%;6,56%;4,93%;4,36%;2,42%;0,26%;1,51%;0,66%;1,42%
ROIC;2,16%;13,87%;13,05%;11,32%;9,08%;5,31%;8,11%;6,50%;6,41%
Giro ativos;0,25;0,23;0,27;0,25;0,24;0,23;0,21;0,26;0,24
CAGR Receitas 5 anos;5,87%;7,76%;8,80%;7,17%;4,92%;5,70%;7,41%;12,61%;18,53%
CAGR Lucros 5 anos;38,52%;60,27%;34,80%;25,53%;-%;-%;-%;-%;-%
