;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,53%;1,71%;1,51%;4,00%;1,36%;1,31%;1,14%;1,34%;1,37%
Div;1.04;3.88;3.68;10.17;3.35;3.21;3.1;3.02;2.94
P/L;33.27;38.21;49.47;42.74;35.04;92.94;68.12;381.84;55.37
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;2,20;2,52;2,73;2,86;2,96;3,00;3,50;2,89;4,40
EV/EBITDA;14,96;17,21;19,27;19,75;17,13;23,53;22,72;22,47;23,56
EV/EBIT;29,73;32,75;40,13;39,93;31,48;57,03;51,80;51,92;40,40
P/EBITDA;11,27;13,52;16,00;16,37;14,07;19,44;18,37;17,41;21,85
P/EBIT;22,39;25,72;33,32;33,10;25,87;47,12;41,88;40,23;37,47
VPA;88,96;90,17;89,29;89,05;83,14;81,71;77,79;77,91;48,60
P/Ativo;1,01;1,14;1,33;1,36;1,30;1,32;1,42;1,13;1,51
LPA;5.88;5.94;4.93;5.95;7.03;2.64;3.99;0.59;3.87
P/SR;2,56;3,23;3,64;3,83;3,46;4,16;4,26;3,80;4,72
P/Cap. Giro;59,27;43,08;34,62;218,78;31,71;22,75;73,05;311,35;3,73
P/Ativo Circ. Liq.;-1,21;-1,39;-1,60;-1,61;-1,56;-1,58;-1,63;-1,31;-2,99
Dív. líquida/PL;0,72;0,69;0,56;0,59;0,64;0,63;0,83;0,84;0,34
Dív. líquida/EBITDA;3,70;3,70;3,27;3,38;3,05;4,09;4,35;5,06;1,71
Dív. líquida/EBIT;7,35;7,03;6,81;6,83;5,61;9,91;9,92;11,69;2,93
PL/Ativos;0,46;0,45;0,49;0,48;0,44;0,44;0,41;0,39;0,34
Passivos/Ativos;0,54;0,55;0,51;0,52;0,56;0,56;0,59;0,61;0,66
Liq. corrente;1,11;1,17;1,31;1,04;1,33;1,54;1,18;1,03;5,58
M. Bruta;45,44%;45,22%;42,17%;44,92%;46,56%;44,27%;47,94%;45,48%;49,33%
M. EBITDA;22,69%;23,88%;22,72%;23,37%;24,61%;21,42%;23,21%;21,82%;21,58%
M. EBIT;11,42%;12,55%;10,91%;11,56%;13,39%;8,84%;10,18%;9,44%;12,59%
M. Líquida;7,68%;8,45%;7,35%;8,95%;9,89%;4,48%;6,26%;0,99%;8,52%
ROE;6,61%;6,59%;5,52%;6,68%;8,46%;3,23%;5,13%;0,76%;7,95%
ROA;3,03%;2,98%;2,70%;3,19%;3,72%;1,42%;2,09%;0,29%;2,73%
ROIC;5,14%;4,85%;4,76%;4,92%;6,20%;3,36%;4,35%;1,62%;4,42%
Giro ativos;0,39;0,35;0,37;0,36;0,38;0,32;0,33;0,30;0,32
CAGR Receitas 5 anos;3,14%;3,92%;9,31%;10,16%;10,73%;15,41%;14,69%;9,43%;10,48%
CAGR Lucros 5 anos;9,52%;56,32%;11,55%;16,47%;4,69%;-1,80%;-34,24%;-2,52%;-5,14%
