;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,75%;3,24%;2,39%;1,67%;1,76%;2,07%;2,03%;2,57%;2,24%
Div;1.38;5.49;4.46;3.87;3.41;3.15;2.98;2.75;2.54
P/L;27.35;15.43;20.47;28.86;26.99;24.8;26.71;19.1;30.54
PEG Ratio;-5,85;-;-;-;-;-;-;-;-
P/VP;8,15;7,27;9,30;14,38;14,46;14,19;17,66;16,08;26,13
EV/EBITDA;32,92;12,49;15,50;21,28;19,90;-;18,98;14,29;17,99
EV/EBIT;54,27;14,64;18,30;25,21;23,16;21,39;22,61;17,02;21,88
P/EBITDA;29,56;11,07;13,89;19,50;17,80;-;16,91;12,19;16,26
P/EBIT;48,73;12,98;16,40;23,10;20,72;19,28;20,14;14,52;19,78
VPA;22,51;23,30;20,05;16,10;13,38;10,73;8,32;6,67;4,34
P/Ativo;2,74;2,65;3,20;4,34;3,83;3,47;3,77;2,92;4,31
LPA;6.71;10.98;9.11;8.02;7.17;6.14;5.5;5.61;3.72
P/SR;3,24;3,06;3,41;4,56;4,44;3,89;3,85;2,89;3,18
P/Cap. Giro;31,78;-201,56;-395,92;-74,54;-161,37;29,19;283,52;-125,36;-320,45
P/Ativo Circ. Liq.;-4,05;-3,73;-4,24;-5,70;-4,88;-5,15;-5,10;-4,12;-6,73
Dív. líquida/PL;0,93;0,93;1,08;1,31;1,70;1,55;2,17;2,77;2,78
Dív. líquida/EBITDA;3,36;1,41;1,61;1,78;2,10;-;2,08;2,10;1,73
Dív. líquida/EBIT;5,54;1,66;1,90;2,11;2,44;2,10;2,47;2,50;2,10
PL/Ativos;0,34;0,36;0,34;0,30;0,26;0,24;0,21;0,18;0,16
Passivos/Ativos;0,66;0,64;0,66;0,70;0,74;0,76;0,79;0,82;0,84
Liq. corrente;1,36;0,96;0,97;0,80;0,90;1,57;1,05;0,93;0,96
M. Bruta;37,74%;47,32%;44,76%;43,18%;45,13%;45,42%;45,36%;45,89%;45,98%
M. EBITDA;10,95%;27,63%;24,57%;23,36%;24,96%;-%;22,74%;23,67%;19,57%
M. EBIT;6,64%;23,56%;20,81%;19,72%;21,45%;20,18%;19,09%;19,88%;16,09%
M. Líquida;11,84%;19,83%;16,68%;15,79%;16,47%;15,69%;14,40%;15,11%;10,42%
ROE;29,79%;47,11%;45,42%;49,85%;53,59%;57,23%;66,10%;84,19%;85,54%
ROA;10,01%;17,16%;15,64%;15,02%;14,19%;14,00%;14,12%;15,29%;14,10%
ROIC;5,58%;24,31%;22,59%;22,03%;20,68%;20,84%;21,49%;22,37%;22,29%
Giro ativos;0,85;0,87;0,94;0,95;0,86;0,89;0,98;1,01;1,35
CAGR Receitas 5 anos;7,00%;7,46%;6,75%;3,81%;1,99%;1,48%;1,74%;2,49%;4,12%
CAGR Lucros 5 anos;14,08%;9,59%;16,00%;15,46%;20,04%;6,30%;7,49%;3,45%;2,74%
