;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;3,47%;3,68%;3,30%;3,05%;3,37%;4,52%;4,05%;4,75%;2,65%
Div;3.08;2.85;2.6;2.56;2.44;2.24;2.23;2.1;1.87
P/L;12.39;11.15;29.85;4.3;11.07;9.76;10.95;8.08;8.82
PEG Ratio;-0,10;-;-;-;-;-;-;-;-
P/VP;1,67;1,58;1,70;2,05;1,18;0,82;1,04;1,10;1,59
EV/EBITDA;32,75;11,12;25,78;5,98;7,86;6,46;7,28;5,68;7,89
EV/EBIT;32,75;18,87;50,86;6,71;10,10;8,99;9,85;7,21;9,40
P/EBITDA;17,53;5,46;12,76;3,04;7,07;5,78;6,66;5,52;7,60
P/EBIT;17,53;9,27;25,18;3,41;9,08;8,05;9,02;7,01;9,05
VPA;53,10;49,01;46,17;40,97;61,40;60,27;52,64;40,24;44,50
P/Ativo;0,06;0,06;0,06;0,07;0,06;0,05;0,06;0,05;0,08
LPA;7.16;6.94;2.64;19.54;6.54;5.08;5.02;5.46;8.0
P/SR;1,23;1,09;1,36;1,17;1,33;0,92;0,94;0,88;1,45
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,06;-0,06;-0,06;-0,07;-0,06;-0,05;-0,06;-0,05;-0,08
Dív. líquida/PL;1,45;1,64;1,74;1,98;0,13;0,10;0,10;0,03;0,06
Dív. líquida/EBITDA;15,22;5,66;13,02;2,94;0,79;0,68;0,61;0,16;0,29
Dív. líquida/EBIT;15,22;9,61;25,68;3,30;1,01;0,94;0,83;0,21;0,35
PL/Ativos;0,03;0,04;0,04;0,03;0,05;0,06;0,05;0,05;0,05
Passivos/Ativos;0,96;0,96;0,96;0,96;0,95;0,94;0,95;0,95;0,95
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;16,49%;49,95%;43,01%;62,18%;50,24%;43,82%;38,94%;42,46%;44,49%
M. EBITDA;7,04%;19,89%;10,66%;38,35%;18,77%;16,00%;14,13%;15,92%;19,03%
M. EBIT;7,04%;11,72%;5,41%;34,14%;14,61%;11,49%;10,44%;12,53%;15,98%
M. Líquida;9,96%;9,74%;4,56%;27,13%;11,99%;9,47%;8,59%;10,86%;16,39%
ROE;13,49%;14,17%;5,71%;47,68%;10,65%;8,43%;9,54%;13,58%;17,98%
ROA;0,47%;0,50%;0,20%;1,64%;0,56%;0,47%;0,50%;0,64%;0,91%
ROIC;2,53%;4,78%;1,94%;13,88%;8,57%;6,80%;7,79%;10,54%;13,53%
Giro ativos;0,05;0,05;0,04;0,06;0,05;0,05;0,06;0,06;0,06
CAGR Receitas 5 anos;-0,12%;-0,82%;4,47%;2,85%;4,26%;9,14%;8,91%;8,87%;7,41%
CAGR Lucros 5 anos;2,42%;-16,62%;15,54%;5,38%;2,91%;5,02%;11,94%;24,46%;16,81%
