;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,05%;0,24%;0,41%;0,25%;0,13%;13,21%;0,39%;1,41%;0,88%
Div;0.1;0.26;0.22;0.1;0.04;3.76;0.12;0.24;0.24
P/L;57.38;38.39;29.0;34.63;52.03;47.41;28.53;12.77;-178.41
PEG Ratio;1,66;-;-;-;-;-;-;-;-
P/VP;16,16;9,74;5,50;4,51;3,83;3,46;2,91;1,47;2,69
EV/EBITDA;119,75;25,57;17,26;17,83;19,85;17,80;12,22;6,73;11,80
EV/EBIT;198,19;30,09;21,19;23,49;29,05;28,70;19,39;9,83;18,53
P/EBITDA;116,21;24,07;15,14;14,77;15,74;13,90;9,25;4,50;8,70
P/EBIT;192,33;28,33;18,60;19,45;23,02;22,42;14,69;6,58;13,67
VPA;12,78;11,23;9,85;8,74;8,32;8,25;10,64;11,53;10,20
P/Ativo;7,43;4,22;2,13;1,58;1,31;1,08;0,76;0,44;0,71
LPA;3.6;2.85;1.87;1.14;0.61;0.6;1.09;1.33;-0.15
P/SR;10,42;5,97;3,34;2,87;2,70;2,35;0,94;0,59;1,02
P/Cap. Giro;37,78;24,46;14,48;9,78;9,04;6,15;7,81;2,68;3,71
P/Ativo Circ. Liq.;-11,30;-6,20;-3,12;-2,28;-1,79;-1,59;-1,14;-0,68;-1,07
Dív. líquida/PL;0,49;0,60;0,77;0,94;1,00;0,97;0,93;0,73;0,96
Dív. líquida/EBITDA;3,54;1,49;2,11;3,06;4,12;3,89;2,96;2,22;3,09
Dív. líquida/EBIT;5,86;1,76;2,60;4,04;6,02;6,28;4,70;3,25;4,86
PL/Ativos;0,46;0,43;0,39;0,35;0,34;0,31;0,26;0,30;0,26
Passivos/Ativos;0,54;0,57;0,61;0,65;0,66;0,69;0,74;0,70;0,74
Liq. corrente;2,35;2,17;1,86;2,12;2,18;2,21;1,42;1,87;2,26
M. Bruta;7,55%;31,10%;28,12%;27,55%;27,67%;26,26%;20,89%;18,67%;21,13%
M. EBITDA;8,97%;24,79%;22,06%;19,42%;17,16%;16,92%;10,21%;13,00%;11,71%
M. EBIT;5,42%;21,06%;17,97%;14,74%;11,73%;10,50%;6,43%;8,89%;7,45%
M. Líquida;18,16%;15,55%;11,52%;8,28%;5,19%;4,96%;3,31%;4,58%;-0,57%
ROE;28,15%;25,36%;18,95%;13,02%;7,35%;7,30%;10,20%;11,52%;-1,51%
ROA;12,96%;10,98%;7,34%;4,57%;2,52%;2,28%;2,67%;3,43%;-0,40%
ROIC;0,96%;16,99%;12,70%;8,99%;6,68%;5,92%;7,66%;8,57%;3,59%
Giro ativos;0,71;0,71;0,64;0,55;0,49;0,46;0,81;0,75;0,69
CAGR Receitas 5 anos;-12,14%;-13,88%;-15,26%;-16,70%;-15,78%;2,50%;-9,46%;-11,37%;-13,06%
CAGR Lucros 5 anos;19,70%;3,57%;-%;-%;-%;13,73%;-%;-%;-%
