;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,60%;1,78%;5,19%;2,77%;1,43%;0,99%;1,01%;1,25%;1,23%
Div;0.4;1.44;3.12;1.88;1.55;1.37;1.39;1.28;1.16
P/L;228.4;29.58;-5.26;-2.4;159.41;555.55;286.86;39.7;24.91
PEG Ratio;-2,63;-;-;-;-;-;-;-;-
P/VP;2,51;2,73;1,84;1,47;1,40;1,78;1,73;3,29;2,93
EV/EBITDA;18,67;15,81;17,25;11,80;17,84;25,46;33,26;15,00;14,88
EV/EBIT;72,77;32,67;39,49;48,71;89,66;183,09;135,60;30,21;30,31
P/EBITDA;13,60;12,60;11,12;7,84;13,16;20,18;26,14;11,76;11,55
P/EBIT;53,00;26,02;25,47;32,36;66,14;145,09;106,59;23,68;23,53
VPA;26,76;29,56;32,68;46,05;77,75;79,45;80,44;31,19;32,08
P/Ativo;1,05;1,27;0,64;0,63;0,80;1,05;1,02;1,41;1,28
LPA;0.29;2.73;-11.42;-28.29;0.68;0.25;0.48;2.58;3.78
P/SR;3,32;4,24;3,56;4,13;4,79;6,99;8,27;3,99;3,62
P/Cap. Giro;-9,92;-47,23;-7,66;-11,77;-17,69;-35,64;-50,58;55,24;-97,26
P/Ativo Circ. Liq.;-1,19;-1,50;-0,85;-0,79;-0,92;-1,19;-1,14;-1,68;-1,51
Dív. líquida/PL;0,93;0,70;1,01;0,74;0,50;0,47;0,47;0,91;0,84
Dív. líquida/EBITDA;5,07;3,22;6,12;3,96;4,68;5,29;7,12;3,24;3,33
Dív. líquida/EBIT;19,77;6,65;14,02;16,34;23,52;38,00;29,01;6,53;6,78
PL/Ativos;0,42;0,46;0,35;0,43;0,57;0,59;0,59;0,43;0,44
Passivos/Ativos;0,58;0,54;0,65;0,57;0,43;0,41;0,41;0,57;0,56
Liq. corrente;0,53;0,85;0,75;0,79;0,74;0,80;0,84;1,19;0,92
M. Bruta;36,65%;37,56%;37,19%;36,04%;37,44%;33,49%;36,03%;33,88%;33,16%
M. EBITDA;24,40%;33,62%;32,02%;52,64%;36,39%;34,66%;31,65%;33,90%;31,38%
M. EBIT;6,26%;16,27%;13,99%;12,75%;7,24%;4,82%;7,76%;16,83%;15,40%
M. Líquida;1,45%;14,32%;-67,69%;-172,03%;3,00%;1,26%;2,88%;10,04%;14,55%
ROE;1,10%;9,24%;-34,93%;-61,43%;0,88%;0,32%;0,60%;8,28%;11,77%
ROA;0,46%;4,29%;-12,11%;-26,42%;0,50%;0,19%;0,36%;3,56%;5,14%
ROIC;1,21%;4,68%;3,14%;1,91%;0,87%;0,69%;0,95%;6,00%;4,96%
Giro ativos;0,32;0,30;0,18;0,15;0,17;0,15;0,12;0,35;0,35
CAGR Receitas 5 anos;-0,40%;3,14%;2,32%;9,46%;13,73%;10,01%;6,79%;8,38%;9,44%
CAGR Lucros 5 anos;37,22%;-%;-%;-5,28%;-24,21%;-15,19%;11,40%;22,28%;3,10%
