;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,42%;0,92%;1,45%;0,53%;1,52%;1,50%;1,78%;2,23%;2,07%
Div;0.47;0.83;0.76;0.75;;2.16;2.11;2.07;2.05
P/L;45.81;46.79;36.34;83.9;;27.41;50.55;27.44;21.44
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;9,78;8,66;5,53;13,78;4,59;5,46;4,65;3,48;3,76
EV/EBITDA;22,07;20,97;15,30;37,49;-;13,44;15,83;11,09;10,07
EV/EBIT;31,93;31,10;24,05;56,80;19.010,67;19,94;28,07;17,78;14,50
P/EBITDA;21,19;19,95;14,11;36,59;-;12,10;13,77;9,67;8,88
P/EBIT;30,66;29,59;22,17;55,44;17.799,91;17,95;24,42;15,51;12,79
VPA;11,42;10,44;9,50;10,29;31,56;26,39;25,55;26,80;26,26
P/Ativo;3,41;2,88;1,75;4,68;1,59;1,72;1,54;1,32;1,47
LPA;2.44;1.93;1.45;1.69;0.0;5.26;2.35;3.39;4.61
P/SR;1,31;1,12;0,69;2,00;717,79;0,78;0,66;0,54;0,60
P/Cap. Giro;-51,99;-46,71;-25,66;-181,83;-155,68;-25,52;-21,64;-14,35;-31,66
P/Ativo Circ. Liq.;-4,91;-4,14;-2,53;-7,00;-2,47;-2,33;-2,14;-1,87;-2,07
Dív. líquida/PL;0,40;0,44;0,47;0,34;0,31;0,60;0,69;0,51;0,50
Dív. líquida/EBITDA;0,87;1,02;1,20;0,90;-;1,34;2,05;1,42;1,19
Dív. líquida/EBIT;1,27;1,51;1,88;1,36;1.210,75;1,98;3,64;2,28;1,71
PL/Ativos;0,35;0,33;0,32;0,34;0,35;0,32;0,33;0,38;0,39
Passivos/Ativos;0,65;0,67;0,68;0,66;0,65;0,68;0,67;0,62;0,61
Liq. corrente;0,82;0,83;0,82;0,93;0,97;0,79;0,80;0,76;0,86
M. Bruta;24,85%;24,38%;24,14%;25,10%;24,83%;24,69%;25,10%;25,37%;25,65%
M. EBITDA;6,17%;5,61%;4,92%;5,47%;-%;6,43%;4,76%;5,59%;6,78%
M. EBIT;4,26%;3,78%;3,13%;3,61%;4,03%;4,34%;2,68%;3,49%;4,71%
M. Líquida;2,85%;2,39%;1,91%;2,39%;2,42%;2,84%;1,30%;1,97%;2,81%
ROE;21,36%;18,50%;15,23%;16,42%;0,02%;19,93%;9,20%;12,66%;17,54%
ROA;7,45%;6,15%;4,80%;5,58%;0,01%;6,29%;3,04%;4,82%;6,86%
ROIC;16,73%;14,50%;11,06%;12,64%;0,01%;13,78%;7,30%;10,34%;13,46%
Giro ativos;2,61;2,57;2,51;2,34;0,00;2,22;2,35;2,45;2,44
CAGR Receitas 5 anos;4,73%;4,09%;3,34%;-74,13%;1,53%;1,55%;1,32%;1,70%;2,71%
CAGR Lucros 5 anos;18,39%;3,44%;0,04%;-75,30%;-1,88%;-16,08%;-10,32%;-2,77%;-2,16%
