;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,87%;2,00%;1,28%;1,07%;0,68%;0,71%;0,89%;1,11%;1,18%
Div;1.2;1.51;1.39;1.25;1.13;1.01;0.9;0.82;0.74
P/L;29.39;19.64;32.45;30.01;46.02;87.47;39.25;60.91;24.07
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;7,16;7,76;11,75;11,87;20,64;27,57;17,49;12,00;8,23
EV/EBITDA;20,05;14,57;23,57;23,74;34,79;55,65;28,43;22,81;17,79
EV/EBIT;24,05;16,31;26,25;26,74;38,96;77,23;32,69;26,89;20,40
P/EBITDA;20,30;14,93;23,83;24,22;35,34;55,44;28,65;23,09;18,22
P/EBIT;24,36;16,71;26,53;27,28;39,57;76,93;32,94;27,22;20,89
VPA;8,94;9,76;9,24;9,86;8,07;5,13;5,79;6,18;7,60
P/Ativo;2,59;2,94;4,38;4,50;6,98;7,09;6,67;5,22;4,39
LPA;2.18;3.85;3.35;3.9;3.62;1.62;2.58;1.22;2.6
P/SR;2,04;2,18;3,21;3,88;5,92;5,94;4,04;3,23;2,97
P/Cap. Giro;7,39;7,57;10,32;10,38;15,86;18,10;18,26;12,95;9,64
P/Ativo Circ. Liq.;-7,16;-8,79;-13,34;-14,98;-23,02;-20,59;-21,99;-15,91;-14,18
Dív. líquida/PL;-0,09;-0,19;-0,12;-0,23;-0,32;0,11;-0,13;-0,15;-0,19
Dív. líquida/EBITDA;-0,25;-0,36;-0,25;-0,48;-0,54;0,22;-0,21;-0,28;-0,42
Dív. líquida/EBIT;-0,31;-0,40;-0,28;-0,54;-0,61;0,30;-0,25;-0,33;-0,49
PL/Ativos;0,36;0,38;0,37;0,38;0,34;0,26;0,38;0,44;0,53
Passivos/Ativos;0,64;0,62;0,63;0,62;0,66;0,74;0,62;0,56;0,47
Liq. corrente;2,21;2,40;2,72;2,63;2,72;2,48;2,10;2,51;2,93
M. Bruta;42,73%;44,56%;43,52%;45,98%;44,82%;43,42%;44,67%;43,84%;44,58%
M. EBITDA;10,06%;14,59%;13,48%;16,04%;16,75%;10,71%;14,11%;14,01%;16,31%
M. EBIT;8,39%;13,04%;12,11%;14,24%;14,96%;7,72%;12,27%;11,88%;14,22%
M. Líquida;6,95%;11,10%;9,90%;12,94%;12,86%;6,79%;10,30%;5,31%;12,34%
ROE;24,36%;39,50%;36,20%;39,57%;44,86%;31,52%;44,57%;19,70%;34,17%
ROA;8,80%;14,96%;13,51%;14,99%;15,17%;8,10%;16,99%;8,58%;18,23%
ROIC;15,20%;24,42%;22,10%;24,47%;25,82%;14,33%;32,18%;14,19%;26,16%
Giro ativos;1,27;1,35;1,36;1,16;1,18;1,19;1,65;1,62;1,48
CAGR Receitas 5 anos;5,60%;7,07%;6,34%;6,59%;4,10%;7,07%;7,53%;8,04%;9,98%
CAGR Lucros 5 anos;7,19%;21,27%;7,35%;8,78%;-4,95%;8,39%;-4,80%;13,91%;12,01%
