;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;2,12%;2,01%;2,00%;2,24%;2,90%;2,26%;2,31%;1,61%
Div;;5.58;5.22;4.96;4.67;4.31;3.99;3.63;3.27
P/L;21.65;18.83;21.43;20.08;17.77;13.45;14.61;13.92;20.86
PEG Ratio;0,36;-;-;-;-;-;-;-;-
P/VP;3,73;3,23;3,34;3,67;3,28;2,72;3,64;3,97;5,31
EV/EBITDA;42,43;14,43;16,17;15,72;14,23;11,43;10,93;11,06;13,20
EV/EBIT;70,71;17,25;19,68;19,16;17,50;14,12;12,91;12,98;14,58
P/EBITDA;40,02;13,13;14,66;13,84;12,15;9,23;9,43;9,03;12,99
P/EBIT;66,69;15,69;17,83;16,87;14,94;11,40;11,14;10,60;14,34
VPA;90,46;81,61;77,85;67,66;63,54;54,70;48,43;39,62;38,30
P/Ativo;1,58;1,27;1,30;1,32;1,16;0,83;1,03;1,03;1,73
LPA;15.6;13.99;12.12;12.35;11.73;11.06;12.07;11.29;9.75
P/SR;1,77;1,49;1,68;1,73;1,50;1,12;1,29;1,29;1,96
P/Cap. Giro;12,35;10,86;9,89;11,90;9,63;7,64;14,60;13,50;11,62
P/Ativo Circ. Liq.;-2,87;-2,26;-2,28;-2,23;-1,92;-1,43;-1,75;-1,71;-3,63
Dív. líquida/PL;0,22;0,32;0,34;0,50;0,56;0,65;0,58;0,89;0,09
Dív. líquida/EBITDA;2,41;1,30;1,52;1,88;2,08;2,20;1,50;2,03;0,21
Dív. líquida/EBIT;4,02;1,56;1,84;2,29;2,55;2,72;1,77;2,39;0,24
PL/Ativos;0,42;0,39;0,39;0,36;0,35;0,31;0,28;0,26;0,33
Passivos/Ativos;0,58;0,61;0,61;0,64;0,65;0,69;0,72;0,74;0,67
Liq. corrente;1,40;1,37;1,44;1,37;1,43;1,35;1,21;1,23;1,40
M. Bruta;4,05%;15,43%;15,78%;16,80%;16,66%;16,68%;17,76%;18,39%;20,15%
M. EBITDA;4,43%;11,37%;11,47%;12,49%;12,38%;12,17%;13,72%;14,25%;15,10%
M. EBIT;2,66%;9,51%;9,42%;10,24%;10,07%;9,86%;11,61%;12,14%;13,68%
M. Líquida;8,18%;7,93%;7,84%;8,60%;8,47%;8,35%;8,85%;9,24%;9,40%
ROE;17,25%;17,14%;15,56%;18,26%;18,46%;20,22%;24,92%;28,51%;25,47%
ROA;7,32%;6,77%;6,05%;6,57%;6,50%;6,17%;7,06%;7,37%;8,31%
ROIC;1,57%;12,27%;10,85%;11,66%;11,18%;11,05%;16,76%;15,82%;19,92%
Giro ativos;0,89;0,85;0,77;0,76;0,77;0,74;0,80;0,80;0,88
CAGR Receitas 5 anos;3,93%;3,15%;4,93%;4,71%;3,60%;4,99%;3,19%;-0,01%;-1,33%
CAGR Lucros 5 anos;1,65%;-0,18%;3,09%;4,84%;0,85%;6,58%;7,25%;-%;0,36%
