;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;0,06%;0,02%;0,01%;0,02%;0,02%;0,02%;0,03%
Div;;;0.06;0.07;0.04;0.07;0.06;0.05;0.07
P/L;43.05;46.77;63.71;169.21;7.03;74.86;33.78;89.56;28.55
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;1,96;2,27;2,48;9,10;2,98;4,67;4,34;3,79;3,35
EV/EBITDA;17,75;19,43;23,92;77,28;26,74;33,04;21,18;20,99;19,05
EV/EBIT;27,81;29,89;40,89;127,50;42,91;64,37;32,09;34,91;27,44
P/EBITDA;15,46;17,12;21,16;74,29;25,06;30,20;19,08;18,17;17,29
P/EBIT;24,21;26,34;36,17;122,57;40,22;58,84;28,90;30,22;24,91
VPA;42,04;40,50;38,12;36,34;140,50;77,86;73,95;67,18;64,99
P/Ativo;1,30;1,49;1,61;5,68;2,15;2,65;2,51;2,05;2,19
LPA;1.91;1.97;1.49;1.95;59.6;4.85;9.51;2.84;7.63
P/SR;3,94;4,71;5,22;19,73;7,08;7,34;5,94;4,95;4,98
P/Cap. Giro;16,24;19,76;25,47;257,62;28,23;66,15;298,55;22,60;19,11
P/Ativo Circ. Liq.;-1,57;-1,77;-1,88;-6,56;-2,54;-3,27;-3,08;-2,50;-2,73
Dív. líquida/PL;0,29;0,31;0,32;0,37;0,20;0,44;0,48;0,59;0,34
Dív. líquida/EBITDA;2,29;2,31;2,76;2,99;1,67;2,84;2,10;2,82;1,76
Dív. líquida/EBIT;3,59;3,55;4,72;4,93;2,69;5,53;3,19;4,69;2,54
PL/Ativos;0,66;0,66;0,65;0,62;0,72;0,57;0,58;0,54;0,65
Passivos/Ativos;0,34;0,34;0,35;0,38;0,28;0,43;0,42;0,46;0,35
Liq. corrente;1,89;1,91;1,76;1,20;2,00;1,27;1,05;2,03;2,41
M. Bruta;65,54%;66,64%;65,62%;64,67%;66,92%;63,14%;66,21%;64,45%;63,85%
M. EBITDA;25,51%;27,51%;24,65%;26,56%;28,26%;24,31%;31,14%;27,23%;28,79%
M. EBIT;16,29%;17,88%;14,42%;16,10%;17,61%;12,48%;20,55%;16,37%;19,98%
M. Líquida;9,16%;10,07%;8,19%;11,66%;100,76%;9,81%;17,59%;5,52%;17,43%
ROE;4,55%;4,85%;3,90%;5,38%;42,42%;6,23%;12,86%;4,23%;11,74%
ROA;3,02%;3,19%;2,52%;3,36%;30,65%;3,54%;7,44%;2,29%;7,67%
ROIC;4,42%;4,75%;3,95%;4,46%;-23,02%;4,90%;9,80%;4,18%;9,34%
Giro ativos;0,33;0,32;0,31;0,29;0,30;0,36;0,42;0,41;0,44
CAGR Receitas 5 anos;7,98%;7,24%;9,11%;8,24%;6,23%;9,09%;9,79%;8,16%;8,13%
CAGR Lucros 5 anos;-3,41%;16,03%;0,68%;60,80%;3,22%;11,58%;-13,93%;8,47%;9,32%
