;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,58%;2,41%;2,10%;1,68%;1,25%;1,40%;1,59%;1,96%;1,77%
Div;0.76;3.0;2.77;2.56;2.36;2.15;1.96;1.78;1.62
P/L;22.95;23.09;27.23;33.8;27.16;39.24;35.76;28.91;38.31
PEG Ratio;1,75;-;-;-;-;-;-;-;-
P/VP;2,34;2,35;2,62;3,60;4,70;4,31;3,63;2,80;3,03
EV/EBITDA;31,37;14,44;16,13;19,28;16,96;25,17;22,48;18,84;17,25
EV/EBIT;93,55;20,49;22,98;27,97;22,24;41,62;38,19;31,88;26,56
P/EBITDA;19,50;9,09;10,89;13,26;12,80;18,21;15,69;12,31;11,62
P/EBIT;58,14;12,89;15,52;19,24;16,79;30,11;26,66;20,83;17,89
VPA;55,90;53,01;50,31;42,30;40,18;35,60;33,86;32,47;30,19
P/Ativo;0,73;0,74;0,85;1,00;1,32;1,12;0,98;0,77;0,84
LPA;5.7;5.39;4.85;4.51;6.95;3.91;3.44;3.14;2.39
P/SR;6,50;5,18;6,07;7,31;8,73;7,37;6,15;4,77;4,86
P/Cap. Giro;-11,96;-12,54;-33,73;-17,76;-58,43;-28,53;-29,22;-12,49;-10,17
P/Ativo Circ. Liq.;-0,77;-0,77;-0,89;-1,04;-1,40;-1,22;-1,04;-0,80;-0,87
Dív. líquida/PL;1,43;1,38;1,26;1,64;1,53;1,65;1,57;1,48;1,47
Dív. líquida/EBITDA;11,87;5,35;5,24;6,02;4,15;6,96;6,79;6,53;5,63
Dív. líquida/EBIT;35,41;7,59;7,46;8,73;5,45;11,51;11,53;11,05;8,67
PL/Ativos;0,31;0,31;0,32;0,28;0,28;0,26;0,27;0,28;0,28
Passivos/Ativos;0,69;0,69;0,68;0,72;0,72;0,74;0,73;0,72;0,72
Liq. corrente;0,42;0,39;0,65;0,44;0,73;0,66;0,63;0,37;0,31
M. Bruta;17,37%;60,33%;59,38%;58,10%;54,78%;57,06%;57,23%;57,01%;59,22%
M. EBITDA;33,33%;57,00%;55,74%;55,12%;68,17%;40,46%;39,20%;38,72%;41,82%
M. EBIT;11,18%;40,18%;39,11%;38,00%;51,98%;24,46%;23,07%;22,88%;27,17%
M. Líquida;28,32%;22,44%;22,30%;21,62%;32,14%;18,77%;17,20%;16,48%;12,69%
ROE;10,20%;10,17%;9,64%;10,66%;17,31%;10,99%;10,15%;9,67%;7,91%
ROA;3,20%;3,20%;3,12%;2,95%;4,84%;2,86%;2,74%;2,67%;2,19%
ROIC;0,41%;6,36%;6,24%;6,14%;8,97%;4,01%;3,93%;3,84%;3,19%
Giro ativos;0,11;0,14;0,14;0,14;0,15;0,15;0,16;0,16;0,17
CAGR Receitas 5 anos;5,35%;4,24%;2,47%;3,54%;3,64%;3,70%;3,62%;3,30%;4,37%
CAGR Lucros 5 anos;11,10%;10,73%;13,99%;21,96%;8,29%;7,98%;8,97%;3,54%;8,61%
