;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,04%;0,48%;0,25%;0,31%;6,23%;2,68%;3,89%;1,86%;1,21%
Div;0.09;1.15;0.4;0.4;6.4;2.65;2.82;1.12;0.68
P/L;12.55;16.59;24.12;109.22;18.05;10.19;10.73;13.56;20.57
PEG Ratio;0,17;-;-;-;-;-;-;-;-
P/VP;3,79;5,49;4,60;4,77;3,29;3,40;3,10;3,25;3,53
EV/EBITDA;41,29;12,89;17,48;49,49;12,76;7,33;7,73;10,18;12,15
EV/EBIT;45,98;13,33;18,99;67,92;14,39;7,84;8,36;11,33;14,36
P/EBITDA;39,75;12,35;16,59;47,43;12,00;7,31;7,32;9,50;12,09
P/EBIT;44,27;12,77;18,03;65,09;13,55;7,83;7,91;10,57;14,29
VPA;60,47;43,67;34,64;27,17;31,20;29,11;23,39;18,56;15,96
P/Ativo;1,11;1,33;1,05;1,01;0,84;0,90;0,77;0,76;0,85
LPA;18.28;14.44;6.6;1.19;5.69;9.7;6.75;4.45;2.74
P/SR;1,58;1,86;1,50;1,53;1,26;1,36;1,08;1,10;1,22
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-1,11;-1,33;-1,05;-1,01;-0,84;-0,90;-0,77;-0,76;-0,85
Dív. líquida/PL;0,15;0,24;0,25;0,21;0,21;0,01;0,17;0,23;0,02
Dív. líquida/EBITDA;1,54;0,54;0,89;2,07;0,75;0,01;0,41;0,68;0,06
Dív. líquida/EBIT;1,71;0,56;0,97;2,84;0,85;0,01;0,45;0,76;0,07
PL/Ativos;0,29;0,24;0,23;0,21;0,26;0,27;0,25;0,23;0,24
Passivos/Ativos;0,71;0,76;0,77;0,79;0,74;0,73;0,75;0,76;0,75
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;3,71%;15,21%;8,93%;3,45%;9,87%;17,85%;14,23%;10,91%;9,04%
M. EBITDA;3,97%;15,08%;9,05%;3,22%;10,48%;18,55%;14,81%;11,58%;10,10%
M. EBIT;3,56%;14,58%;8,33%;2,35%;9,28%;17,32%;13,71%;10,41%;8,54%
M. Líquida;12,57%;11,23%;6,22%;1,40%;6,97%;13,31%;10,11%;8,11%;5,93%
ROE;30,22%;33,07%;19,06%;4,37%;18,23%;33,32%;28,84%;23,97%;17,15%
ROA;8,81%;8,00%;4,36%;0,92%;4,67%;8,86%;7,18%;5,57%;4,11%
ROIC;0,57%;26,96%;15,35%;4,33%;15,43%;26,39%;23,06%;18,31%;13,91%
Giro ativos;0,70;0,71;0,70;0,66;0,67;0,67;0,71;0,69;0,69
CAGR Receitas 5 anos;14,07%;14,20%;13,07%;15,27%;15,39%;15,01%;11,97%;9,46%;8,24%
CAGR Lucros 5 anos;16,39%;8,34%;-14,63%;26,58%;35,10%;25,39%;17,55%;12,03%;0,30%
