;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%
Div;;;;;;;;;
P/L;31.7;41.52;38.81;44.57;95.95;9.87;55.93;36.12;241.97
PEG Ratio;-0,56;-;-;-;-;-;-;-;-
P/VP;80,80;48,51;-96,12;-135,68;74,48;5,63;13,81;11,88;12,89
EV/EBITDA;54,29;28,31;25,18;28,23;61,92;-;29,84;26,08;34,87
EV/EBIT;91,70;33,31;31,70;37,82;87,45;5,51;42,71;41,25;51,18
P/EBITDA;56,31;29,57;26,03;29,16;63,62;-;33,65;30,23;41,75
P/EBIT;95,11;34,79;32,77;39,06;89,86;8,90;48,15;47,82;61,27
VPA;0,99;1,95;-0,61;-0,36;0,97;5,27;7,73;5,93;3,39
P/Ativo;6,34;7,42;6,14;6,13;9,84;1,19;4,70;3,90;3,36
LPA;2.52;2.28;1.51;1.1;0.75;3.01;1.91;1.95;0.18
P/SR;9,06;12,17;8,40;8,65;17,42;1,86;8,47;6,66;5,08
P/Cap. Giro;466,21;37,92;62,80;52,20;45,40;5,29;14,10;12,44;11,02
P/Ativo Circ. Liq.;-13,35;-19,11;-15,74;-15,80;-25,11;-3,70;-16,35;-14,00;-14,04
Dív. líquida/PL;-2,89;-2,06;-;-;-2,00;-2,15;-1,56;-1,63;-2,12
Dív. líquida/EBITDA;-2,02;-1,25;-0,85;-0,93;-1,71;-;-3,81;-4,16;-6,88
Dív. líquida/EBIT;-3,41;-1,47;-1,07;-1,25;-2,41;-3,39;-5,45;-6,57;-10,09
PL/Ativos;0,08;0,15;-0,06;-0,05;0,13;0,21;0,34;0,33;0,26
Passivos/Ativos;0,92;0,85;1,06;1,05;0,87;0,79;0,66;0,67;0,74
Liq. corrente;1,03;1,47;1,19;1,24;1,55;1,50;1,88;1,77;1,67
M. Bruta;80,87%;80,56%;76,68%;75,44%;76,57%;78,03%;76,54%;74,99%;74,23%
M. EBITDA;16,09%;41,15%;32,26%;29,66%;27,38%;-%;25,17%;22,04%;12,17%
M. EBIT;9,53%;34,98%;25,62%;22,14%;19,39%;20,88%;17,59%;13,93%;8,29%
M. Líquida;28,58%;29,30%;21,64%;19,41%;18,16%;18,83%;15,14%;18,44%;2,10%
ROE;254,88%;116,83%;-247,69%;-304,44%;77,63%;57,07%;24,70%;32,88%;5,33%
ROA;20,01%;17,88%;15,81%;13,77%;10,25%;12,08%;8,40%;10,79%;1,39%
ROIC;14,07%;72,31%;229,82%;133,65%;35,81%;57,07%;24,70%;16,79%;5,33%
Giro ativos;0,70;0,61;0,73;0,71;0,56;0,64;0,55;0,59;0,66
CAGR Receitas 5 anos;22,53%;24,11%;24,20%;21,25%;20,78%;22,86%;23,96%;22,88%;24,08%
CAGR Lucros 5 anos;39,83%;28,14%;93,75%;79,90%;127,66%;66,73%;49,64%;-14,02%;-12,42%
