;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;3,41%;4,96%;5,68%;4,35%;3,21%;4,59%;4,43%;4,67%;3,74%
Div;2.0;2.67;2.67;2.66;2.52;3.44;3.67;3.34;3.03
P/L;19.25;21.6;19.39;38.76;19.35;-152.99;50.2;19.17;17.39
PEG Ratio;1,00;-;-;-;-;-;-;-;-
P/VP;1,81;1,68;1,43;1,85;2,33;2,35;2,13;2,33;3,04
EV/EBITDA;31,27;13,03;11,09;21,92;15,10;17,27;15,95;11,24;13,45
EV/EBIT;195,57;21,48;18,93;83,08;25,38;34,47;28,92;16,36;20,12
P/EBITDA;16,02;6,84;5,21;12,11;9,31;10,79;10,27;6,44;7,85
P/EBIT;100,20;11,27;8,90;45,88;15,64;21,53;18,62;9,38;11,74
VPA;32,43;31,99;32,90;33,12;33,71;32,01;38,87;30,63;26,64
P/Ativo;0,45;0,45;0,36;0,49;0,64;0,64;0,66;0,60;0,68
LPA;3.05;2.49;2.42;1.58;4.06;-0.49;1.65;3.73;4.66
P/SR;3,17;3,17;2,74;3,67;4,56;4,33;4,11;3,51;4,14
P/Cap. Giro;-33,20;-17,15;41,07;-14,22;-45,32;-15,50;-17,70;-18,87;-9,84
P/Ativo Circ. Liq.;-0,48;-0,48;-0,47;-0,54;-0,69;-0,69;-0,70;-0,64;-0,72
Dív. líquida/PL;1,72;1,52;1,61;1,50;1,45;1,41;1,18;1,74;2,17
Dív. líquida/EBITDA;15,25;6,19;5,87;9,82;5,80;6,48;5,68;4,79;5,60
Dív. líquida/EBIT;95,37;10,21;10,03;37,20;9,74;12,93;10,30;6,98;8,38
PL/Ativos;0,25;0,27;0,25;0,26;0,27;0,27;0,31;0,26;0,22
Passivos/Ativos;0,75;0,73;0,75;0,74;0,71;0,73;0,69;0,74;0,78
Liq. corrente;0,84;0,71;1,04;0,73;0,84;0,64;0,61;0,67;0,45
M. Bruta;9,49%;47,87%;48,34%;45,75%;48,04%;51,52%;45,75%;47,34%;50,68%
M. EBITDA;19,77%;46,40%;52,48%;30,34%;48,95%;40,11%;40,06%;54,48%;52,79%
M. EBIT;3,16%;28,15%;30,74%;8,01%;29,13%;20,10%;22,10%;37,42%;35,29%
M. Líquida;16,46%;14,69%;14,11%;9,48%;23,55%;-2,83%;8,19%;18,31%;23,83%
ROE;9,40%;7,79%;7,37%;4,78%;12,04%;-1,54%;4,24%;12,17%;17,50%
ROA;2,33%;2,07%;1,86%;1,26%;3,30%;-0,42%;1,31%;3,14%;3,92%
ROIC;0,16%;5,44%;5,35%;1,44%;5,37%;4,38%;4,74%;8,00%;8,10%
Giro ativos;0,14;0,14;0,13;0,13;0,14;0,15;0,16;0,17;0,16
CAGR Receitas 5 anos;-2,69%;1,49%;2,06%;3,54%;3,94%;5,91%;0,37%;-0,39%;-3,14%
CAGR Lucros 5 anos;9,36%;-3,66%;-16,86%;9,14%;-%;0,72%;7,59%;58,27%;8,56%
