;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,47%;2,00%;1,85%;1,78%;1,44%;1,73%;1,67%;1,57%;1,47%
Div;0.71;2.68;2.42;2.28;2.0;1.88;1.68;1.44;1.2
P/L;29.13;25.2;22.99;27.07;25.48;36.23;23.54;18.62;20.52
PEG Ratio;-5,63;-;-;-;-;-;-;-;-
P/VP;-5,62;-4,90;-4,67;-4,04;-4,79;-4,15;-3,80;-3,62;-4,34
EV/EBITDA;61,73;18,78;19,08;20,28;21,36;25,01;20,51;15,85;11,97
EV/EBIT;79,91;20,16;20,33;21,63;22,94;27,35;21,75;16,80;13,09
P/EBITDA;49,41;14,60;14,78;15,36;16,85;19,16;15,46;11,82;9,25
P/EBIT;63,96;15,67;15,75;16,38;18,09;20,95;16,39;12,53;10,11
VPA;-27,03;-27,41;-27,96;-31,70;-28,97;-26,16;-26,50;-25,38;-18,80
P/Ativo;5,86;5,57;5,89;6,13;6,73;5,60;5,82;6,95;5,18
LPA;5.21;5.32;5.68;4.73;5.45;3.0;4.28;4.94;3.98
P/SR;5,23;4,96;5,19;5,24;6,10;5,79;5,44;5,05;4,68
P/Cap. Giro;46,68;62,19;110,59;-640,40;343,00;2.339,22;-2.176,22;-305,39;27,64
P/Ativo Circ. Liq.;-8,45;-7,71;-7,94;-8,46;-9,05;-7,87;-8,23;-9,82;-9,81
Dív. líquida/PL;-;-;-;-;-;-;-;-;-
Dív. líquida/EBITDA;12,32;4,18;4,30;4,92;4,52;5,85;5,05;4,03;2,72
Dív. líquida/EBIT;15,95;4,49;4,58;5,25;4,85;6,39;5,36;4,27;2,97
PL/Ativos;-1,04;-1,14;-1,26;-1,52;-1,40;-1,35;-1,53;-1,92;-1,19
Passivos/Ativos;2,04;2,14;2,26;2,52;2,40;2,35;2,53;2,92;2,19
Liq. corrente;1,69;1,47;1,26;0,97;1,08;1,01;0,99;0,93;1,66
M. Bruta;22,03%;75,56%;74,48%;73,84%;74,29%;74,19%;72,34%;75,46%;95,97%
M. EBITDA;10,58%;33,96%;35,10%;34,13%;36,18%;30,24%;35,22%;42,69%;50,56%
M. EBIT;8,18%;31,65%;32,94%;31,99%;33,69%;27,65%;33,21%;40,28%;46,26%
M. Líquida;17,95%;19,68%;22,57%;19,37%;23,92%;15,99%;23,12%;27,11%;22,80%
ROE;-19,28%;-19,43%;-20,32%;-14,93%;-18,81%;-11,46%;-16,14%;-19,45%;-21,16%
ROA;20,12%;22,09%;25,63%;22,67%;26,40%;15,45%;24,74%;37,34%;25,23%
ROIC;2,69%;53,60%;63,23%;62,25%;73,76%;51,06%;69,91%;92,92%;51,44%
Giro ativos;1,12;1,12;1,14;1,17;1,10;0,97;1,07;1,38;1,11
CAGR Receitas 5 anos;6,17%;4,46%;3,08%;0,71%;-2,51%;-3,20%;-15,35%;-15,49%;-12,83%
CAGR Lucros 5 anos;2,81%;0,70%;-0,22%;-0,84%;-6,76%;4,25%;7,16%;-3,45%;4,49%
