;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;3,89%;3,29%;2,54%;2,78%;3,08%;3,32%;3,49%;2,46%
Div;;4.28;4.16;4.02;3.78;3.56;3.46;3.27;3.05
P/L;-8.51;15.75;-146.93;26.75;16.8;16.92;23.09;7.95;23.83
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;1,72;1,52;1,84;2,08;1,81;1,61;1,49;1,35;2,06
EV/EBITDA;-116,23;11,84;28,90;14,50;10,62;11,08;13,04;10,55;13,25
EV/EBIT;-27,48;15,88;116,14;21,12;14,18;15,15;19,45;14,76;18,57
P/EBITDA;-67,34;6,93;23,38;11,54;8,17;7,93;8,76;7,34;9,66
P/EBIT;-15,92;9,30;93,94;16,82;10,91;10,85;13,06;10,27;13,55
VPA;57,01;72,30;68,69;76,33;74,98;71,79;69,88;69,37;60,30
P/Ativo;0,60;0,58;0,89;1,05;0,90;0,78;0,71;0,70;0,90
LPA;-11.54;6.99;-0.86;5.92;8.09;6.83;4.51;11.77;5.21
P/SR;1,20;1,43;1,57;2,11;1,84;1,69;1,52;1,45;1,91
P/Cap. Giro;-20,73;-6,53;15,38;294,90;-15,90;34,20;-16,58;20,41;-73,97
P/Ativo Circ. Liq.;-0,68;-0,64;-1,11;-1,20;-1,03;-0,88;-0,79;-0,77;-1,01
Dív. líquida/PL;1,25;1,08;0,43;0,53;0,54;0,64;0,73;0,59;0,76
Dív. líquida/EBITDA;-48,89;4,91;5,53;2,95;2,45;3,15;4,28;3,20;3,58
Dív. líquida/EBIT;-11,56;6,59;22,20;4,30;3,27;4,30;6,39;4,48;5,02
PL/Ativos;0,35;0,38;0,49;0,51;0,50;0,48;0,48;0,52;0,44
Passivos/Ativos;0,65;0,62;0,51;0,49;0,50;0,52;0,52;0,48;0,56
Liq. corrente;0,81;0,52;1,44;1,03;0,68;1,24;0,69;1,50;0,90
M. Bruta;38,79%;38,09%;32,85%;33,76%;39,22%;38,48%;37,20%;38,55%;38,35%
M. EBITDA;-1,78%;20,68%;6,73%;18,30%;22,51%;21,31%;17,30%;19,68%;19,76%
M. EBIT;-7,54%;15,41%;1,67%;12,56%;16,86%;15,59%;11,60%;14,07%;14,09%
M. Líquida;-14,10%;9,10%;-1,07%;7,90%;10,95%;9,99%;6,56%;18,19%;8,01%
ROE;-20,23%;9,67%;-1,25%;7,76%;10,79%;9,52%;6,45%;16,96%;8,65%
ROA;-7,01%;3,67%;-0,61%;3,93%;5,38%;4,59%;3,08%;8,75%;3,79%
ROIC;-6,12%;6,28%;0,52%;6,28%;8,18%;7,01%;5,20%;4,38%;6,17%
Giro ativos;0,50;0,40;0,57;0,50;0,49;0,46;0,47;0,48;0,47
CAGR Receitas 5 anos;0,85%;3,00%;1,59%;0,49%;6,50%;6,92%;4,52%;5,99%;10,11%
CAGR Lucros 5 anos;7,66%;-%;1,30%;5,03%;17,86%;-1,71%;19,93%;5,39%;7,63%
