;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;0,74%;0,83%;0,73%;0,66%;0,84%;0,83%;1,35%;1,05%
Div;;2.66;2.42;2.19;1.98;1.78;1.73;1.96;1.41
P/L;28.12;29.23;22.54;23.81;51.44;24.27;31.83;30.87;27.31
PEG Ratio;2,43;-;-;-;-;-;-;-;-
P/VP;9,63;12,67;-69,97;-116,54;60,85;13,67;14,45;8,43;7,31
EV/EBITDA;45,42;19,05;17,67;18,88;28,80;-;20,38;17,74;20,70
EV/EBIT;85,38;22,13;18,90;20,28;32,97;19,57;25,66;26,69;39,78
P/EBITDA;37,07;15,72;14,79;16,11;25,03;-;17,79;15,27;18,02
P/EBIT;69,68;18,25;15,82;17,31;28,66;17,07;22,39;22,97;34,63
VPA;36,94;28,34;-4,16;-2,58;4,94;15,45;14,41;17,24;18,34
P/Ativo;1,48;1,58;1,70;1,89;2,02;1,49;1,66;1,33;1,28
LPA;12.65;12.29;12.91;12.6;5.84;8.71;6.54;4.71;4.91
P/SR;4,49;4,94;4,32;4,94;5,29;4,32;4,43;3,25;3,35
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-1,48;-1,58;-1,70;-1,89;-2,02;-1,49;-1,66;-1,33;-1,28
Dív. líquida/PL;2,17;2,69;-;-;9,16;2,00;2,11;1,37;1,09
Dív. líquida/EBITDA;8,35;3,34;2,88;2,76;3,77;-;2,60;2,47;2,68
Dív. líquida/EBIT;15,70;3,87;3,08;2,97;4,31;2,50;3,27;3,72;5,15
PL/Ativos;0,15;0,13;-0,02;-0,02;0,03;0,11;0,11;0,16;0,18
Passivos/Ativos;0,84;0,87;1,02;1,02;0,97;0,89;0,89;0,84;0,82
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;24,35%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;12,11%;31,44%;29,22%;30,66%;21,15%;-%;24,90%;21,29%;18,58%
M. EBIT;6,44%;27,07%;27,31%;28,54%;18,48%;25,29%;19,78%;14,15%;9,67%
M. Líquida;15,96%;16,91%;19,17%;20,75%;10,29%;17,79%;13,91%;10,53%;12,26%
ROE;34,24%;43,36%;-310,41%;-489,41%;118,28%;56,34%;45,39%;27,32%;26,75%
ROA;5,26%;5,42%;7,55%;7,92%;3,93%;6,13%;5,21%;4,29%;4,70%
ROIC;1,65%;14,69%;26,88%;27,28%;14,03%;20,14%;16,46%;12,94%;6,61%
Giro ativos;0,33;0,32;0,39;0,38;0,38;0,34;0,37;0,41;0,38
CAGR Receitas 5 anos;7,35%;4,43%;4,53%;5,32%;3,14%;-1,78%;-1,84%;-2,78%;-3,57%
CAGR Lucros 5 anos;11,62%;17,72%;16,13%;-2,11%;7,29%;1,86%;0,37%;4,31%;7,35%
