;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,78%;4,66%;7,78%;4,07%;2,89%;4,45%;6,84%;7,11%;3,15%
Div;0.21;0.81;1.46;0.73;0.67;0.77;1.23;1.19;1.15
P/L;17.26;14.56;-313.25;11.96;7.62;15.26;14.45;7.8;13.19
PEG Ratio;-0,05;-;-;-;-;-;-;-;-
P/VP;0,84;0,54;0,55;0,54;0,69;0,56;0,59;0,80;1,71
EV/EBITDA;20,28;4,00;341,28;3,90;3,54;10,01;13,32;12,54;15,92
EV/EBIT;30,36;4,68;-31,40;4,48;3,82;11,71;15,45;13,97;17,14
P/EBITDA;23,83;6,30;520,72;5,35;3,79;5,71;6,35;4,95;9,07
P/EBIT;35,68;7,36;-47,90;6,14;4,09;6,68;7,36;5,51;9,76
VPA;31,47;32,50;32,48;33,45;33,60;31,27;30,54;20,86;21,36
P/Ativo;0,41;0,29;0,28;0,28;0,32;0,22;0,21;0,22;0,47
LPA;1.53;1.2;-0.06;1.5;3.02;1.14;1.24;2.15;2.77
P/SR;1,87;1,29;1,40;1,35;1,54;1,30;1,33;1,30;2,88
P/Cap. Giro;6,54;3,60;3,39;2,85;3,23;6,03;5,83;3,22;5,22
P/Ativo Circ. Liq.;-0,74;-0,50;-0,49;-0,48;-0,62;-0,46;-0,48;-0,69;-1,71
Dív. líquida/PL;-0,13;-0,20;-0,19;-0,15;-0,05;0,42;0,65;1,23;1,29
Dív. líquida/EBITDA;-3,55;-2,30;-179,44;-1,45;-0,25;4,30;6,97;7,59;6,86
Dív. líquida/EBIT;-5,32;-2,69;16,51;-1,66;-0,27;5,03;8,09;8,46;7,38
PL/Ativos;0,49;0,54;0,50;0,51;0,47;0,39;0,35;0,28;0,27
Passivos/Ativos;0,50;0,44;0,47;0,46;0,51;0,60;0,64;0,71;0,72
Liq. corrente;1,17;1,24;1,23;1,29;1,27;1,07;1,07;1,11;1,14
M. Bruta;25,37%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;7,87%;20,49%;0,27%;25,26%;40,62%;22,81%;21,03%;26,19%;31,80%
M. EBIT;5,25%;17,53%;-2,93%;22,04%;37,64%;19,50%;18,12%;23,51%;29,53%
M. Líquida;10,86%;8,87%;-0,45%;11,31%;20,20%;8,54%;9,23%;16,61%;21,85%
ROE;4,87%;3,70%;-0,18%;4,50%;8,99%;3,65%;4,07%;10,29%;12,96%
ROA;2,40%;1,99%;-0,09%;2,30%;4,26%;1,44%;1,43%;2,85%;3,56%
ROIC;0,44%;3,63%;-1,00%;4,22%;7,67%;3,04%;2,63%;3,58%;4,36%
Giro ativos;0,22;0,22;0,20;0,20;0,21;0,17;0,16;0,17;0,16
CAGR Receitas 5 anos;-0,17%;1,47%;3,23%;7,81%;3,71%;3,51%;2,73%;4,96%;3,52%
CAGR Lucros 5 anos;1,89%;-%;-2,61%;15,84%;-2,43%;-4,95%;0,18%;11,60%;3,20%
