;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,98%;3,10%;4,04%;4,51%;3,38%;3,31%;2,40%;2,96%;1,29%
Div;2.32;2.18;2.08;2.04;2.04;2.04;1.92;1.54;0.96
P/L;15.28;10.42;10.61;5.9;5.46;11.62;8.99;7.05;-28.94
PEG Ratio;0,18;-;-;-;-;-;-;-;-
P/VP;0,98;0,63;0,48;0,44;0,59;0,64;0,90;0,65;0,98
EV/EBITDA;14,31;2,76;2,60;1,47;4,20;6,00;5,43;4,95;8,07
EV/EBIT;16,76;2,87;2,73;1,62;4,67;6,84;5,83;5,34;8,82
P/EBITDA;7,13;1,19;1,02;1,80;3,04;4,00;3,06;2,47;4,58
P/EBIT;8,35;1,24;1,07;1,97;3,38;4,56;3,29;2,66;5,01
VPA;119,06;111,13;107,96;103,87;101,78;95,80;88,51;80,35;75,92
P/Ativo;0,08;0,06;0,04;0,04;0,05;0,06;0,09;0,07;0,11
LPA;7.67;6.76;4.85;7.66;11.06;5.31;8.89;7.39;-2.57
P/SR;2,53;1,86;1,41;1,24;1,59;2,33;2,71;1,96;3,06
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,08;-0,06;-0,04;-0,04;-0,05;-0,06;-0,09;-0,07;-0,11
Dív. líquida/PL;0,99;0,83;0,73;-0,08;0,23;0,32;0,70;0,65;0,75
Dív. líquida/EBITDA;7,18;1,57;1,57;-0,32;1,16;2,01;2,37;2,48;3,48
Dív. líquida/EBIT;8,41;1,63;1,65;-0,35;1,29;2,29;2,54;2,68;3,81
PL/Ativos;0,08;0,09;0,09;0,08;0,09;0,09;0,10;0,10;0,11
Passivos/Ativos;0,92;0,91;0,91;0,92;0,91;0,91;0,90;0,90;0,89
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;21,13%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;35,49%;156,01%;138,05%;69,21%;52,41%;58,15%;88,38%;79,18%;66,80%
M. EBIT;30,31%;149,95%;131,48%;63,16%;47,14%;51,02%;82,32%;73,40%;61,11%
M. Líquida;16,57%;17,83%;13,29%;21,05%;29,19%;20,01%;30,10%;27,76%;-10,58%
ROE;6,44%;6,08%;4,49%;7,38%;10,87%;5,54%;10,04%;9,20%;-3,39%
ROA;0,52%;0,54%;0,38%;0,61%;0,96%;0,49%;0,99%;0,94%;-0,37%
ROIC;1,84%;10,98%;9,11%;4,58%;3,58%;2,95%;6,29%;5,41%;1,30%
Giro ativos;0,03;0,03;0,03;0,03;0,03;0,02;0,03;0,03;0,03
CAGR Receitas 5 anos;1,99%;1,32%;1,87%;3,45%;-8,96%;-6,64%;-6,89%;-6,47%;-8,97%
CAGR Lucros 5 anos;-8,15%;-12,55%;-%;8,04%;-7,43%;23,74%;6,03%;-%;6,20%
