;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,23%;6,09%;6,62%;7,35%;10,81%;9,24%;5,22%;7,01%;5,04%
Div;0.56;1.39;1.11;1.36;2.08;2.09;2.04;2.0;1.96
P/L;7.97;15.21;8.45;-15.39;6.92;-30.98;20.54;10.72;8.11
PEG Ratio;0,05;-;-;-;-;-;-;-;-
P/VP;1,60;1,57;1,16;1,35;0,83;0,99;1,55;1,13;1,69
EV/EBITDA;10,53;6,44;5,53;12,52;4,34;7,30;6,75;5,83;7,69
EV/EBIT;42,44;12,09;9,44;87,40;8,68;60,73;16,23;11,54;16,44
P/EBITDA;6,28;3,71;2,65;6,24;2,03;3,80;4,41;3,19;5,21
P/EBIT;25,34;6,97;4,52;43,54;4,06;31,63;10,62;6,33;11,13
VPA;15,62;14,54;14,45;13,68;23,29;22,69;25,22;25,29;22,94
P/Ativo;0,42;0,41;0,29;0,33;0,25;0,31;0,52;0,39;0,54
LPA;3.13;1.5;1.98;-1.2;2.78;-0.73;1.9;2.66;4.8
P/SR;1,42;1,34;0,98;1,09;0,81;0,93;1,58;1,22;1,49
P/Cap. Giro;251,21;-10,40;-8,18;-5,69;-5,37;-14,03;-20,18;-15,99;-106,42
P/Ativo Circ. Liq.;-0,48;-0,45;-0,32;-0,35;-0,28;-0,34;-0,57;-0,43;-0,65
Dív. líquida/PL;1,08;1,15;1,26;1,36;0,94;0,91;0,82;0,93;0,81
Dív. líquida/EBITDA;4,24;2,73;2,88;6,28;2,31;3,50;2,33;2,63;2,48
Dív. líquida/EBIT;17,10;5,13;4,92;43,86;4,62;29,10;5,62;5,22;5,31
PL/Ativos;0,26;0,26;0,25;0,24;0,30;0,31;0,33;0,35;0,32
Passivos/Ativos;0,73;0,73;0,74;0,76;0,70;0,69;0,67;0,65;0,68
Liq. corrente;1,01;0,66;0,71;0,59;0,70;0,82;0,79;0,80;0,97
M. Bruta;14,54%;59,77%;59,06%;57,89%;52,74%;53,47%;53,56%;53,49%;51,53%
M. EBITDA;22,57%;36,00%;37,03%;17,42%;40,09%;24,56%;35,70%;38,08%;28,54%
M. EBIT;5,60%;19,17%;21,69%;2,50%;20,03%;2,95%;14,84%;19,23%;13,35%
M. Líquida;17,81%;8,78%;11,59%;-7,06%;11,77%;-3,01%;7,67%;11,34%;18,34%
ROE;20,02%;10,30%;13,74%;-8,74%;11,95%;-3,20%;7,55%;10,52%;20,91%
ROA;5,24%;2,72%;3,49%;-2,12%;3,60%;-0,98%;2,52%;3,64%;6,63%
ROIC;1,02%;8,34%;9,28%;-0,33%;8,25%;1,29%;6,74%;7,74%;2,21%
Giro ativos;0,29;0,31;0,30;0,30;0,31;0,33;0,33;0,32;0,36
CAGR Receitas 5 anos;-7,56%;-6,44%;-5,54%;0,61%;3,19%;6,47%;5,81%;4,73%;5,27%
CAGR Lucros 5 anos;-4,67%;-5,76%;-%;9,13%;-%;16,63%;1,01%;32,31%;26,89%
