;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,09%;0,47%;0,50%;0,54%;0,89%;0,95%;1,16%;1,32%;0,80%
Div;0.74;2.68;2.31;2.02;2.21;1.65;1.62;1.45;1.25
P/L;30.89;23.91;17.09;46.11;-8.2;31.03;733.05;322.14;6.41
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;-49,08;-36,42;-32,76;-22,61;-1.773,11;5,48;3,08;2,20;2,93
EV/EBITDA;19,35;15,57;11,26;18,74;-9,70;13,52;16,20;18,19;4,72
EV/EBIT;22,01;18,02;12,66;25,51;-7,91;22,47;33,80;51,32;5,32
P/EBITDA;19,35;15,35;11,09;17,92;-9,47;12,06;13,67;14,65;4,01
P/EBIT;22,02;17,76;12,47;24,39;-7,73;20,05;28,52;41,35;4,52
VPA;-16,80;-15,65;-14,13;-16,59;-0,14;31,71;44,92;50,18;53,22
P/Ativo;1,35;1,06;0,98;0,81;0,57;0,46;0,42;0,36;0,53
LPA;26.7;23.84;27.09;8.13;-30.3;5.61;0.19;0.34;24.32
P/SR;0,28;0,23;0,22;0,19;0,16;0,12;0,12;0,10;0,16
P/Cap. Giro;-16,40;-16,36;-16,60;-22,98;29,11;-69,47;29,71;47,86;24,34
P/Ativo Circ. Liq.;-5,16;-3,69;-3,37;-3,01;-1,90;-1,47;-1,18;-0,93;-1,35
Dív. líquida/PL;-;-;-;-;-;0,66;0,57;0,53;0,52
Dív. líquida/EBITDA;-0,01;0,22;0,17;0,82;-0,22;1,46;2,53;3,54;0,71
Dív. líquida/EBIT;-0,01;0,26;0,19;1,11;-0,18;2,42;5,28;9,98;0,80
PL/Ativos;-0,03;-0,03;-0,03;-0,04;0,00;0,08;0,14;0,16;0,18
Passivos/Ativos;1,03;1,03;1,03;1,04;0,98;0,89;0,84;0,81;0,80
Liq. corrente;0,90;0,92;0,92;0,95;1,03;0,99;1,02;1,01;1,04
M. Bruta;3,71%;4,15%;4,47%;4,97%;5,10%;5,20%;5,48%;5,37%;5,68%
M. EBITDA;1,46%;1,51%;1,98%;1,09%;-1,65%;1,00%;0,85%;0,71%;4,08%
M. EBIT;1,29%;1,31%;1,76%;0,80%;-2,02%;0,60%;0,41%;0,25%;3,63%
M. Líquida;0,92%;0,97%;1,29%;0,42%;-1,91%;0,39%;0,02%;0,03%;2,55%
ROE;-158,87%;-152,31%;-191,71%;-49,03%;-21.614,29%;17,67%;0,42%;0,68%;45,70%
ROA;4,39%;4,45%;5,71%;1,76%;-6,98%;1,47%;0,06%;0,11%;8,32%
ROIC;104,64%;93,28%;106,32%;40,75%;-77,34%;11,02%;3,30%;2,65%;28,44%
Giro ativos;4,78;4,58;4,44;4,17;3,66;3,77;3,59;3,45;3,26
CAGR Receitas 5 anos;7,59%;5,84%;5,86%;4,53%;5,23%;9,30%;11,26%;10,17%;11,24%
CAGR Lucros 5 anos;145,01%;121,35%;-26,15%;-%;-9,42%;-51,47%;-45,06%;29,30%;13,44%
