;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,90%;3,45%;2,96%;2,95%;3,13%;2,78%;2,41%;2,71%;2,65%
Div;9.53;9.0;8.53;7.75;7.04;6.39;5.81;5.28;4.61
P/L;25.27;34.22;22.96;21.41;21.31;18.43;18.27;14.78;63.79
PEG Ratio;0,39;-;-;-;-;-;-;-;-
P/VP;18,41;23,82;24,74;38,31;18,75;14,23;14,81;9,92;5,00
EV/EBITDA;31,92;14,08;14,04;13,96;13,36;12,02;13,00;9,99;9,33
EV/EBIT;145,31;24,23;19,37;19,41;19,10;16,62;15,75;11,76;11,00
P/EBITDA;25,43;10,48;10,42;11,53;11,12;10,30;11,34;9,63;9,82
P/EBIT;115,79;18,03;14,37;16,02;15,90;14,25;13,74;11,34;11,58
VPA;17,86;10,94;11,64;6,86;12,00;16,16;16,28;19,62;34,77
P/Ativo;1,96;1,52;1,59;2,15;2,05;2,13;2,40;1,87;1,58
LPA;13.01;7.62;12.55;12.27;10.56;12.48;13.2;13.17;2.73
P/SR;4,92;4,19;5,47;5,33;4,83;5,26;6,13;5,22;5,52
P/Cap. Giro;29,05;23,60;12,92;21,58;17,44;14,10;25,56;5,14;3,12
P/Ativo Circ. Liq.;-2,84;-2,23;-2,31;-3,27;-3,01;-3,20;-3,47;-4,31;-4,14
Dív. líquida/PL;4,69;8,19;8,61;8,10;3,77;2,37;2,17;0,37;-0,25
Dív. líquida/EBITDA;6,48;3,60;3,63;2,44;2,24;1,72;1,66;0,36;-0,49
Dív. líquida/EBIT;29,52;6,20;5,00;3,39;3,20;2,38;2,01;0,42;-0,58
PL/Ativos;0,11;0,06;0,06;0,06;0,11;0,15;0,16;0,19;0,32
Passivos/Ativos;0,89;0,94;0,94;0,94;0,89;0,85;0,84;0,81;0,68
Liq. corrente;1,28;1,26;1,65;1,41;1,59;1,81;1,44;2,79;5,49
M. Bruta;16,61%;61,53%;70,02%;75,66%;75,16%;75,77%;81,35%;82,73%;82,19%
M. EBITDA;19,35%;39,96%;52,50%;46,23%;43,48%;51,12%;54,07%;54,25%;56,27%
M. EBIT;4,25%;23,23%;38,06%;33,25%;30,40%;36,95%;44,63%;46,06%;47,71%
M. Líquida;19,47%;12,24%;23,83%;24,89%;22,68%;28,57%;33,57%;35,35%;8,66%
ROE;72,82%;69,59%;107,78%;178,97%;87,96%;77,20%;81,07%;67,15%;7,84%
ROA;7,77%;4,45%;6,91%;10,06%;9,63%;11,54%;13,13%;12,64%;2,48%
ROIC;0,45%;10,98%;13,54%;18,68%;17,72%;20,11%;23,07%;21,08%;5,42%
Giro ativos;0,40;0,36;0,29;0,40;0,42;0,40;0,39;0,36;0,29
CAGR Receitas 5 anos;7,43%;3,49%;2,87%;2,47%;3,25%;3,09%;4,92%;5,76%;8,09%
CAGR Lucros 5 anos;-12,21%;-4,36%;27,05%;-5,26%;0,92%;8,74%;10,56%;-14,55%;15,96%
