;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,15%;0,90%;1,00%;0,54%;-%;0,91%;4,15%;4,54%;3,71%
Div;0.12;0.48;0.36;0.18;;0.38;1.52;1.52;1.52
P/L;21.4;7.41;4.3;5.28;8.94;9.54;7.95;5.96;-15.07
PEG Ratio;-0,30;-;-;-;-;-;-;-;-
P/VP;1,15;0,84;0,67;0,69;1,47;1,32;1,25;1,21;1,66
EV/EBITDA;16,31;7,16;5,96;5,47;6,56;-;5,93;5,48;5,21
EV/EBIT;-76,45;16,64;12,23;10,37;12,34;15,28;16,11;13,62;10,34
P/EBITDA;6,94;2,45;1,86;1,97;3,42;-;2,34;2,06;2,36
P/EBIT;-32,55;5,69;3,81;3,74;6,44;6,48;6,36;5,13;4,68
VPA;71,15;63,07;53,57;48,42;39,83;31,46;29,25;27,53;24,64
P/Ativo;0,26;0,19;0,16;0,18;0,36;0,25;0,23;0,21;0,27
LPA;3.82;7.19;8.35;6.37;6.56;4.36;4.61;5.61;-2.72
P/SR;0,41;0,28;0,25;0,30;0,69;0,49;0,38;0,32;0,40
P/Cap. Giro;3,57;4,34;6,01;5,08;11,43;58,78;-5,28;-6,80;-7,15
P/Ativo Circ. Liq.;-0,44;-0,31;-0,25;-0,29;-0,54;-0,39;-0,34;-0,31;-0,41
Dív. líquida/PL;1,55;1,63;1,48;1,23;1,35;1,80;1,92;2,01;2,01
Dív. líquida/EBITDA;9,36;4,72;4,11;3,49;3,14;-;3,59;3,42;2,85
Dív. líquida/EBIT;-43,89;10,96;8,42;6,63;5,91;8,80;9,74;8,49;5,66
PL/Ativos;0,23;0,23;0,24;0,26;0,24;0,19;0,18;0,17;0,16
Passivos/Ativos;0,77;0,77;0,76;0,74;0,76;0,81;0,82;0,83;0,84
Liq. corrente;1,23;1,13;1,08;1,10;1,10;1,01;0,88;0,92;0,89
M. Bruta;2,59%;12,49%;11,14%;13,39%;14,08%;11,16%;10,18%;9,59%;12,52%
M. EBITDA;5,86%;11,61%;13,50%;15,23%;20,25%;-%;16,28%;15,55%;16,96%
M. EBIT;-1,25%;5,00%;6,58%;8,03%;10,76%;7,51%;5,99%;6,26%;8,54%
M. Líquida;1,90%;3,84%;5,83%;5,69%;7,75%;5,10%;4,80%;5,38%;-2,65%
ROE;5,37%;11,40%;15,59%;13,15%;16,47%;13,87%;15,75%;20,37%;-11,04%
ROA;1,24%;2,57%;3,67%;3,38%;4,02%;2,66%;2,89%;3,48%;-1,82%
ROIC;-2,00%;3,53%;5,78%;5,86%;6,44%;4,79%;5,13%;6,07%;0,70%
Giro ativos;0,65;0,67;0,63;0,59;0,52;0,52;0,60;0,65;0,69
CAGR Receitas 5 anos;6,43%;3,17%;1,49%;-3,17%;-2,03%;-2,52%;-1,10%;-0,89%;-0,15%
CAGR Lucros 5 anos;-2,25%;4,79%;-%;1,23%;-7,88%;19,14%;16,28%;-%;4,44%
