;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,52%;1,93%;2,04%;2,22%;2,26%;2,52%;2,04%;2,28%;3,96%
Div;0.58;2.0;1.68;1.6;1.32;1.12;1.08;1.04;1.74
P/L;13.93;10.45;10.24;10.02;8.8;6.54;11.75;11.88;7.5
PEG Ratio;1,47;-;-;-;-;-;-;-;-
P/VP;2,03;2,18;2,17;2,20;1,15;0,93;1,34;1,48;1,40
EV/EBITDA;21,43;8,06;8,34;8,42;6,41;6,23;7,12;6,82;6,85
EV/EBIT;29,95;9,10;9,58;9,73;7,76;7,94;9,07;8,84;8,67
P/EBITDA;19,03;7,62;7,61;7,52;5,66;5,56;6,52;6,36;6,40
P/EBIT;26,59;8,60;8,75;8,69;6,85;7,10;8,31;8,25;8,10
VPA;54,74;47,45;38,00;32,73;50,99;47,77;39,45;30,82;31,28
P/Ativo;0,48;0,48;0,38;0,34;0,24;0,19;0,25;0,25;0,25
LPA;7.95;9.9;8.05;7.18;6.63;6.8;4.5;3.84;5.86
P/SR;3,28;3,01;2,55;2,31;1,72;1,41;1,74;1,59;1,59
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,48;-0,48;-0,38;-0,34;-0,24;-0,19;-0,25;-0,25;-0,25
Dív. líquida/PL;0,26;0,13;0,21;0,26;0,15;0,11;0,12;0,11;0,10
Dív. líquida/EBITDA;2,41;0,44;0,73;0,90;0,75;0,66;0,60;0,46;0,45
Dív. líquida/EBIT;3,36;0,50;0,84;1,04;0,91;0,85;0,76;0,59;0,56
PL/Ativos;0,23;0,22;0,17;0,15;0,21;0,20;0,19;0,17;0,18
Passivos/Ativos;0,77;0,78;0,83;0,85;0,79;0,80;0,81;0,83;0,82
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;18,26%;55,37%;50,47%;47,73%;46,48%;40,80%;40,54%;38,78%;37,71%
M. EBITDA;17,25%;39,44%;33,54%;30,76%;30,44%;25,35%;26,70%;25,05%;24,88%
M. EBIT;12,34%;34,94%;29,18%;26,62%;25,15%;19,87%;20,95%;19,33%;19,65%
M. Líquida;23,55%;28,76%;24,91%;23,08%;19,56%;21,57%;14,81%;13,42%;21,25%
ROE;14,53%;20,86%;21,19%;21,94%;13,01%;14,24%;11,41%;12,45%;18,72%
ROA;3,41%;4,63%;3,68%;3,35%;2,75%;2,89%;2,16%;2,08%;3,36%
ROIC;2,94%;15,83%;15,73%;15,80%;10,52%;8,92%;9,44%;10,37%;12,04%
Giro ativos;0,14;0,16;0,15;0,15;0,14;0,13;0,15;0,15;0,16
CAGR Receitas 5 anos;-3,23%;-2,98%;-2,45%;-0,40%;1,19%;-0,37%;-1,89%;-3,10%;0,35%
CAGR Lucros 5 anos;10,50%;9,79%;-0,82%;10,22%;13,53%;2,29%;-1,55%;9,94%;6,54%
