;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,24%;1,28%;1,98%;2,57%;3,80%;3,62%;3,79%;5,27%;2,99%
Div;0.5;1.51;2.0;1.97;1.96;1.94;1.92;2.35;1.83
P/L;31.5;33.59;74.37;-21.34;23.34;-4.25;10.85;51.91;14.97
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;-17,68;-8,91;-8,30;-28,08;7,96;8,78;2,34;2,19;2,83
EV/EBITDA;17,33;14,57;17,49;284,82;13,29;-7,52;6,66;18,13;8,02
EV/EBIT;23,24;22,83;33,69;-33,08;33,98;-5,58;9,92;203,35;10,73
P/EBITDA;15,83;14,59;17,05;276,52;11,09;-6,00;4,86;11,73;6,78
P/EBIT;21,23;22,86;32,85;-32,11;28,36;-4,45;7,23;131,57;9,07
VPA;-11,70;-13,28;-12,15;-2,74;6,47;6,10;21,64;20,34;21,64
P/Ativo;0,93;0,63;0,57;0,45;0,32;0,39;0,36;0,33;0,48
LPA;6.57;3.52;1.36;-3.6;2.21;-12.6;4.66;0.86;4.09
P/SR;0,22;0,13;0,12;0,11;0,09;0,10;0,10;0,10;0,15
P/Cap. Giro;-19,48;-37,86;-8.180,53;8,35;4,17;6,76;9,03;8,00;2,71
P/Ativo Circ. Liq.;-2,94;-2,80;-2,55;-1,82;-1,06;-1,06;-0,97;-0,86;-1,64
Dív. líquida/PL;-;-;-;-;1,58;2,24;0,87;1,20;0,52
Dív. líquida/EBITDA;1,50;-0,02;0,43;8,31;2,20;-1,53;1,81;6,40;1,24
Dív. líquida/EBIT;2,01;-0,03;0,84;-0,96;5,62;-1,13;2,69;71,78;1,65
PL/Ativos;-0,05;-0,07;-0,07;-0,02;0,04;0,04;0,15;0,15;0,17
Passivos/Ativos;1,05;1,07;1,07;1,02;0,96;0,96;0,85;0,85;0,83
Liq. corrente;0,94;0,98;1,00;1,08;1,12;1,10;1,07;1,07;1,34
M. Bruta;3,67%;3,27%;3,35%;3,61%;4,17%;4,49%;4,70%;5,25%;5,03%
M. EBITDA;1,40%;0,86%;0,70%;0,04%;0,79%;-1,71%;2,09%;0,83%;2,19%
M. EBIT;1,04%;0,55%;0,36%;-0,34%;0,31%;-2,31%;1,41%;0,07%;1,63%
M. Líquida;0,70%;0,38%;0,16%;-0,51%;0,38%;-2,42%;0,94%;0,19%;0,99%
ROE;-56,13%;-26,52%;-11,16%;-131,59%;34,12%;-206,60%;21,54%;4,23%;18,92%
ROA;2,94%;1,89%;0,76%;-2,13%;1,37%;-9,07%;3,33%;0,64%;3,21%
ROIC;31,05%;48,11%;23,81%;-17,00%;2,67%;-42,19%;11,55%;-2,56%;8,69%
Giro ativos;4,19;5,03;4,73;4,13;3,65;3,75;3,55;3,42;3,24
CAGR Receitas 5 anos;9,28%;8,42%;6,89%;5,98%;8,32%;9,83%;6,24%;3,86%;3,44%
CAGR Lucros 5 anos;-8,97%;5,21%;-%;-15,60%;-%;3,17%;-5,18%;3,80%;8,27%
