;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,55%;2,38%;2,82%;2,47%;2,44%;2,17%;2,57%;2,24%;2,03%
Div;2.5;2.46;2.43;2.26;2.63;2.04;2.01;1.88;1.81
P/L;31.73;26.33;31.03;11.32;16.47;25.2;18.33;17.4;24.65
PEG Ratio;-0,32;-;-;-;-;-;-;-;-
P/VP;10,25;7,12;7,11;7,87;6,88;6,79;6,33;7,25;8,73
EV/EBITDA;74,65;19,95;22,67;9,13;13,27;17,56;12,60;12,42;14,82
EV/EBIT;119,24;23,29;28,16;9,79;14,38;20,22;14,20;13,73;16,59
P/EBITDA;70,76;18,13;19,85;7,83;11,85;16,47;11,88;11,46;14,34
P/EBIT;113,03;21,17;24,65;8,41;12,85;18,95;13,39;12,68;16,06
VPA;15,72;14,51;12,15;11,64;15,65;13,83;12,35;11,60;10,21
P/Ativo;3,64;2,31;1,93;1,79;1,98;2,48;2,28;2,61;2,94
LPA;5.08;3.92;2.78;8.09;6.54;3.73;4.27;4.83;3.61
P/SR;1,15;0,69;0,57;0,43;0,60;0,79;0,69;0,70;0,84
P/Cap. Giro;17,27;19,02;12,17;39,98;9,41;11,58;9,76;8,76;23,78
P/Ativo Circ. Liq.;-8,49;-5,27;-4,30;-4,50;-6,25;-5,79;-5,29;-6,91;-7,22
Dív. líquida/PL;0,56;0,72;1,01;1,30;0,82;0,45;0,39;0,60;0,29
Dív. líquida/EBITDA;3,89;1,82;2,82;1,29;1,42;1,10;0,72;0,95;0,48
Dív. líquida/EBIT;6,21;2,13;3,51;1,39;1,54;1,26;0,82;1,06;0,54
PL/Ativos;0,36;0,33;0,27;0,23;0,29;0,37;0,36;0,36;0,34
Passivos/Ativos;0,64;0,67;0,73;0,77;0,71;0,63;0,64;0,64;0,66
Liq. corrente;1,59;1,28;1,40;1,08;1,44;1,60;1,70;1,92;1,26
M. Bruta;4,15%;15,60%;14,80%;14,55%;13,64%;14,88%;16,89%;16,27%;15,93%
M. EBITDA;1,63%;3,82%;2,89%;5,51%;5,08%;4,78%;5,82%;6,07%;5,84%
M. EBIT;1,02%;3,27%;2,33%;5,13%;4,68%;4,15%;5,16%;5,48%;5,21%
M. Líquida;3,64%;2,63%;1,85%;3,81%;3,65%;3,12%;3,77%;4,00%;3,40%
ROE;32,31%;27,04%;22,92%;69,49%;41,75%;26,94%;34,53%;41,66%;35,41%
ROA;11,48%;8,79%;6,22%;15,80%;12,01%;9,84%;12,43%;15,01%;11,92%
ROIC;1,45%;15,02%;10,84%;31,27%;22,94%;18,54%;22,61%;23,71%;25,35%
Giro ativos;3,16;3,35;3,37;4,15;3,29;3,15;3,30;3,76;3,51
CAGR Receitas 5 anos;2,97%;1,13%;10,68%;11,94%;3,76%;2,59%;5,46%;5,53%;4,92%
CAGR Lucros 5 anos;-4,19%;-13,32%;13,25%;10,46%;-0,13%;5,11%;9,82%;-3,19%;3,53%
