;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,56%;2,43%;2,07%;2,14%;3,63%;5,61%;3,52%;3,12%;2,30%
Div;0.91;3.39;3.07;2.49;2.32;2.32;2.12;1.84;1.52
P/L;17.0;12.8;5.64;3.64;3.8;-2.74;14.84;14.66;9.39
PEG Ratio;-0,47;-;-;-;-;-;-;-;-
P/VP;2,86;2,48;2,24;1,91;1,41;1,21;1,16;1,16;2,30
EV/EBITDA;18,90;7,38;4,16;2,86;8,27;-5,71;8,30;9,34;7,63
EV/EBIT;88,35;11,47;5,12;3,31;18,37;-4,27;15,35;14,58;12,61
P/EBITDA;11,69;4,76;3,17;2,23;5,92;-2,65;4,89;5,72;5,84
P/EBIT;54,66;7,40;3,90;2,58;13,15;-1,98;9,04;8,92;9,64
VPA;56,88;56,16;66,32;61,05;45,26;34,12;51,89;50,92;28,73
P/Ativo;0,59;0,56;0,63;0,59;0,43;0,32;0,40;0,44;0,66
LPA;9.58;10.9;26.31;31.97;16.82;-15.1;4.06;4.02;7.03
P/SR;0,37;0,32;0,37;0,30;0,31;0,39;0,32;0,42;0,43
P/Cap. Giro;8,30;12,18;4,56;3,47;2,94;2,13;9,72;8,48;11,02
P/Ativo Circ. Liq.;-0,84;-0,81;-1,01;-0,97;-0,68;-0,47;-0,50;-0,54;-0,90
Dív. líquida/PL;1,77;1,37;0,70;0,54;0,56;1,40;0,81;0,73;0,71
Dív. líquida/EBITDA;7,21;2,62;0,99;0,63;2,35;-3,07;3,41;3,62;1,80
Dív. líquida/EBIT;33,69;4,07;1,22;0,73;5,22;-2,29;6,31;5,66;2,97
PL/Ativos;0,21;0,23;0,28;0,31;0,31;0,26;0,34;0,38;0,29
Passivos/Ativos;0,79;0,77;0,71;0,68;0,68;0,73;0,65;0,61;0,69
Liq. corrente;1,32;1,17;1,59;1,76;1,70;1,81;1,25;1,36;1,28
M. Bruta;1,94%;9,09%;13,35%;14,53%;8,31%;5,80%;11,06%;10,82%;10,23%
M. EBITDA;3,14%;6,67%;11,60%;13,37%;5,22%;-14,57%;6,45%;7,39%;7,39%
M. EBIT;0,67%;4,29%;9,43%;11,53%;2,35%;-19,51%;3,49%;4,73%;4,47%
M. Líquida;2,16%;2,48%;6,52%;8,18%;8,12%;-14,08%;2,13%;2,88%;4,59%
ROE;16,85%;19,41%;39,67%;52,38%;37,16%;-44,26%;7,83%;7,90%;24,46%
ROA;3,46%;4,37%;11,26%;16,15%;11,41%;-11,54%;2,68%;2,99%;7,00%
ROIC;0,04%;11,20%;21,61%;29,36%;4,93%;-29,83%;5,21%;5,75%;10,69%
Giro ativos;1,60;1,76;1,73;1,97;1,41;0,82;1,26;1,04;1,52
CAGR Receitas 5 anos;2,30%;8,98%;18,88%;13,63%;-0,64%;4,85%;-0,74%;-1,90%;-4,23%
CAGR Lucros 5 anos;5,49%;28,34%;33,43%;52,67%;-%;0,88%;5,69%;0,29%;-13,22%
