;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,46%;0,96%;1,44%;1,57%;1,38%;1,48%;1,72%;1,68%;1,52%
Div;0.9;1.6;1.52;1.28;1.2;0.96;0.91;0.76;0.72
P/L;45.37;44.53;34.08;32.81;16.94;18.79;15.33;45.17;20.71
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;27,60;53,55;270,10;-35,43;44,46;15,77;7,60;3,46;3,61
EV/EBITDA;27,01;25,35;19,75;20,28;14,70;12,86;11,17;9,40;11,57
EV/EBIT;36,41;35,55;29,30;26,37;17,46;15,58;13,58;11,38;13,77
P/EBITDA;23,61;21,79;15,47;16,29;12,65;11,19;10,33;10,10;12,74
P/EBIT;31,82;30,55;22,95;21,18;15,03;13,55;12,56;12,22;15,16
VPA;7,12;3,11;0,39;-2,31;1,96;4,10;6,97;13,06;13,10
P/Ativo;3,35;3,31;2,16;2,02;1,78;1,65;1,56;1,18;1,45
LPA;4.33;3.74;3.09;2.49;5.15;3.44;3.46;1.0;2.28
P/SR;9,83;8,80;5,80;5,19;5,75;4,87;4,30;4,11;5,18
P/Cap. Giro;-70,00;-51,84;-138,94;18,18;7,42;5,45;6,12;2,84;3,89
P/Ativo Circ. Liq.;-3,93;-3,94;-2,56;-2,84;-3,08;-3,01;-2,73;-2,63;-3,24
Dív. líquida/PL;3,98;8,76;74,83;-;7,20;2,36;0,62;-0,24;-0,33
Dív. líquida/EBITDA;3,40;3,56;4,28;3,99;2,05;1,68;0,84;-0,69;-1,17
Dív. líquida/EBIT;4,59;5,00;6,36;5,19;2,43;2,03;1,02;-0,84;-1,39
PL/Ativos;0,12;0,06;0,01;-0,06;0,04;0,10;0,21;0,34;0,40
Passivos/Ativos;0,88;0,93;0,99;1,05;0,95;0,89;0,79;0,66;0,60
Liq. corrente;0,75;0,72;0,91;1,62;2,30;3,03;2,49;3,98;3,08
M. Bruta;70,51%;71,41%;72,85%;79,08%;80,59%;79,68%;79,76%;79,53%;80,28%
M. EBITDA;41,66%;40,40%;37,51%;31,87%;45,48%;43,58%;41,65%;40,75%;40,65%
M. EBIT;30,90%;28,80%;25,29%;24,51%;38,28%;35,98%;34,26%;33,68%;34,17%
M. Líquida;21,68%;19,76%;17,02%;15,83%;33,96%;25,94%;28,05%;9,11%;25,01%
ROE;60,84%;120,26%;792,45%;-107,99%;262,43%;83,94%;49,56%;7,65%;17,42%
ROA;7,39%;7,42%;6,33%;6,15%;10,48%;8,78%;10,20%;2,60%;7,00%
ROIC;14,18%;14,63%;13,12%;13,60%;16,48%;14,50%;16,68%;4,30%;10,44%
Giro ativos;0,34;0,38;0,37;0,39;0,31;0,34;0,36;0,29;0,28
CAGR Receitas 5 anos;6,04%;4,87%;2,35%;1,79%;0,44%;0,64%;1,16%;0,36%;0,79%
CAGR Lucros 5 anos;-1,14%;18,84%;-6,60%;9,08%;0,39%;0,23%;-19,97%;-1,08%;0,81%
