;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,07%;1,22%;1,48%;2,51%;3,01%;4,38%;1,73%;2,08%;1,90%
Div;1.05;0.94;0.86;1.54;2.1;1.94;1.85;1.69;1.46
P/L;34.36;39.8;31.58;26.81;29.49;7.78;22.68;29.2;17.52
PEG Ratio;0,49;-;-;-;-;-;-;-;-
P/VP;4,64;3,97;3,09;4,90;5,47;1,13;3,11;2,45;2,17
EV/EBITDA;55,19;21,53;21,62;18,82;20,86;6,61;15,44;11,67;13,78
EV/EBIT;118,96;28,62;25,77;21,84;24,36;7,63;18,01;13,69;16,33
P/EBITDA;47,97;17,96;16,65;16,20;18,07;4,79;13,17;9,39;10,62
P/EBIT;103,40;23,86;19,85;18,80;21,10;5,53;15,36;11,02;12,58
VPA;21,06;19,46;18,81;12,51;12,79;39,22;34,40;33,23;35,37
P/Ativo;1,82;1,46;1,04;1,45;1,74;0,40;1,26;0,85;0,83
LPA;2.85;1.94;1.84;2.29;2.37;5.69;4.72;2.79;4.39
P/SR;6,92;6,36;5,79;4,95;6,08;1,31;4,24;3,24;3,36
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-1,82;-1,46;-1,04;-1,45;-1,74;-0,40;-1,26;-0,85;-0,83
Dív. líquida/PL;0,70;0,79;0,92;0,79;0,85;0,43;0,54;0,60;0,65
Dív. líquida/EBITDA;7,22;3,58;4,97;2,62;2,79;1,82;2,27;2,28;3,17
Dív. líquida/EBIT;15,56;4,75;5,92;3,04;3,26;2,10;2,65;2,67;3,75
PL/Ativos;0,39;0,37;0,33;0,29;0,32;0,36;0,40;0,35;0,38
Passivos/Ativos;0,61;0,63;0,67;0,71;0,68;0,64;0,60;0,65;0,62
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;61,78%;60,62%;62,47%;56,63%;57,19%;50,71%;58,26%;57,57%;59,61%
M. EBITDA;14,43%;35,44%;34,74%;30,54%;33,62%;27,42%;32,21%;34,50%;31,62%
M. EBIT;6,69%;26,67%;29,15%;26,31%;28,80%;23,76%;27,62%;29,42%;26,68%
M. Líquida;20,14%;15,99%;18,32%;18,45%;20,60%;16,88%;18,70%;11,10%;19,16%
ROE;13,52%;9,98%;9,79%;18,29%;18,56%;14,50%;13,73%;8,41%;12,40%
ROA;5,30%;3,67%;3,28%;5,39%;5,90%;5,19%;5,56%;2,92%;4,75%
ROIC;0,76%;7,40%;6,30%;10,84%;10,73%;8,64%;9,95%;6,55%;8,64%
Giro ativos;0,26;0,23;0,18;0,29;0,29;0,31;0,30;0,26;0,25
CAGR Receitas 5 anos;11,04%;6,97%;9,89%;10,05%;10,18%;3,41%;5,15%;4,05%;0,75%
CAGR Lucros 5 anos;7,61%;18,25%;9,06%;62,12%;16,87%;13,33%;3,53%;15,67%;-22,82%
