;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,22%;0,83%;0,50%;-%;-%;1,00%;2,58%;2,63%;1,81%
Div;0.15;0.5;0.2;;;0.4;1.51;1.31;1.01
P/L;9.79;11.31;5.62;15.99;89.32;-2.06;7.9;8.66;12.41
PEG Ratio;-21,69;-;-;-;-;-;-;-;-
P/VP;2,41;2,56;2,33;3,20;6,43;16,65;2,45;2,49;3,17
EV/EBITDA;40,83;6,60;4,79;7,44;11,05;-3,29;5,06;5,43;5,66
EV/EBIT;40,83;9,66;6,53;12,77;24,22;-2,77;7,07;7,74;7,80
P/EBITDA;32,81;4,94;2,95;4,17;6,81;-2,07;4,15;4,37;4,90
P/EBIT;32,81;7,24;4,02;7,16;14,91;-1,74;5,80;6,24;6,75
VPA;28,83;23,66;17,26;10,26;6,07;2,42;23,84;20,04;17,64
P/Ativo;0,57;0,52;0,35;0,29;0,35;0,35;0,58;0,57;0,74
LPA;7.09;5.35;7.16;2.06;0.44;-19.5;7.4;5.76;4.51
P/SR;0,72;0,63;0,45;0,42;0,84;1,49;0,80;0,77;0,97
P/Cap. Giro;-2,66;-2,32;-1,60;-1,63;-4,98;17,29;-3,15;-2,79;-3,57
P/Ativo Circ. Liq.;-0,66;-0,60;-0,41;-0,36;-0,44;-0,47;-0,67;-0,63;-0,87
Dív. líquida/PL;0,59;0,86;1,46;2,51;4,01;9,82;0,54;0,60;0,49
Dív. líquida/EBITDA;8,02;1,66;1,84;3,27;4,25;-1,22;0,91;1,05;0,76
Dív. líquida/EBIT;8,02;2,43;2,51;5,61;9,30;-1,03;1,27;1,50;1,05
PL/Ativos;0,24;0,20;0,15;0,09;0,05;0,02;0,24;0,23;0,23
Passivos/Ativos;0,76;0,80;0,85;0,91;0,95;0,98;0,76;0,77;0,77
Liq. corrente;0,40;0,37;0,39;0,50;0,76;1,09;0,41;0,34;0,41
M. Bruta;15,01%;59,08%;57,64%;54,53%;51,85%;37,44%;57,60%;56,25%;58,93%
M. EBITDA;2,20%;12,84%;15,13%;9,98%;12,29%;-72,22%;19,32%;17,53%;19,73%
M. EBIT;2,20%;8,77%;11,10%;5,82%;5,61%;-85,74%;13,83%;12,29%;14,33%
M. Líquida;7,36%;5,61%;7,94%;2,61%;0,94%;-72,45%;10,14%;8,86%;7,79%
ROE;24,60%;22,61%;41,50%;20,02%;7,20%;-807,37%;31,04%;28,75%;25,58%
ROA;5,81%;4,59%;6,26%;1,82%;0,39%;-17,20%;7,39%;6,53%;5,97%
ROIC;0,41%;13,35%;17,47%;7,93%;5,06%;-58,19%;19,11%;18,10%;16,86%
Giro ativos;0,79;0,82;0,79;0,70;0,41;0,24;0,73;0,74;0,77
CAGR Receitas 5 anos;5,57%;5,49%;4,22%;-5,39%;-15,93%;3,10%;3,30%;2,33%;2,36%
CAGR Lucros 5 anos;-6,22%;3,21%;-16,28%;-41,81%;-%;48,55%;-17,89%;26,00%;37,48%
