;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,76%;7,65%;9,52%;8,05%;7,43%;8,29%;6,57%;6,07%;3,56%
Div;1.02;4.0;3.84;3.68;3.53;3.39;3.27;3.0;2.54
P/L;10.96;7.85;8.75;14.16;34.91;17.06;-72.11;13.33;13.31
PEG Ratio;1,40;-;-;-;-;-;-;-;-
P/VP;-36,67;-39,50;-20,10;-20,54;-53,80;26,84;14,99;6,28;8,85
EV/EBITDA;35,95;7,36;7,69;12,02;21,01;12,05;52,45;11,46;13,84
EV/EBIT;39,33;7,50;7,86;12,34;22,04;12,44;58,24;11,71;14,11
P/EBITDA;29,25;5,90;5,84;9,41;16,52;9,12;41,04;9,07;12,66
P/EBIT;32,00;6,02;5,97;9,66;17,33;9,41;45,57;9,28;12,91
VPA;-1,58;-1,32;-2,01;-2,23;-0,88;1,53;3,33;7,87;8,07
P/Ativo;2,77;2,51;1,84;2,21;2,19;1,61;1,89;1,67;3,15
LPA;5.27;6.66;4.61;3.23;1.36;2.4;-0.69;3.71;5.37
P/SR;4,15;3,68;2,91;3,25;3,32;2,91;3,71;3,66;5,32
P/Cap. Giro;-30,64;-20,71;-12,41;-58,46;-34,62;-39,15;-27,83;-5,49;-55,57
P/Ativo Circ. Liq.;-3,25;-2,88;-2,16;-2,74;-2,58;-1,89;-2,10;-1,81;-3,50
Dív. líquida/PL;-;-;-;-;-;8,64;4,17;1,65;0,82
Dív. líquida/EBITDA;6,70;1,46;1,85;2,61;4,49;2,94;11,41;2,39;1,18
Dív. líquida/EBIT;7,33;1,48;1,89;2,68;4,71;3,03;12,67;2,44;1,20
PL/Ativos;-0,08;-0,06;-0,09;-0,11;-0,04;0,06;0,13;0,27;0,36
Passivos/Ativos;1,08;1,06;1,09;1,11;1,04;0,94;0,87;0,73;0,64
Liq. corrente;0,62;0,51;0,49;0,84;0,71;0,79;0,59;0,20;0,64
M. Bruta;62,01%;59,82%;58,34%;56,77%;53,79%;49,80%;50,62%;48,31%;46,77%
M. EBITDA;14,17%;62,37%;49,79%;34,56%;20,11%;31,95%;9,05%;40,34%;42,00%
M. EBIT;12,95%;61,18%;48,67%;33,66%;19,17%;30,97%;8,15%;39,45%;41,18%
M. Líquida;37,81%;46,90%;33,21%;22,97%;9,51%;17,08%;-5,15%;27,45%;39,97%
ROE;-334,50%;-503,31%;-229,66%;-145,08%;-154,11%;157,34%;-20,78%;47,09%;66,48%
ROA;25,28%;32,02%;21,08%;15,60%;6,26%;9,42%;-2,62%;12,56%;23,66%
ROIC;5,41%;54,22%;40,18%;30,04%;13,76%;17,53%;-0,05%;18,83%;34,62%
Giro ativos;0,67;0,68;0,63;0,68;0,66;0,55;0,51;0,46;0,59
CAGR Receitas 5 anos;-0,89%;-0,70%;-0,38%;0,21%;0,56%;0,48%;0,72%;0,77%;1,58%
CAGR Lucros 5 anos;-%;3,15%;-10,83%;-29,53%;-3,11%;-%;8,95%;19,66%;33,35%
