;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,90%;1,01%;1,05%;0,92%;0,58%;0,79%;0,89%;1,03%;0,80%
Div;1.76;1.72;2.1;1.6;1.19;1.08;1.04;0.96;0.92
P/L;32.57;30.06;28.31;18.66;28.23;28.54;24.11;20.75;18.39
PEG Ratio;-0,33;-;-;-;-;-;-;-;-
P/VP;5,22;4,27;5,02;4,93;6,89;5,55;5,49;4,83;6,86
EV/EBITDA;21,14;11,62;12,73;9,76;13,99;-;11,10;10,11;13,59
EV/EBIT;94,24;22,17;22,12;14,48;21,44;21,63;18,63;16,59;21,94
P/EBITDA;19,52;10,73;11,86;9,15;13,40;-;10,08;9,09;12,52
P/EBIT;87,01;20,47;20,60;13,57;20,54;20,24;16,92;14,91;20,22
VPA;37,51;39,92;39,76;35,34;29,67;24,60;21,27;19,25;16,76
P/Ativo;2,30;2,06;2,40;2,32;3,16;2,44;2,28;2,00;2,83
LPA;6.01;5.68;7.06;9.34;7.24;4.79;4.84;4.48;6.25
P/SR;5,93;1,42;1,61;1,22;1,77;1,50;1,36;1,18;1,76
P/Cap. Giro;-72,69;184,64;40,53;28,11;36,80;19,07;27,94;67,43;30,27
P/Ativo Circ. Liq.;-2,90;-2,62;-3,11;-3,24;-4,79;-3,53;-3,12;-2,83;-4,04
Dív. líquida/PL;0,43;0,36;0,37;0,33;0,30;0,38;0,56;0,54;0,58
Dív. líquida/EBITDA;1,62;0,89;0,88;0,61;0,59;-;1,02;1,02;1,06
Dív. líquida/EBIT;7,23;1,71;1,52;0,91;0,90;1,39;1,71;1,68;1,72
PL/Ativos;0,44;0,48;0,48;0,47;0,46;0,44;0,41;0,41;0,41
Passivos/Ativos;0,56;0,52;0,52;0,53;0,54;0,56;0,59;0,59;0,59
Liq. corrente;0,87;1,06;1,35;1,41;1,34;1,70;1,43;1,11;1,45
M. Bruta;41,54%;42,45%;41,02%;37,56%;37,47%;39,10%;39,20%;37,22%;38,13%
M. EBITDA;30,37%;13,23%;13,55%;13,35%;13,17%;-%;13,47%;12,97%;14,01%
M. EBIT;6,81%;6,94%;7,80%;9,00%;8,60%;7,41%;8,03%;7,91%;8,68%
M. Líquida;18,20%;4,72%;5,68%;6,54%;6,25%;5,25%;5,63%;5,68%;9,55%
ROE;16,03%;14,22%;17,75%;26,44%;24,40%;19,46%;22,78%;23,30%;37,31%
ROA;7,06%;6,87%;8,48%;12,45%;11,20%;8,54%;9,44%;9,62%;15,37%
ROIC;0,66%;11,83%;13,98%;20,71%;18,26%;14,18%;16,03%;16,31%;18,22%
Giro ativos;0,39;1,45;1,49;1,90;1,79;1,63;1,68;1,69;1,61
CAGR Receitas 5 anos;5,69%;8,29%;15,56%;13,17%;9,26%;8,25%;9,06%;7,30%;7,69%
CAGR Lucros 5 anos;2,03%;8,27%;7,15%;11,98%;3,44%;6,62%;7,41%;17,20%;10,95%
