;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,18%;0,73%;0,82%;0,99%;0,65%;0,82%;0,84%;1,18%;0,97%
Div;0.95;3.63;3.61;3.32;3.07;2.69;2.29;2.0;1.64
P/L;37.79;39.8;52.81;33.93;37.61;33.81;31.43;21.78;28.88
PEG Ratio;2,02;-;-;-;-;-;-;-;-
P/VP;4,81;4,62;4,05;3,03;55,97;155,39;139,32;67,89;60,93
EV/EBITDA;67,48;24,05;28,91;19,91;24,96;22,12;20,69;14,67;15,76
EV/EBIT;127,72;29,08;37,16;23,94;25,99;23,47;22,07;15,75;16,85
P/EBITDA;63,60;22,62;26,94;18,31;25,50;22,12;20,38;14,11;15,48
P/EBIT;120,38;27,35;34,63;22,01;26,56;23,48;21,73;15,15;16,55
VPA;109,42;107,73;108,64;110,60;8,43;2,12;1,96;2,50;2,78
P/Ativo;2,67;2,55;2,29;1,78;7,57;6,31;5,88;4,52;4,58
LPA;13.93;12.51;8.34;9.87;12.55;9.72;8.69;7.8;5.87
P/SR;10,62;10,79;11,10;9,86;13,71;10,63;9,96;6,81;7,12
P/Cap. Giro;-1.069,70;-164,30;-141,22;-331,91;22,77;32,94;41,22;44,55;38,92
P/Ativo Circ. Liq.;-2,95;-2,80;-2,50;-1,96;-18,30;-12,08;-10,06;-7,28;-8,47
Dív. líquida/PL;0,29;0,29;0,30;0,27;-1,18;-0,04;2,16;2,68;1,10
Dív. líquida/EBITDA;3,88;1,43;1,97;1,60;-0,54;-0,01;0,32;0,56;0,28
Dív. líquida/EBIT;7,34;1,73;2,53;1,93;-0,56;-0,01;0,34;0,60;0,30
PL/Ativos;0,55;0,55;0,56;0,59;0,14;0,04;0,04;0,07;0,08
Passivos/Ativos;0,37;0,38;0,37;0,36;0,64;0,74;0,76;0,76;0,78
Liq. corrente;0,97;0,85;0,84;0,94;2,31;1,67;1,52;1,36;1,35
M. Bruta;23,93%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;16,69%;47,71%;41,19%;53,83%;53,77%;48,04%;48,89%;48,27%;46,02%
M. EBIT;8,82%;39,45%;32,05%;44,77%;51,62%;45,27%;45,84%;44,98%;43,05%
M. Líquida;28,10%;27,11%;21,01%;29,05%;36,45%;31,43%;31,69%;31,29%;24,67%
ROE;12,73%;11,62%;7,68%;8,93%;148,82%;459,53%;443,22%;311,78%;211,00%
ROA;7,06%;6,40%;4,33%;5,26%;20,13%;18,66%;18,71%;20,74%;15,87%
ROIC;0,08%;10,02%;7,07%;8,08%;55,03%;57,91%;55,21%;52,56%;41,77%
Giro ativos;0,25;0,24;0,21;0,18;0,55;0,59;0,59;0,66;0,64
CAGR Receitas 5 anos;16,23%;14,83%;13,02%;7,95%;6,97%;5,81%;5,88%;7,26%;7,44%
CAGR Lucros 5 anos;12,65%;6,05%;16,77%;7,50%;15,14%;-%;7,31%;27,91%;18,25%
