;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;3,39%;5,01%;5,48%;4,56%;2,67%;2,91%;2,53%;3,03%;2,44%
Div;2.8;2.8;2.8;2.78;2.72;2.72;2.67;2.46;2.21
P/L;-20.77;20.23;-4.76;41.43;32.82;57.6;27.77;46.63;28.54
PEG Ratio;1,61;-;-;-;-;-;-;-;-
P/VP;28,54;6,74;6,67;2,98;4,65;4,43;4,82;5,86;6,19
EV/EBITDA;80,76;11,91;-11,59;9,74;10,22;14,01;14,46;18,85;10,61
EV/EBIT;-1.043,46;15,69;-6,57;27,48;22,42;31,47;20,00;29,90;13,10
P/EBITDA;65,52;8,86;-8,21;6,91;8,42;10,91;15,02;17,94;10,37
P/EBIT;-846,53;11,67;-4,65;19,49;18,47;24,50;20,76;28,46;12,80
VPA;2,90;8,30;7,65;20,50;21,89;21,14;21,89;13,87;14,69
P/Ativo;2,10;1,23;1,08;0,91;1,40;1,18;1,63;1,95;2,14
LPA;-3.98;2.76;-10.73;1.47;3.1;1.62;3.8;1.74;3.18
P/SR;2,40;1,89;1,42;1,44;2,19;2,35;3,06;2,24;2,17
P/Cap. Giro;11,64;9,27;26,52;10,42;11,06;8,88;2,63;5,68;4,75
P/Ativo Circ. Liq.;-3,73;-1,90;-1,68;-1,34;-2,23;-1,84;-6,86;-4,71;-6,84
Dív. líquida/PL;6,64;2,32;2,75;1,22;0,99;1,26;-0,18;0,30;0,15
Dív. líquida/EBITDA;15,24;3,05;-3,38;2,83;1,80;3,11;-0,55;0,91;0,24
Dív. líquida/EBIT;-196,93;4,02;-1,92;7,99;3,95;6,98;-0,77;1,45;0,30
PL/Ativos;0,07;0,18;0,16;0,30;0,30;0,27;0,34;0,33;0,35
Passivos/Ativos;0,93;0,82;0,84;0,70;0,70;0,73;0,66;0,67;0,65
Liq. corrente;1,70;1,60;1,13;1,37;1,52;1,60;5,37;2,42;2,90
M. Bruta;15,38%;71,48%;65,90%;67,36%;69,98%;68,55%;61,70%;59,59%;60,96%
M. EBITDA;3,66%;21,29%;-17,25%;20,84%;26,02%;21,50%;20,39%;12,51%;20,96%
M. EBIT;-0,28%;16,16%;-30,44%;7,38%;11,86%;9,57%;14,75%;7,89%;16,98%
M. Líquida;-11,55%;9,32%;-29,77%;3,47%;6,68%;4,07%;11,03%;4,81%;7,61%
ROE;-137,38%;33,31%;-140,25%;7,18%;14,17%;7,68%;17,37%;12,56%;21,67%
ROA;-10,11%;6,08%;-22,77%;2,19%;4,27%;2,06%;5,88%;4,19%;7,50%
ROIC;-3,53%;12,46%;-38,52%;5,50%;8,72%;5,33%;8,84%;9,00%;13,45%
Giro ativos;0,88;0,65;0,76;0,63;0,64;0,51;0,53;0,87;0,98
CAGR Receitas 5 anos;-2,61%;1,79%;2,37%;5,04%;4,21%;1,99%;2,33%;4,96%;3,21%
CAGR Lucros 5 anos;-5,82%;-%;-12,49%;-4,91%;-13,21%;4,59%;-5,09%;3,37%;7,43%
