;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,12%;0,42%;0,54%;0,75%;0,52%;0,66%;0,62%;0,68%;0,54%
Div;0.26;0.8;0.68;0.75;0.48;0.48;0.48;0.48;0.44
P/L;31.24;30.75;27.68;28.57;30.67;33.62;45.65;23.02;29.8
PEG Ratio;2,73;-;-;-;-;-;-;-;-
P/VP;3,33;3,22;2,15;1,79;1,68;1,38;1,49;2,37;2,76
EV/EBITDA;52,96;17,27;14,56;14,70;15,28;15,40;18,98;14,14;17,94
EV/EBIT;123,21;22,19;19,86;20,72;22,65;23,24;28,11;17,40;22,34
P/EBITDA;46,89;15,69;12,63;12,34;12,63;12,21;15,18;11,65;14,91
P/EBIT;109,09;20,16;17,22;17,39;18,72;18,43;22,49;14,34;18,56
VPA;64,62;58,91;58,98;55,75;54,90;53,18;52,14;29,70;29,46
P/Ativo;1,71;1,74;1,19;0,98;0,93;0,75;0,79;0,78;1,19
LPA;6.88;6.16;4.58;3.49;3.0;2.18;1.7;3.05;2.73
P/SR;3,41;3,13;2,33;2,16;2,19;1,84;1,82;1,56;2,01
P/Cap. Giro;21,33;28,22;28,24;21,03;18,56;21,32;15,97;2,42;11,30
P/Ativo Circ. Liq.;-2,34;-2,36;-1,60;-1,27;-1,17;-0,96;-1,01;-1,62;-1,81
Dív. líquida/PL;0,43;0,32;0,33;0,34;0,35;0,36;0,37;0,51;0,56
Dív. líquida/EBITDA;6,07;1,58;1,93;2,36;2,65;3,19;3,80;2,49;3,03
Dív. líquida/EBIT;14,12;2,03;2,63;3,33;3,92;4,82;5,62;3,06;3,78
PL/Ativos;0,51;0,54;0,55;0,55;0,55;0,55;0,53;0,33;0,43
Passivos/Ativos;0,49;0,46;0,45;0,45;0,45;0,45;0,47;0,67;0,57
Liq. corrente;1,42;1,30;1,20;1,25;1,32;1,20;1,29;2,70;1,44
M. Bruta;33,72%;32,41%;30,42%;30,38%;30,29%;28,28%;27,78%;28,28%;27,44%
M. EBITDA;7,27%;19,93%;18,47%;17,53%;17,32%;15,10%;11,98%;13,35%;13,51%
M. EBIT;3,12%;15,51%;13,54%;12,44%;11,68%;10,01%;8,09%;10,85%;10,85%
M. Líquida;10,91%;10,17%;8,42%;7,57%;7,13%;5,48%;3,98%;6,76%;6,76%
ROE;10,65%;10,46%;7,77%;6,27%;5,47%;4,09%;3,27%;10,28%;9,27%
ROA;5,47%;5,65%;4,29%;3,42%;3,02%;2,25%;1,72%;3,41%;3,99%
ROIC;-0,34%;9,01%;7,17%;5,86%;5,20%;4,26%;3,79%;5,97%;7,12%
Giro ativos;0,50;0,56;0,51;0,45;0,42;0,41;0,43;0,50;0,59
CAGR Receitas 5 anos;4,84%;17,27%;16,59%;21,69%;17,96%;21,92%;11,20%;10,18%;8,30%
CAGR Lucros 5 anos;26,45%;22,55%;19,27%;12,85%;0,78%;-1,46%;0,18%;0,83%;12,49%
