;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;2,32%;3,04%;3,12%;2,24%;2,92%;2,34%;2,21%;1,60%
Div;;1.78;1.58;1.42;1.3;1.24;1.18;1.04;0.86
P/L;16.27;12.72;12.89;15.58;13.15;10.99;10.86;11.36;14.09
PEG Ratio;0,35;-;-;-;-;-;-;-;-
P/VP;1,86;1,33;0,97;0,90;1,09;0,82;1,12;1,15;1,34
EV/EBITDA;-;-1,35;-2,92;-6,15;-9,54;-;-4,45;-3,87;-4,00
EV/EBIT;-;-1,44;-3,18;-7,60;-13,20;-20,53;-5,04;-4,52;-5,04
P/EBITDA;47,16;1,90;1,76;4,29;6,93;-;4,12;4,98;7,71
P/EBIT;-;2,03;1,92;5,30;9,58;6,72;4,67;5,81;9,70
VPA;62,92;57,57;53,69;50,39;53,52;51,69;44,98;41,10;40,28
P/Ativo;0,18;0,13;0,10;0,09;0,11;0,08;0,12;0,13;0,15
LPA;7.18;6.04;4.04;2.92;4.42;3.86;4.63;4.14;3.82
P/SR;-;2,97;2,25;2,25;2,89;2,44;2,81;2,83;3,54
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,18;-0,13;-0,10;-0,09;-0,11;-0,08;-0,12;-0,13;-0,15
Dív. líquida/PL;-2,49;-2,28;-2,58;-2,20;-2,58;-3,33;-2,33;-2,04;-2,03
Dív. líquida/EBITDA;-;-3,25;-4,67;-10,44;-16,47;-;-8,57;-8,85;-11,70
Dív. líquida/EBIT;-;-3,47;-5,10;-12,90;-22,78;-27,24;-9,71;-10,33;-14,74
PL/Ativos;0,10;0,10;0,10;0,10;0,10;0,10;0,11;0,11;0,11
Passivos/Ativos;0,90;0,90;0,90;0,90;0,90;0,90;0,89;0,89;0,89
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;-%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;-%;156,05%;127,85%;52,50%;41,72%;-%;68,23%;56,85%;45,99%
M. EBIT;-%;146,33%;117,11%;42,49%;30,16%;36,27%;60,27%;48,71%;36,52%
M. Líquida;-%;23,38%;17,45%;14,46%;21,98%;22,17%;25,88%;24,90%;25,15%
ROE;11,42%;10,49%;7,52%;5,80%;8,25%;7,47%;10,30%;10,08%;9,49%
ROA;1,10%;1,04%;0,75%;0,58%;0,80%;0,73%;1,12%;1,13%;1,05%
ROIC;-%;28,20%;21,03%;6,91%;4,61%;5,32%;9,83%;7,63%;5,49%
Giro ativos;0,00;0,04;0,04;0,04;0,04;0,03;0,04;0,05;0,04
CAGR Receitas 5 anos;2,36%;1,33%;1,16%;1,27%;-0,07%;0,57%;1,34%;0,55%;-0,21%
CAGR Lucros 5 anos;0,40%;-4,99%;-8,97%;1,17%;3,74%;12,62%;16,34%;11,35%;7,42%
