;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;4,97%;3,72%;3,88%;3,42%;3,19%;3,17%;3,00%;3,51%;3,22%
Div;5.04;4.87;4.71;4.64;4.56;4.27;4.12;4.0;3.89
P/L;17.1;17.08;23.21;23.69;26.54;19.5;21.86;27.98;18.63
PEG Ratio;-0,70;-;-;-;-;-;-;-;-
P/VP;25,27;51,76;44,75;83,76;93,65;73,26;-1.428,88;-137,48;67,48
EV/EBITDA;22,97;12,55;15,61;16,02;17,39;13,56;14,23;15,70;12,23
EV/EBIT;43,66;15,62;20,69;20,62;22,76;16,95;18,72;22,37;14,90
P/EBITDA;19,15;10,93;13,35;13,57;14,82;11,53;12,32;13,34;10,52
P/EBIT;36,39;13,60;17,70;17,47;19,40;14,41;16,20;19,01;12,83
VPA;4,01;2,53;2,72;1,62;1,53;1,84;-0,10;-0,83;1,79
P/Ativo;1,99;2,63;2,36;2,55;2,70;2,62;3,09;2,72;2,80
LPA;5.93;7.67;5.23;5.73;5.39;6.91;6.29;4.07;6.48
P/SR;1,64;2,17;2,00;2,27;2,48;2,40;2,56;2,13;2,31
P/Cap. Giro;-21,00;-30,53;-33,37;-28,55;-40,65;-36,14;-25,32;-26,39;-65,60
P/Ativo Circ. Liq.;-2,95;-3,96;-3,52;-3,74;-3,92;-3,71;-4,61;-4,16;-4,27
Dív. líquida/PL;5,05;7,69;7,56;15,09;16,21;12,92;-;-;10,92
Dív. líquida/EBITDA;3,82;1,62;2,26;2,44;2,57;2,03;1,92;2,36;1,70
Dív. líquida/EBIT;7,27;2,02;2,99;3,15;3,36;2,54;2,52;3,36;2,08
PL/Ativos;0,08;0,05;0,05;0,03;0,03;0,04;0,00;-0,02;0,04
Passivos/Ativos;0,92;0,95;0,95;0,97;0,97;0,96;1,00;1,02;0,96
Liq. corrente;0,77;0,80;0,82;0,78;0,82;0,80;0,73;0,77;0,89
M. Bruta;34,22%;35,80%;34,42%;30,83%;30,80%;35,64%;32,71%;30,28%;35,90%
M. EBITDA;8,57%;19,83%;15,01%;16,73%;16,70%;20,78%;20,75%;16,00%;21,98%
M. EBIT;4,51%;15,94%;11,33%;13,00%;12,76%;16,62%;15,78%;11,23%;18,03%
M. Líquida;9,60%;12,69%;8,63%;9,59%;9,33%;12,29%;11,69%;7,63%;12,42%
ROE;147,82%;302,98%;192,79%;353,56%;352,92%;375,72%;-6.536,36%;-491,29%;362,16%
ROA;11,66%;15,38%;10,17%;10,76%;10,17%;13,42%;14,11%;9,71%;15,04%
ROIC;2,61%;31,63%;20,85%;23,05%;21,97%;27,79%;30,16%;22,19%;31,21%
Giro ativos;1,21;1,21;1,18;1,12;1,09;1,09;1,21;1,27;1,21
CAGR Receitas 5 anos;1,69%;2,02%;1,92%;1,23%;0,58%;-1,33%;-1,12%;-1,18%;-2,59%
CAGR Lucros 5 anos;3,36%;4,58%;-3,22%;-3,48%;18,35%;7,17%;-8,02%;5,42%;6,36%
