;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;0,80%;3,03%;1,14%;0,93%;1,06%;2,43%;3,23%;3,24%
Div;;0.47;1.43;0.83;0.51;0.47;1.68;1.59;1.55
P/L;14.03;12.67;13.13;20.85;14.24;14.87;18.61;14.09;15.89
PEG Ratio;0,67;-;-;-;-;-;-;-;-
P/VP;2,73;2,65;2,43;4,27;2,19;1,25;2,09;1,66;1,61
EV/EBITDA;37,59;10,28;10,34;15,58;10,11;-;12,05;9,44;9,54
EV/EBIT;35,29;9,55;10,23;16,05;11,03;8,86;13,41;10,71;10,71
P/EBITDA;37,47;10,02;9,75;15,11;9,34;-;11,33;8,20;8,45
P/EBIT;35,17;9,30;9,64;15,57;10,18;9,23;12,61;9,31;9,48
VPA;25,79;22,09;19,37;17,01;25,09;35,41;33,07;29,68;29,62
P/Ativo;0,61;0,55;0,49;0,85;0,45;0,28;0,48;0,36;0,36
LPA;5.02;4.62;3.59;3.48;3.86;2.98;3.71;3.5;3.01
P/SR;1,82;1,63;1,49;2,58;1,54;0,97;1,61;1,17;1,14
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,61;-0,55;-0,49;-0,85;-0,45;-0,28;-0,48;-0,36;-0,36
Dív. líquida/PL;0,01;0,07;0,15;0,13;0,18;-0,05;0,13;0,25;0,21
Dív. líquida/EBITDA;0,12;0,27;0,59;0,47;0,77;-;0,71;1,24;1,09
Dív. líquida/EBIT;0,11;0,25;0,59;0,49;0,84;-0,37;0,80;1,40;1,23
PL/Ativos;0,22;0,21;0,20;0,20;0,21;0,22;0,23;0,22;0,22
Passivos/Ativos;0,78;0,79;0,80;0,80;0,79;0,78;0,77;0,78;0,78
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;12,33%;47,71%;47,52%;47,51%;47,61%;44,82%;47,72%;48,32%;47,92%
M. EBITDA;4,87%;16,28%;15,33%;17,07%;16,50%;-%;14,17%;14,31%;13,44%
M. EBIT;5,19%;17,53%;15,50%;16,57%;15,12%;10,56%;12,73%;12,60%;11,97%
M. Líquida;13,01%;12,88%;11,38%;12,37%;10,81%;6,55%;8,63%;8,33%;7,15%
ROE;19,45%;20,92%;18,53%;20,47%;15,37%;8,41%;11,23%;11,78%;10,15%
ROA;4,36%;4,33%;3,71%;4,08%;3,19%;1,86%;2,56%;2,57%;2,26%
ROIC;1,86%;17,15%;15,23%;16,65%;12,50%;8,17%;10,60%;10,59%;9,35%
Giro ativos;0,34;0,34;0,33;0,33;0,29;0,28;0,30;0,31;0,32
CAGR Receitas 5 anos;11,53%;9,56%;7,76%;4,32%;2,36%;2,08%;3,72%;5,70%;8,22%
CAGR Lucros 5 anos;20,83%;16,61%;20,26%;11,18%;1,05%;1,00%;5,09%;1,46%;9,00%
