;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,44%;1,81%;1,80%;1,89%;1,36%;1,49%;1,69%;2,59%;1,77%
Div;18.77;17.07;14.5;12.37;11.5;10.64;9.86;9.12;8.03
P/L;70.52;112.55;78.53;86.14;153.16;172.09;98.09;77.57;152.19
PEG Ratio;50,25;-;-;-;-;-;-;-;-
P/VP;5,33;6,78;6,09;5,27;7,04;5,98;5,63;3,93;5,18
EV/EBITDA;42,61;30,51;26,55;25,11;33,92;31,47;23,92;17,65;24,06
EV/EBIT;730,81;73,75;58,97;62,26;93,98;80,56;50,40;40,61;57,60
P/EBITDA;34,95;26,50;22,45;20,64;29,26;26,94;20,15;12,91;19,35
P/EBIT;599,40;64,06;49,86;51,17;81,06;68,97;42,46;29,69;46,32
VPA;144,19;139,05;132,19;124,23;120,15;119,35;103,67;89,80;87,56
P/Ativo;1,98;2,61;2,33;2,00;2,74;2,36;2,08;1,40;1,90
LPA;10.91;8.38;10.26;7.6;5.52;4.15;5.95;4.54;2.98
P/SR;8,34;10,49;9,29;8,35;11,55;10,61;8,95;5,59;8,12
P/Cap. Giro;39,81;43,72;187,42;41,36;56,70;108,89;69,64;46.387,03;35,23
P/Ativo Circ. Liq.;-2,28;-3,10;-2,62;-2,25;-3,07;-2,61;-2,36;-1,51;-2,16
Dív. líquida/PL;1,17;1,03;1,11;1,14;1,12;1,01;1,05;1,44;1,26
Dív. líquida/EBITDA;7,66;4,01;4,10;4,47;4,66;4,53;3,77;4,75;4,71
Dív. líquida/EBIT;131,41;9,69;9,11;11,09;12,91;11,60;7,94;10,92;11,29
PL/Ativos;0,37;0,39;0,38;0,38;0,39;0,39;0,37;0,36;0,37
Passivos/Ativos;0,63;0,61;0,62;0,62;0,61;0,61;0,63;0,64;0,63
Liq. corrente;1,62;1,63;1,13;1,80;1,84;1,29;1,33;1,00;1,81
M. Bruta;11,76%;48,94%;48,36%;48,35%;47,67%;48,75%;49,48%;48,63%;49,80%
M. EBITDA;23,86%;39,56%;41,40%;40,47%;39,46%;39,37%;44,41%;43,29%;41,95%
M. EBIT;1,39%;16,37%;18,64%;16,33%;14,24%;15,38%;21,08%;18,82%;17,52%
M. Líquida;11,82%;9,32%;11,83%;9,70%;7,54%;6,16%;9,12%;7,20%;5,33%
ROE;7,57%;6,02%;7,76%;6,12%;4,60%;3,48%;5,74%;5,06%;3,40%
ROA;2,81%;2,32%;2,97%;2,32%;1,79%;1,37%;2,12%;1,80%;1,25%
ROIC;0,00%;4,10%;4,81%;3,99%;3,39%;3,38%;4,93%;4,86%;4,20%
Giro ativos;0,24;0,25;0,25;0,24;0,24;0,22;0,23;0,25;0,23
CAGR Receitas 5 anos;9,48%;10,05%;10,70%;12,93%;17,09%;17,88%;18,69%;18,28%;18,20%
CAGR Lucros 5 anos;9,94%;21,54%;24,79%;31,58%;14,51%;-%;31,00%;10,72%;5,99%
