;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;2,97%;4,80%;6,79%;4,73%;2,83%;1,21%;0,87%;0,62%
Div;;3.64;5.8;8.79;4.2;1.42;1.01;0.76;0.67
P/L;10.3;10.67;9.25;9.81;11.15;-48.12;17.82;14.79;24.16
PEG Ratio;1,41;-;-;-;-;-;-;-;-
P/VP;1,88;2,33;2,50;3,07;2,34;1,43;2,25;2,61;3,83
EV/EBITDA;10,33;5,30;5,16;5,53;5,34;11,02;6,94;6,96;15,65
EV/EBIT;36,78;7,91;6,99;7,48;8,54;-59,16;13,91;12,28;72,68
P/EBITDA;9,63;5,48;5,27;5,59;5,33;10,15;6,51;6,38;14,36
P/EBIT;34,26;8,17;7,14;7,55;8,51;-54,50;13,06;11,27;66,69
VPA;55,81;52,68;48,36;42,16;37,90;34,80;37,20;33,39;28,16
P/Ativo;1,09;1,45;1,60;1,84;1,36;0,81;1,31;1,49;2,09
LPA;10.19;11.49;13.07;13.2;7.97;-1.04;4.7;5.9;4.47
P/SR;2,52;2,88;2,90;2,96;2,79;2,64;2,80;2,93;5,57
P/Cap. Giro;18,95;11,62;11,99;15,34;11,45;12,11;61,97;38,05;112,72
P/Ativo Circ. Liq.;-1,28;-1,90;-2,07;-2,46;-1,75;-0,97;-1,53;-1,75;-2,35
Dív. líquida/PL;0,14;-0,08;-0,05;-0,03;0,01;0,12;0,15;0,23;0,34
Dív. líquida/EBITDA;0,71;-0,18;-0,11;-0,05;0,02;0,87;0,42;0,57;1,29
Dív. líquida/EBIT;2,52;-0,27;-0,15;-0,07;0,03;-4,66;0,85;1,01;5,99
PL/Ativos;0,58;0,62;0,64;0,60;0,58;0,57;0,58;0,57;0,55
Passivos/Ativos;0,42;0,38;0,36;0,40;0,42;0,43;0,42;0,43;0,45
Liq. corrente;1,62;2,10;2,44;1,90;2,12;1,69;1,18;1,36;1,20
M. Bruta;21,04%;86,10%;87,29%;88,65%;86,28%;79,54%;85,01%;85,72%;82,75%
M. EBITDA;26,20%;52,60%;55,11%;53,00%;52,37%;25,98%;43,04%;45,85%;38,77%
M. EBIT;7,36%;35,26%;40,67%;39,22%;32,78%;-4,84%;21,46%;25,97%;8,35%
M. Líquida;24,49%;27,02%;31,40%;30,19%;25,02%;-5,48%;15,74%;19,79%;23,04%
ROE;18,26%;21,82%;27,03%;31,31%;21,03%;-2,98%;12,64%;17,66%;15,86%
ROA;10,59%;13,57%;17,32%;18,75%;12,20%;-1,69%;7,37%;10,08%;8,66%
ROIC;0,31%;19,12%;24,28%;26,44%;17,57%;-2,56%;10,88%;14,40%;-4,34%
Giro ativos;0,43;0,50;0,55;0,62;0,49;0,31;0,47;0,51;0,38
CAGR Receitas 5 anos;6,40%;6,96%;18,06%;19,50%;4,73%;-0,74%;3,58%;-0,83%;-5,45%
CAGR Lucros 5 anos;18,55%;17,30%;24,61%;-%;-%;-1,27%;9,25%;35,27%;-%
