;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,54%;2,44%;2,89%;3,01%;3,04%;4,05%;2,88%;3,11%;1,88%
Div;0.12;0.52;0.49;0.48;0.48;0.48;0.46;0.41;0.28
P/L;561.91;10.98;10.9;23.86;5.99;-47.6;19.55;9.68;66.54
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;1,30;1,13;1,04;1,04;1,03;0,96;1,20;0,87;0,98
EV/EBITDA;18,03;5,70;6,22;8,64;4,85;12,38;7,48;9,05;8,23
EV/EBIT;-170,60;10,65;13,52;33,12;8,35;-61,17;19,69;96,04;100,52
P/EBITDA;11,88;5,08;4,55;6,17;3,32;7,02;5,02;6,50;6,89
P/EBIT;-112,38;9,49;9,90;23,64;5,72;-34,68;13,20;68,94;84,15
VPA;18,50;18,90;16,30;15,31;15,35;12,41;13,22;15,19;14,72
P/Ativo;0,42;0,39;0,39;0,36;0,36;0,28;0,40;0,33;0,37
LPA;0.04;1.94;1.56;0.67;2.63;-0.25;0.81;1.36;0.22
P/SR;0,93;0,93;0,76;0,73;0,74;0,57;0,70;0,60;0,79
P/Cap. Giro;91,25;3,75;-7,52;-7,76;-11,34;-7,02;-5,11;249,68;9,08
P/Ativo Circ. Liq.;-0,63;-0,74;-0,58;-0,57;-0,53;-0,41;-0,56;-0,48;-0,57
Dív. líquida/PL;0,67;0,14;0,38;0,42;0,47;0,73;0,59;0,34;0,19
Dív. líquida/EBITDA;6,15;0,62;1,67;2,47;1,53;5,36;2,46;2,55;1,34
Dív. líquida/EBIT;-58,22;1,15;3,63;9,48;2,64;-26,49;6,48;27,09;16,37
PL/Ativos;0,33;0,35;0,37;0,35;0,35;0,30;0,33;0,38;0,38
Passivos/Ativos;0,67;0,65;0,63;0,65;0,65;0,70;0,67;0,62;0,62
Liq. corrente;1,01;1,29;0,87;0,88;0,91;0,88;0,79;1,00;1,13
M. Bruta;30,26%;32,79%;35,14%;33,36%;33,75%;31,39%;32,58%;29,92%;30,03%
M. EBITDA;7,86%;18,31%;16,63%;11,78%;22,26%;8,09%;14,03%;9,22%;11,51%
M. EBIT;-0,83%;9,80%;7,65%;3,07%;12,91%;-1,64%;5,33%;0,87%;0,94%
M. Líquida;0,17%;8,48%;6,95%;3,05%;12,33%;-1,19%;3,60%;6,18%;1,19%
ROE;0,23%;10,29%;9,56%;4,37%;17,16%;-2,01%;6,14%;8,98%;1,47%
ROA;0,08%;3,58%;3,54%;1,52%;5,94%;-0,60%;2,02%;3,44%;0,56%
ROIC;-1,33%;5,99%;6,04%;2,68%;10,25%;-1,76%;3,39%;-4,42%;0,29%
Giro ativos;0,45;0,42;0,51;0,50;0,48;0,50;0,56;0,56;0,47
CAGR Receitas 5 anos;0,67%;-1,14%;-0,26%;-1,71%;-2,79%;-11,97%;-11,67%;-13,91%;-%
CAGR Lucros 5 anos;19,71%;1,20%;20,34%;1,63%;-%;-8,64%;-1,44%;-%;-%
