;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,35%;1,08%;1,15%;1,30%;0,98%;1,10%;1,30%;1,33%;1,51%
Div;0.3;1.13;1.09;1.05;1.0;0.96;0.91;0.87;0.76
P/L;25.91;43.99;30.43;47.5;30.04;27.58;28.03;28.48;16.87
PEG Ratio;0,61;-;-;-;-;-;-;-;-
P/VP;4,80;5,90;5,96;5,63;7,69;7,18;6,47;6,60;5,65
EV/EBITDA;42,65;24,75;19,22;26,52;20,83;19,32;18,73;19,13;16,81
EV/EBIT;80,18;31,70;23,23;36,00;25,03;22,86;22,62;22,51;19,64
P/EBITDA;39,00;23,61;17,64;23,63;19,05;17,70;16,86;17,23;14,40
P/EBIT;73,32;30,24;21,32;32,08;22,89;20,94;20,37;20,27;16,82
VPA;17,59;17,74;15,86;14,31;13,33;12,16;10,87;9,97;8,87
P/Ativo;2,22;2,90;2,68;2,36;3,11;2,92;2,59;2,67;2,08
LPA;3.26;2.38;3.11;1.7;3.41;3.16;2.51;2.31;2.97
P/SR;3,30;4,22;3,92;3,66;4,79;4,43;3,96;3,91;3,32
P/Cap. Giro;156,30;27,84;213,49;92,69;-29,53;-78,47;-127,02;-65,27;192,31
P/Ativo Circ. Liq.;-2,70;-3,88;-3,27;-2,83;-3,68;-3,44;-3,03;-3,24;-2,50
Dív. líquida/PL;0,45;0,28;0,53;0,69;0,72;0,66;0,71;0,73;0,94
Dív. líquida/EBITDA;3,65;1,14;1,58;2,89;1,78;1,62;1,86;1,90;2,41
Dív. líquida/EBIT;6,87;1,46;1,91;3,92;2,14;1,91;2,25;2,24;2,81
PL/Ativos;0,46;0,49;0,45;0,42;0,40;0,41;0,40;0,40;0,37
Passivos/Ativos;0,54;0,51;0,55;0,58;0,60;0,59;0,60;0,60;0,63
Liq. corrente;1,09;1,70;1,08;1,18;0,59;0,80;0,88;0,81;1,07
M. Bruta;44,44%;45,69%;44,11%;41,86%;43,61%;45,23%;45,53%;44,40%;45,80%
M. EBITDA;8,46%;17,85%;22,21%;15,48%;25,15%;25,01%;23,49%;22,67%;23,06%
M. EBIT;4,50%;13,94%;18,38%;11,40%;20,93%;21,14%;19,44%;19,27%;19,74%
M. Líquida;12,74%;9,58%;12,88%;7,70%;15,94%;16,05%;14,13%;13,71%;19,69%
ROE;18,53%;13,42%;19,60%;11,86%;25,59%;26,02%;23,09%;23,17%;33,52%
ROA;8,56%;6,59%;8,82%;4,96%;10,35%;10,60%;9,25%;9,37%;12,36%
ROIC;0,58%;10,36%;13,84%;8,17%;15,22%;16,34%;14,57%;14,21%;15,13%
Giro ativos;0,67;0,69;0,68;0,64;0,65;0,66;0,65;0,68;0,63
CAGR Receitas 5 anos;6,98%;7,19%;7,32%;8,24%;7,60%;5,73%;5,35%;5,26%;4,91%
CAGR Lucros 5 anos;-1,01%;5,85%;-11,05%;12,51%;13,88%;8,27%;7,59%;16,27%;8,19%
