;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;5,33%;6,90%;5,43%;4,41%;2,62%;3,10%;3,22%;3,94%;3,51%
Div;4.75;6.26;6.25;5.98;5.48;4.94;4.59;4.29;3.91
P/L;-8.4;-10.11;33.26;35.06;82.28;68.73;79.12;88.54;146.43
PEG Ratio;0,02;-;-;-;-;-;-;-;-
P/VP;-25,99;-296,57;7,83;7,88;10,92;7,26;5,63;3,89;3,66
EV/EBITDA;-22,72;-53,73;17,45;19,48;31,59;25,91;24,52;20,99;27,38
EV/EBIT;-13,96;-21,46;30,53;33,53;60,10;49,61;49,26;44,27;62,78
P/EBITDA;-14,02;-33,51;12,01;14,28;25,82;20,32;18,87;15,45;20,34
P/EBIT;-8,61;-13,38;21,01;24,57;49,12;38,90;37,91;32,59;46,64
VPA;-3,43;-0,31;14,71;17,20;19,12;21,94;25,23;27,89;30,37
P/Ativo;1,23;1,20;1,30;1,51;2,31;1,77;1,54;1,38;1,40
LPA;-10.6;-8.98;3.46;3.87;2.54;2.32;1.8;1.23;0.76
P/SR;6,05;6,01;7,16;8,41;14,22;11,76;10,26;8,39;10,60
P/Cap. Giro;-12,19;-36,29;-32,17;-38,79;-116,81;-79,37;-82,54;-162,69;-285,45
P/Ativo Circ. Liq.;-1,28;-1,25;-1,33;-1,56;-2,39;-1,82;-1,59;-1,43;-1,45
Dív. líquida/PL;-;-;3,55;2,87;2,44;2,00;1,69;1,40;1,27
Dív. líquida/EBITDA;-8,70;-20,21;5,44;5,20;5,77;5,59;5,65;5,54;7,04
Dív. líquida/EBIT;-5,35;-8,07;9,52;8,96;10,98;10,71;11,35;11,69;16,14
PL/Ativos;-0,05;0,00;0,17;0,19;0,21;0,24;0,27;0,35;0,38
Passivos/Ativos;1,05;1,00;0,83;0,81;0,79;0,76;0,73;0,65;0,62
Liq. corrente;0,26;0,50;0,40;0,45;0,62;0,56;0,63;0,82;0,88
M. Bruta;34,28%;71,88%;71,64%;70,40%;68,56%;66,28%;65,54%;65,66%;63,74%
M. EBITDA;-43,12%;-17,92%;59,60%;58,89%;55,09%;57,86%;54,35%;54,32%;52,10%
M. EBIT;-70,19%;-44,87%;34,06%;34,21%;28,96%;30,22%;27,05%;25,75%;22,73%
M. Líquida;-71,93%;-59,42%;21,52%;23,98%;17,29%;17,11%;12,96%;9,48%;7,24%
ROE;-309,31%;-2.934,59%;23,54%;22,49%;13,27%;10,56%;7,12%;4,40%;2,50%
ROA;-14,66%;-11,92%;3,90%;4,30%;2,81%;2,58%;1,94%;1,55%;0,96%
ROIC;-19,84%;-12,41%;8,03%;8,14%;6,28%;6,07%;5,39%;4,85%;3,32%
Giro ativos;0,20;0,20;0,18;0,18;0,16;0,15;0,15;0,16;0,13
CAGR Receitas 5 anos;2,65%;5,39%;10,42%;10,09%;9,77%;10,25%;13,38%;11,83%;14,04%
CAGR Lucros 5 anos;-%;24,16%;40,31%;27,60%;-6,49%;16,61%;45,24%;10,62%;16,94%
