;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,55%;0,58%;0,63%;0,57%;0,46%;0,48%;0,52%;0,62%;0,54%
Div;2.47;3.02;3.43;2.46;2.26;2.07;1.84;1.65;1.4
P/L;30.79;36.0;42.1;10.09;45.02;47.6;20.85;29.19;27.28
PEG Ratio;4,83;-;-;-;-;-;-;-;-
P/VP;2,42;2,96;3,34;2,86;4,49;4,31;3,88;3,56;3,86
EV/EBITDA;37,04;20,73;24,09;24,21;27,62;27,79;14,60;18,33;19,77
EV/EBIT;86,89;28,39;33,75;35,07;39,51;38,14;17,16;23,28;25,50
P/EBITDA;31,16;18,29;21,80;21,46;24,11;23,07;12,99;15,72;16,91
P/EBIT;73,08;25,05;30,55;31,09;34,48;31,65;15,27;19,97;21,82
VPA;185,74;175,84;163,19;151,16;109,61;99,93;91,22;74,82;67,05
P/Ativo;1,40;1,78;2,07;1,70;2,19;1,88;2,04;1,81;1,85
LPA;14.59;14.44;12.95;42.83;10.93;9.06;16.99;9.13;9.49
P/SR;6,26;7,92;9,43;8,53;8,98;8,18;6,87;5,31;5,75
P/Cap. Giro;-36,58;-24,36;-39,33;-47,75;-74,06;-65,32;-92,64;169,64;-98,19
P/Ativo Circ. Liq.;-1,48;-1,87;-2,18;-1,83;-2,44;-2,03;-2,29;-2,02;-2,11
Dív. líquida/PL;0,46;0,39;0,35;0,37;0,65;0,88;0,48;0,59;0,65
Dív. líquida/EBITDA;5,89;2,44;2,29;2,75;3,52;4,72;1,61;2,61;2,86
Dív. líquida/EBIT;13,81;3,34;3,21;3,98;5,03;6,48;1,89;3,32;3,69
PL/Ativos;0,58;0,60;0,62;0,59;0,49;0,44;0,52;0,51;0,48
Passivos/Ativos;0,42;0,40;0,38;0,41;0,51;0,56;0,48;0,49;0,52
Liq. corrente;0,58;0,40;0,50;0,67;0,78;0,72;0,83;1,11;0,87
M. Bruta;68,96%;69,30%;69,72%;69,86%;67,80%;64,10%;63,86%;63,17%;62,18%
M. EBITDA;20,10%;43,31%;43,27%;39,77%;37,26%;35,46%;52,87%;33,78%;34,02%
M. EBIT;8,57%;31,63%;30,88%;27,45%;26,05%;25,84%;44,98%;26,59%;26,38%
M. Líquida;20,34%;22,01%;22,41%;84,60%;19,95%;17,18%;32,94%;18,19%;21,09%
ROE;7,85%;8,21%;7,93%;28,34%;9,97%;9,06%;18,63%;12,20%;14,16%
ROA;4,54%;4,94%;4,91%;16,84%;4,86%;3,95%;9,76%;6,19%;6,79%
ROIC;0,81%;6,83%;6,45%;5,19%;6,24%;5,83%;13,24%;8,88%;9,59%
Giro ativos;0,22;0,22;0,22;0,20;0,24;0,23;0,30;0,34;0,32
CAGR Receitas 5 anos;5,58%;3,54%;3,12%;8,80%;9,06%;8,62%;9,90%;9,01%;6,26%
CAGR Lucros 5 anos;-2,61%;7,95%;36,14%;11,84%;6,41%;22,30%;11,90%;14,99%;9,04%
