;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,69%;2,64%;2,71%;2,51%;2,34%;2,42%;1,82%;2,30%;2,17%
Div;0.51;2.02;1.98;1.92;1.83;1.78;1.56;1.44;1.32
P/L;19.39;19.14;20.81;28.54;75.99;175.54;26.07;22.76;27.7
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;19,37;20,12;18.335,36;28,06;25,65;32,65;17,44;12,99;13,29
EV/EBITDA;11,49;11,63;-;-;20,48;28,21;16,28;12,83;12,86
EV/EBIT;15,63;15,36;11,88;20,51;32,99;65,87;21,68;17,16;18,71
P/EBITDA;8,54;8,94;-;-;17,21;23,09;13,85;10,35;10,59
P/EBIT;11,62;11,80;12,12;16,58;27,72;53,91;18,44;13,85;15,40
VPA;3,82;3,80;0,00;2,72;3,06;2,27;4,90;4,82;4,57
P/Ativo;1,32;1,50;1.614,12;1,76;1,86;1,67;2,43;1,80;1,78
LPA;3.82;3.99;3.51;2.68;1.03;0.42;3.28;2.75;2.19
P/SR;0,44;0,47;0,48;0,57;0,78;0,72;0,73;0,55;0,57
P/Cap. Giro;17,27;20,77;17.812,25;22,38;11,67;6,72;21,41;23,02;16,33
P/Ativo Circ. Liq.;-2,39;-2,70;-3.016,11;-3,34;-3,73;-3,68;-4,44;-3,24;-3,25
Dív. líquida/PL;6,69;6,07;-365,68;6,66;4,88;7,24;3,06;3,10;2,85
Dív. líquida/EBITDA;2,95;2,69;-;-;3,27;5,12;2,43;2,47;2,27
Dív. líquida/EBIT;4,01;3,56;-0,24;3,93;5,27;11,95;3,23;3,31;3,31
PL/Ativos;0,07;0,07;0,09;0,06;0,07;0,05;0,14;0,14;0,13
Passivos/Ativos;0,93;0,93;0,91;0,94;0,93;0,95;0,86;0,86;0,87
Liq. corrente;1,21;1,20;1,24;1,20;1,47;1,84;1,33;1,21;1,32
M. Bruta;18,40%;18,53%;18,28%;17,95%;18,24%;18,72%;18,98%;18,88%;19,07%
M. EBITDA;5,10%;5,31%;-%;-%;4,51%;3,10%;5,24%;5,36%;5,40%
M. EBIT;3,75%;4,02%;3,98%;3,41%;2,80%;1,33%;3,94%;4,00%;3,71%
M. Líquida;2,25%;2,48%;2,32%;1,98%;1,02%;0,41%;2,79%;2,44%;2,06%
ROE;99,89%;105,11%;88.103,53%;98,30%;33,76%;18,60%;66,90%;57,07%;47,97%
ROA;6,83%;7,85%;7.756,01%;6,15%;2,45%;0,95%;9,32%;7,92%;6,43%
ROIC;16,27%;18,51%;20.425,67%;17,04%;11,34%;4,00%;19,08%;16,86%;14,25%
Giro ativos;3,04;3,16;3.344,51;3,11;2,40;2,34;3,35;3,25;3,12
CAGR Receitas 5 anos;5,57%;5,38%;4,39%;0,37%;1,67%;5,26%;5,75%;5,49%;5,07%
CAGR Lucros 5 anos;3,15%;4,35%;3,53%;-11,20%;-20,69%;12,44%;7,59%;0,37%;-3,79%
