;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,24%;-%;-%;-%;-%;-%;-%;-%;-%
Div;0.14;;;;;;;;
P/L;11.2;20.44;15.5;33.45;52.83;65.3;51.65;48.17;49.3
PEG Ratio;1,01;-;-;-;-;-;-;-;-
P/VP;2,73;4,15;3,13;3,99;10,14;13,71;7,52;6,44;5,53
EV/EBITDA;42,48;20,49;16,90;26,12;48,03;48,88;37,27;36,02;34,45
EV/EBIT;68,26;23,17;19,11;35,79;62,86;60,35;48,61;47,79;47,06
P/EBITDA;24,30;14,06;10,76;17,54;41,06;43,88;32,48;31,44;29,45
P/EBIT;39,05;15,90;12,17;24,04;53,74;54,18;42,37;41,70;40,22
VPA;21,59;20,56;19,64;17,85;18,60;17,09;14,38;13,06;13,31
P/Ativo;0,69;1,04;0,80;1,03;2,91;3,90;2,47;2,29;2,17
LPA;5.26;4.18;3.96;2.13;3.57;3.59;2.09;1.75;1.49
P/SR;1,68;2,67;2,21;2,94;8,68;12,79;7,15;6,41;6,76
P/Cap. Giro;3,61;6,67;4,67;6,52;23,08;21,87;10,97;14,04;9,05
P/Ativo Circ. Liq.;-2,81;-4,13;-3,36;-3,82;-9,48;-14,16;-9,89;-9,56;-10,89
Dív. líquida/PL;2,04;1,90;1,78;1,95;1,72;1,56;1,11;0,94;0,94
Dív. líquida/EBITDA;18,18;6,43;6,14;8,58;6,97;5,00;4,79;4,58;5,01
Dív. líquida/EBIT;29,21;7,27;6,94;11,75;9,12;6,17;6,25;6,08;6,84
PL/Ativos;0,25;0,25;0,26;0,26;0,29;0,28;0,33;0,36;0,39
Passivos/Ativos;0,75;0,75;0,74;0,74;0,71;0,72;0,67;0,64;0,61
Liq. corrente;1,34;1,26;1,29;1,28;1,22;1,33;1,43;1,27;1,43
M. Bruta;25,46%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;6,90%;18,95%;20,54%;16,76%;21,14%;29,15%;22,00%;20,40%;22,95%
M. EBIT;4,29%;16,76%;18,18%;12,23%;16,16%;23,61%;16,87%;15,38%;16,80%
M. Líquida;14,96%;13,04%;14,26%;8,79%;16,43%;19,59%;13,84%;13,31%;13,71%
ROE;24,34%;20,31%;20,17%;11,93%;19,19%;20,99%;14,56%;13,37%;11,22%
ROA;6,16%;5,08%;5,17%;3,08%;5,50%;5,97%;4,79%;4,75%;4,40%
ROIC;0,35%;5,93%;5,84%;3,42%;5,87%;6,53%;5,30%;5,28%;4,89%
Giro ativos;0,41;0,39;0,36;0,35;0,33;0,30;0,35;0,36;0,32
CAGR Receitas 5 anos;12,34%;14,02%;16,01%;18,53%;18,33%;17,24%;18,09%;18,26%;-%
CAGR Lucros 5 anos;11,02%;15,60%;6,15%;24,37%;27,89%;42,47%;16,59%;18,20%;-%
