;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,21%;2,29%;2,07%;2,30%;1,91%;2,17%;2,30%;2,81%;1,71%
Div;3.0;5.8;5.42;5.07;4.71;4.42;4.13;3.56;2.85
P/L;95.87;21.37;26.52;22.15;28.67;30.6;22.9;16.4;33.88
PEG Ratio;0,00;-;-;-;-;-;-;-;-
P/VP;22,41;22,48;26,03;21,76;21,30;20,29;19,08;12,92;12,47
EV/EBITDA;55,23;15,95;19,07;16,67;21,17;21,00;16,14;11,65;15,63
EV/EBIT;76,04;17,31;20,91;18,36;23,63;24,09;18,10;13,12;17,68
P/EBITDA;49,69;14,60;17,49;15,08;19,61;19,34;14,67;10,22;14,32
P/EBIT;68,41;15,84;19,18;16,61;21,89;22,18;16,45;11,51;16,19
VPA;11,06;11,28;10,06;10,12;11,59;10,05;9,41;9,81;13,38
P/Ativo;4,46;4,95;5,05;4,36;4,80;4,13;3,83;2,83;3,41
LPA;2.59;11.86;9.88;9.95;8.61;6.66;7.84;7.72;4.92
P/SR;4,53;4,69;4,87;4,22;5,34;5,13;4,09;2,85;3,99
P/Cap. Giro;32,86;48,16;50,26;37,12;26,59;16,40;14,08;18,80;13,53
P/Ativo Circ. Liq.;-7,33;-8,09;-8,45;-7,34;-7,96;-7,10;-6,55;-4,62;-6,02
Dív. líquida/PL;2,50;2,09;2,36;2,28;1,70;1,75;1,91;1,81;1,14
Dív. líquida/EBITDA;5,54;1,35;1,58;1,58;1,56;1,67;1,47;1,43;1,31
Dív. líquida/EBIT;7,63;1,47;1,74;1,74;1,75;1,91;1,65;1,61;1,48
PL/Ativos;0,20;0,22;0,19;0,20;0,23;0,20;0,20;0,22;0,27
Passivos/Ativos;0,80;0,78;0,81;0,80;0,77;0,80;0,80;0,78;0,73
Liq. corrente;1,53;1,36;1,33;1,41;1,84;2,52;2,90;1,63;2,38
M. Bruta;10,77%;44,28%;42,16%;40,82%;41,27%;41,35%;41,97%;41,74%;41,97%
M. EBITDA;9,11%;32,12%;27,84%;27,96%;27,24%;26,54%;27,89%;27,84%;27,89%
M. EBIT;6,62%;29,59%;25,39%;25,39%;24,41%;23,14%;24,87%;24,72%;24,66%
M. Líquida;4,72%;21,94%;18,36%;19,04%;18,64%;16,77%;17,87%;17,36%;11,79%
ROE;23,38%;105,19%;98,17%;98,25%;74,32%;66,30%;83,31%;78,76%;36,79%
ROA;4,65%;23,15%;19,06%;19,67%;16,76%;13,51%;16,73%;17,24%;10,05%
ROIC;1,25%;33,73%;28,84%;29,83%;25,60%;20,48%;25,43%;26,52%;15,08%
Giro ativos;0,98;1,06;1,04;1,03;0,90;0,81;0,94;0,99;0,85
CAGR Receitas 5 anos;2,42%;1,75%;2,16%;1,23%;-1,27%;-0,52%;0,88%;-0,65%;-1,30%
CAGR Lucros 5 anos;6,71%;2,90%;12,46%;5,77%;2,12%;-3,07%;8,83%;-10,08%;-0,35%
