;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,28%;3,42%;3,53%;3,77%;2,21%;2,94%;3,19%;2,82%;2,56%
Div;0.29;1.12;1.06;1.01;0.83;0.72;0.66;0.58;0.54
P/L;8.2;11.11;9.14;8.43;6.27;11.15;9.47;5.97;13.68
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;-59,91;-23,30;-27,89;-8,72;-24,72;-14,23;-25,03;-49,74;-10,14
EV/EBITDA;7,45;9,06;9,52;6,71;5,30;8,23;6,52;7,14;9,22
EV/EBIT;10,00;11,36;12,28;7,92;5,86;10,23;7,77;8,13;10,19
P/EBITDA;5,78;7,50;7,87;5,17;4,92;7,89;6,46;7,29;9,29
P/EBIT;7,77;9,40;10,15;6,10;5,43;9,82;7,70;8,30;10,26
VPA;-0,38;-1,40;-1,08;-3,08;-1,52;-1,73;-0,82;-0,41;-2,07
P/Ativo;0,50;0,77;0,81;0,69;1,06;0,91;0,89;0,92;1,05
LPA;2.75;2.94;3.29;3.19;6.01;2.21;2.17;3.43;1.54
P/SR;0,37;0,58;0,56;0,42;0,64;0,56;0,51;0,54;0,66
P/Cap. Giro;-3,05;-3,89;-4,58;-4,09;-5,89;-5,69;-5,84;-8,49;-367,73
P/Ativo Circ. Liq.;-1,07;-1,61;-1,57;-1,41;-2,48;-2,26;-2,25;-2,40;-3,26
Dív. líquida/PL;-;-;-;-;-;-;-;-;-
Dív. líquida/EBITDA;1,66;1,56;1,65;1,54;0,38;0,34;0,05;-0,15;-0,07
Dív. líquida/EBIT;2,23;1,96;2,13;1,82;0,43;0,42;0,06;-0,17;-0,07
PL/Ativos;-0,01;-0,03;-0,03;-0,08;-0,04;-0,06;-0,04;-0,02;-0,10
Passivos/Ativos;1,01;1,03;1,03;1,08;1,04;1,06;1,04;1,02;1,10
Liq. corrente;0,77;0,72;0,73;0,75;0,76;0,79;0,80;0,85;1,00
M. Bruta;20,60%;22,07%;21,42%;19,49%;21,13%;18,43%;19,01%;18,25%;18,40%
M. EBITDA;6,48%;7,67%;7,05%;8,11%;13,07%;7,10%;7,86%;7,45%;7,15%
M. EBIT;4,83%;6,12%;5,47%;6,87%;11,83%;5,70%;6,60%;6,55%;6,47%
M. Líquida;4,57%;5,18%;6,07%;4,98%;10,24%;5,02%;5,36%;9,11%;4,85%
ROE;-730,92%;-209,75%;-305,24%;-103,54%;-394,12%;-127,65%;-264,21%;-833,65%;-74,12%
ROA;6,05%;6,95%;8,82%;8,14%;16,84%;8,20%;9,42%;15,39%;7,67%
ROIC;27,14%;33,25%;31,03%;39,20%;111,31%;71,30%;90,55%;39,05%;78,41%
Giro ativos;1,32;1,34;1,45;1,63;1,64;1,63;1,76;1,69;1,58
CAGR Receitas 5 anos;-1,84%;-1,68%;3,86%;5,65%;1,94%;0,73%;-12,24%;-15,43%;-17,63%
CAGR Lucros 5 anos;-2,52%;-9,34%;4,39%;21,11%;-8,99%;-8,86%;0,82%;-%;-18,81%
