;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;3,11%;1,30%;1,06%;0,69%;0,67%;0,80%;1,05%;0,84%
Div;;2.36;1.77;2.61;1.63;1.41;1.25;1.13;0.78
P/L;26.03;10.04;12.35;22.95;20.58;30.09;24.98;18.46;20.19
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;3,95;-;-;8,79;8,20;7,69;6,19;4,64;4,67
EV/EBITDA;-;5,06;7,36;15,25;13,90;19,31;16,47;12,75;11,37
EV/EBIT;-;6,82;8,97;18,28;16,15;23,54;20,01;15,31;13,46
P/EBITDA;10,91;5,06;7,36;14,26;13,23;18,35;15,45;11,78;10,34
P/EBIT;17,09;6,82;8,97;17,09;15,37;22,38;18,77;14,15;12,24
VPA;-;-;-;28,01;28,75;27,36;25,21;23,30;19,91
P/Ativo;0,94;-;-;2,09;2,11;2,26;3,01;2,27;2,16
LPA;;7.55;11.01;10.73;11.46;6.99;6.24;5.85;4.61
P/SR;0,72;0,43;0,79;1,61;1,62;1,86;1,55;1,21;1,15
P/Cap. Giro;22,62;-;-;169,67;45,41;81,23;24,11;22,15;23,94
P/Ativo Circ. Liq.;-1,28;-;-;-2,75;-2,88;-2,92;-4,65;-3,44;-3,16
Dív. líquida/PL;-;-;-;0,61;0,41;0,40;0,41;0,38;0,47
Dív. líquida/EBITDA;-;-;-;0,99;0,67;0,95;1,02;0,97;1,03
Dív. líquida/EBIT;-;-;-;1,19;0,77;1,16;1,24;1,16;1,22
PL/Ativos;-;-;-;0,24;0,26;0,29;0,49;0,49;0,46
Passivos/Ativos;-;-;-;0,76;0,74;0,71;0,51;0,51;0,54
Liq. corrente;-;-;-;1,05;1,21;1,14;1,55;1,43;1,40
M. Bruta;-%;30,29%;31,23%;31,60%;31,76%;30,59%;30,45%;30,77%;30,85%
M. EBITDA;-%;8,52%;10,71%;11,29%;12,24%;10,11%;10,03%;10,28%;11,11%
M. EBIT;-%;6,32%;8,79%;9,41%;10,53%;8,30%;8,26%;8,55%;9,39%
M. Líquida;-%;4,29%;6,38%;7,01%;7,87%;6,17%;6,20%;6,56%;5,69%
ROE;-%;-%;-%;38,31%;39,86%;25,55%;24,77%;25,12%;23,14%
ROA;-%;-%;-%;9,11%;10,27%;7,50%;12,04%;12,30%;10,72%
ROIC;-%;-%;-%;24,50%;25,99%;18,86%;18,21%;18,78%;16,62%
Giro ativos;-;-;-;1,30;1,30;1,22;1,94;1,88;1,88
CAGR Receitas 5 anos;-%;10,03%;9,25%;10,63%;7,98%;7,92%;7,93%;8,23%;9,34%
CAGR Lucros 5 anos;-%;9,44%;13,91%;17,91%;9,96%;9,17%;10,07%;10,29%;13,16%
