;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,69%;2,10%;2,59%;3,57%;2,31%;3,40%;3,59%;7,50%;6,30%
Div;1.12;3.72;3.08;2.43;1.88;1.61;1.28;1.34;1.25
P/L;65.1;81.64;47.78;72.46;36.11;51.88;32.2;51.11;30.18
PEG Ratio;1,58;-;-;-;-;-;-;-;-
P/VP;8,03;10,16;11,97;7,64;7,65;5,67;5,33;3,07;2,87
EV/EBITDA;36,59;12,00;7,38;6,00;6,35;5,28;1,78;-0,70;-1,88
EV/EBIT;45,57;12,84;8,16;8,06;6,88;5,60;1,88;-0,75;-2,09
P/EBITDA;44,62;14,92;9,34;9,09;9,48;9,25;5,37;3,95;4,97
P/EBIT;55,56;15,97;10,33;12,22;10,27;9,80;5,67;4,21;5,52
VPA;20,30;17,43;9,94;8,96;10,62;8,30;6,70;5,79;6,98
P/Ativo;1,33;1,45;0,92;0,55;0,65;0,45;0,34;0,18;0,19
LPA;2.5;2.17;2.49;0.94;2.25;0.91;1.11;0.35;0.66
P/SR;8,53;12,39;8,18;4,72;3,57;4,66;2,79;2,53;1,23
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-1,33;-1,45;-0,92;-0,55;-0,65;-0,45;-0,34;-0,18;-0,19
Dív. líquida/PL;-1,44;-1,99;-2,52;-2,60;-2,52;-2,43;-3,56;-3,62;-3,95
Dív. líquida/EBITDA;-8,02;-2,93;-1,96;-3,10;-3,12;-3,96;-3,59;-4,65;-6,85
Dív. líquida/EBIT;-9,99;-3,13;-2,17;-4,16;-3,38;-4,20;-3,79;-4,96;-7,61
PL/Ativos;0,17;0,14;0,08;0,07;0,08;0,08;0,06;0,06;0,07
Passivos/Ativos;0,83;0,83;0,90;0,88;0,86;0,91;0,94;0,94;0,93
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;24,05%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;19,12%;82,99%;87,54%;51,89%;37,62%;50,38%;51,91%;64,02%;24,82%
M. EBIT;15,35%;77,54%;79,17%;38,62%;34,73%;47,54%;49,22%;60,03%;22,36%
M. Líquida;13,10%;15,17%;17,12%;6,51%;9,87%;8,98%;8,66%;4,95%;4,09%
ROE;12,33%;12,44%;25,05%;10,54%;21,19%;10,93%;16,55%;6,01%;9,50%
ROA;2,04%;1,77%;1,92%;0,76%;1,79%;0,86%;1,06%;0,35%;0,64%
ROIC;2,46%;13,02%;11,66%;6,26%;8,59%;5,33%;7,31%;4,98%;4,37%
Giro ativos;0,16;0,12;0,11;0,12;0,18;0,10;0,12;0,07;0,16
CAGR Receitas 5 anos;14,64%;31,15%;14,07%;27,89%;12,27%;19,44%;8,33%;31,87%;40,79%
CAGR Lucros 5 anos;25,51%;52,76%;17,07%;29,60%;51,00%;33,59%;-%;-%;2,81%
