;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,29%;1,21%;1,31%;1,48%;0,97%;1,04%;1,19%;1,27%;1,42%
Div;0.47;1.8;1.68;1.52;1.33;1.2;1.1;0.96;1.0
P/L;29.43;31.07;31.08;39.66;18.91;30.98;26.66;21.58;16.34
PEG Ratio;0,98;-;-;-;-;-;-;-;-
P/VP;3,25;3,09;2,86;2,53;3,38;3,32;2,99;2,49;2,43
EV/EBITDA;8,82;3,13;2,70;-23,11;-8,62;-1,14;-2,16;-4,52;-1,58
EV/EBIT;21,12;4,19;3,59;-32,94;-10,04;-1,41;-2,68;-5,48;-1,90
P/EBITDA;34,74;14,08;14,97;16,60;10,76;16,70;15,03;12,81;12,71
P/EBIT;83,22;18,85;19,88;23,66;12,54;20,72;18,63;15,52;15,22
VPA;50,24;48,15;44,88;40,62;40,48;34,74;30,99;30,20;28,99
P/Ativo;0,66;0,61;0,54;0,30;0,40;0,51;0,55;0,46;0,53
LPA;5.55;4.8;4.13;2.59;7.23;3.72;3.47;3.49;4.32
P/SR;7,56;7,88;8,09;6,36;8,77;8,20;8,23;7,11;7,30
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,66;-0,61;-0,54;-0,30;-0,40;-0,51;-0,55;-0,46;-0,53
Dív. líquida/PL;-2,42;-2,41;-2,34;-6,04;-6,08;-3,55;-3,42;-3,38;-2,74
Dív. líquida/EBITDA;-25,93;-10,95;-12,26;-39,71;-19,38;-17,84;-17,20;-17,33;-14,29
Dív. líquida/EBIT;-62,10;-14,66;-16,29;-56,60;-22,57;-22,14;-21,31;-21,00;-17,11
PL/Ativos;0,20;0,20;0,19;0,12;0,12;0,15;0,18;0,19;0,22
Passivos/Ativos;0,80;0,80;0,81;0,88;0,88;0,84;0,82;0,81;0,78
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;22,87%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;21,75%;55,99%;54,06%;38,30%;81,53%;49,12%;54,74%;55,54%;57,43%
M. EBIT;9,08%;41,82%;40,70%;26,87%;69,99%;39,60%;44,17%;45,82%;47,97%
M. Líquida;25,68%;25,38%;26,04%;16,03%;46,40%;26,49%;30,87%;32,96%;44,66%
ROE;11,04%;9,96%;9,21%;6,37%;17,87%;10,71%;11,20%;11,56%;14,90%
ROA;2,24%;1,98%;1,74%;0,74%;2,10%;1,66%;2,05%;2,14%;3,23%
ROIC;0,31%;7,73%;6,72%;5,18%;12,26%;6,84%;8,95%;9,19%;11,65%
Giro ativos;0,09;0,08;0,07;0,05;0,05;0,06;0,07;0,07;0,07
CAGR Receitas 5 anos;11,62%;8,56%;9,78%;8,59%;18,76%;15,16%;30,43%;32,92%;34,28%
CAGR Lucros 5 anos;7,34%;3,56%;-10,56%;23,20%;10,40%;14,53%;50,91%;35,55%;22,90%
